p cnf 88 300
-15 63 -83 0
-6 23 85 0
2 -42 52 0
-79 -81 0
-21 -42 -50 0
43 -75 -79 0
34 -39 -72 0
21 49 -52 0
-18 25 86 0
-49 -51 81 0
46 61 64 0
-16 59 0
4 7 -70 0
-40 61 66 0
4 28 63 0
-3 20 85 0
15 -24 -25 0
-26 44 -57 0
35 38 -43 0
-30 -59 67 0
-7 -43 45 0
34 45 -75 0
4 -10 86 0
36 -60 -71 0
12 13 -18 0
4 47 -57 0
22 34 -45 0
-16 18 30 0
-4 -10 66 0
3 32 -56 0
13 -49 -65 0
-8 33 72 0
29 -66 72 0
-2 11 73 0
16 -58 75 0
-48 51 -86 0
11 27 -37 0
-35 62 -71 0
-7 -32 78 0
2 -30 -40 0
7 -12 -74 0
26 -53 -88 0
65 -67 76 0
2 -6 54 0
-4 6 7 0
27 44 -66 0
-29 -32 77 0
-4 87 0
-4 -24 67 0
-39 -57 0
38 56 -64 0
-33 -34 85 0
3 4 -40 0
-4 -27 -54 0
8 -63 67 0
22 48 77 0
12 78 -84 0
23 55 77 0
-38 49 -84 0
-8 -45 -48 0
-2 -43 58 0
-44 -80 -83 0
6 -56 0
-22 -77 84 0
26 -37 46 0
12 15 53 0
-26 -31 -48 0
12 58 -78 0
-12 25 30 0
59 77 -84 0
20 35 83 0
40 75 0
-23 54 69 0
-9 -27 64 0
24 31 -71 0
34 -38 74 0
-42 58 85 0
79 -84 88 0
-53 56 -83 0
9 16 73 0
66 78 0
21 58 -84 0
-2 -23 -33 0
12 20 -69 0
59 66 -87 0
47 55 -86 0
-39 -67 80 0
-42 43 -44 0
11 24 -62 0
8 -48 -82 0
25 -49 67 0
-7 -14 66 0
14 18 -20 0
24 -25 86 0
25 -70 -84 0
-1 31 82 0
-10 32 -51 0
-36 54 67 0
-58 80 81 0
44 50 0
30 31 65 0
49 77 0
-17 46 61 0
-6 8 -28 0
35 -36 -88 0
5 -34 35 0
32 -56 65 0
-44 58 81 0
-20 61 -82 0
27 28 -87 0
24 35 65 0
7 -73 81 0
20 -28 33 0
-9 -13 34 0
14 -21 53 0
21 71 81 0
-11 -58 82 0
-6 24 -88 0
-68 -76 87 0
-2 4 -62 0
-10 -35 42 0
-37 -41 48 0
1 35 63 0
25 44 0
-2 -17 61 0
5 -18 60 0
62 -67 0
-4 36 -73 0
-24 52 -77 0
-2 -56 -80 0
-11 31 -48 0
-25 46 -51 0
6 25 85 0
7 73 79 0
41 45 -48 0
27 -55 -82 0
29 -62 0
37 -71 86 0
-16 -83 -85 0
-11 78 -79 0
55 71 74 0
12 -25 49 0
49 53 -55 0
-24 -25 -71 0
-10 13 38 0
19 -86 0
40 -54 59 0
-43 -80 84 0
-20 26 -70 0
15 17 -56 0
23 -29 53 0
24 26 80 0
-31 37 -49 0
48 -53 -55 0
-24 27 0
-11 48 76 0
-21 23 38 0
25 48 71 0
41 -50 84 0
51 60 -81 0
-56 -60 -80 0
-61 65 -78 0
-16 44 49 0
-35 75 82 0
-70 72 -75 0
19 -59 78 0
-29 67 -80 0
-83 86 0
-8 59 0
-11 -66 -82 0
-4 17 -66 0
7 -77 84 0
14 52 75 0
-43 75 85 0
-46 53 55 0
-6 -34 70 0
40 62 70 0
-29 75 -78 0
5 45 -80 0
-10 -11 78 0
-19 44 75 0
13 -27 -58 0
-8 17 0
56 -61 64 0
10 64 -65 0
2 41 0
6 -45 68 0
-32 -61 69 0
-47 -64 77 0
17 -34 -88 0
30 -86 0
14 22 47 0
29 53 80 0
-40 -41 -43 0
-37 60 -61 0
13 -29 53 0
-23 38 -76 0
39 54 60 0
10 37 -63 0
-53 56 70 0
-47 -52 72 0
-42 73 -75 0
-16 21 -37 0
11 -20 72 0
23 -71 0
32 -54 79 0
-23 -50 51 0
25 -58 -59 0
45 -69 84 0
-71 -73 -79 0
-2 -10 16 0
-23 33 -45 0
-46 65 86 0
-10 21 82 0
-34 84 86 0
1 45 -62 0
1 -31 -50 0
-20 31 -35 0
-29 56 86 0
39 -41 54 0
9 45 -84 0
23 59 0
-7 -55 -82 0
16 47 -53 0
-6 -59 81 0
-1 -14 21 0
-23 -56 -81 0
-13 -51 -77 0
-19 -38 80 0
-29 -52 72 0
-47 -69 -84 0
14 50 -63 0
-7 22 53 0
50 61 78 0
-12 -40 78 0
-5 -32 51 0
-31 50 72 0
18 -47 -53 0
45 -59 64 0
9 13 -27 0
12 34 -40 0
-64 80 -84 0
37 77 82 0
63 69 81 0
4 43 -69 0
11 19 56 0
-2 -8 -69 0
-2 72 -80 0
56 59 61 0
-2 -32 -83 0
-21 31 -75 0
-34 47 0
-20 -29 48 0
-27 -36 -81 0
-12 57 84 0
-42 -61 -76 0
40 44 0
-13 -27 81 0
-12 25 58 0
27 57 85 0
18 37 41 0
18 20 36 0
-33 48 -53 0
4 13 -74 0
-32 -79 0
7 -34 -86 0
10 48 0
-9 -55 71 0
28 -41 59 0
8 38 -44 0
-6 -71 82 0
-7 -37 61 0
-3 18 -63 0
-1 -41 61 0
-31 -79 0
-6 35 71 0
23 28 -79 0
11 -23 0
-61 -66 -73 0
16 -28 -85 0
-25 29 -61 0
12 -22 -26 0
41 -44 -64 0
-45 49 -53 0
-32 -67 -70 0
-8 -31 38 0
-41 -62 0
15 36 -77 0
16 -22 -65 0
47 68 0
37 81 -87 0
18 -25 -46 0
-8 -14 -43 0
-22 -40 65 0
15 34 61 0
-66 70 82 0
-50 66 71 0
-40 -60 76 0
-14 19 0
45 69 -80 0
