p cnf 90 309
-2 5 -20 0
-16 -51 74 0
-8 10 25 0
12 -42 -52 0
32 67 74 0
-12 72 -82 0
21 34 -56 0
5 30 70 0
44 65 79 0
26 36 -50 0
-81 -82 84 0
12 -24 54 0
-1 38 -69 0
-17 -18 64 0
55 69 -83 0
32 41 -64 0
20 41 58 0
-44 47 58 0
3 64 90 0
6 -23 43 0
-6 47 -80 0
17 34 83 0
34 -81 87 0
27 -44 -88 0
1 30 -32 0
49 75 84 0
-20 25 -49 0
-7 -45 -57 0
8 55 0
-9 46 72 0
-9 69 -84 0
-27 -64 -74 0
-36 -60 86 0
-46 -47 86 0
24 -68 76 0
7 -53 -85 0
55 -58 0
-1 16 -24 0
13 48 -56 0
17 64 77 0
16 -30 50 0
20 36 -51 0
11 76 -87 0
-2 30 59 0
-18 48 -84 0
-25 28 -50 0
15 22 43 0
67 -71 -73 0
6 67 0
9 -17 -78 0
35 -68 -73 0
-17 -50 0
-43 -64 -81 0
-17 -58 70 0
-48 72 83 0
-65 87 88 0
-41 -46 -81 0
29 -44 -64 0
23 41 -71 0
23 -68 -76 0
1 38 -84 0
26 -38 63 0
-29 -30 -59 0
-28 -45 63 0
7 -52 -89 0
6 -14 0
-33 -49 88 0
-7 29 -46 0
21 43 75 0
56 -76 -82 0
30 41 0
4 -90 0
20 47 -61 0
-10 -39 69 0
-16 -56 57 0
6 50 -65 0
-30 -40 -80 0
75 79 -81 0
-44 -61 67 0
-5 -17 28 0
18 23 71 0
44 82 -87 0
41 -62 -84 0
22 -32 0
3 -12 40 0
-8 50 53 0
23 57 -66 0
-31 45 88 0
14 53 77 0
42 49 57 0
-3 52 86 0
23 -41 -53 0
-50 -90 0
-5 67 70 0
-15 44 -82 0
-21 -81 -87 0
10 23 56 0
10 -65 84 0
-8 59 -69 0
-12 -51 77 0
3 -7 -44 0
-6 27 -52 0
-3 -5 -60 0
-27 37 40 0
-22 41 55 0
-4 14 -37 0
24 -31 -40 0
-5 50 82 0
6 -12 19 0
8 -16 -40 0
25 65 -66 0
-19 -28 71 0
-19 -23 83 0
16 -56 61 0
-37 39 82 0
21 42 -58 0
-34 -48 0
-13 24 -39 0
11 -81 88 0
-7 -25 61 0
32 45 52 0
2 -33 43 0
-35 51 -68 0
-17 60 62 0
20 -58 -80 0
-21 24 -34 0
-20 -73 88 0
67 -75 -80 0
-18 74 -81 0
49 -84 0
-22 63 -76 0
-7 89 0
-3 76 77 0
-13 -28 -41 0
31 61 63 0
-3 45 71 0
-5 20 -50 0
26 -29 -72 0
38 -59 -80 0
-21 -60 70 0
-4 44 -66 0
8 -61 79 0
-18 -19 77 0
1 -32 75 0
26 -64 -85 0
-41 -44 -80 0
5 13 0
-6 -12 -64 0
-43 -59 60 0
-29 -72 0
21 39 68 0
13 -46 75 0
14 53 -76 0
-2 -29 44 0
-5 -33 66 0
37 43 -45 0
-4 -59 87 0
29 32 -47 0
-8 39 47 0
-29 -52 72 0
22 25 27 0
19 45 48 0
-5 8 0
48 69 -82 0
-19 34 35 0
-10 65 -75 0
-10 86 0
-1 -58 0
5 69 81 0
3 16 39 0
-73 76 -89 0
-3 -31 46 0
-19 48 58 0
21 -35 89 0
25 30 55 0
17 -39 59 0
25 -76 0
-9 -17 -43 0
45 66 70 0
-3 48 0
8 43 64 0
-10 -51 79 0
23 51 -71 0
2 -20 -71 0
56 58 66 0
-17 75 -82 0
10 74 0
38 52 -84 0
10 30 -74 0
15 -30 -74 0
61 -77 85 0
17 -38 -40 0
-24 27 -52 0
-57 65 -71 0
2 -6 46 0
-11 12 72 0
-13 42 -49 0
-6 84 0
27 36 -72 0
-16 -39 82 0
-67 81 83 0
9 -19 33 0
2 -9 88 0
18 -52 -76 0
-25 67 75 0
32 -42 -50 0
18 -72 0
-23 -42 52 0
-26 39 -83 0
19 24 -87 0
37 40 -86 0
22 74 -87 0
26 -33 -70 0
-36 -80 81 0
-5 -45 -87 0
21 50 -51 0
-52 56 74 0
19 -30 86 0
19 22 -36 0
-9 -56 0
-34 68 -77 0
15 -52 68 0
12 50 72 0
-35 -47 -68 0
7 65 -90 0
-5 -63 74 0
-19 26 58 0
-53 -64 82 0
-16 43 90 0
-19 -57 0
-1 4 -28 0
-43 55 -85 0
-28 -46 -55 0
-22 -64 67 0
-28 54 -71 0
-10 38 -81 0
30 42 53 0
-40 58 -59 0
30 59 84 0
-35 -54 60 0
-62 68 0
-49 -60 79 0
-5 -34 -58 0
8 -18 -20 0
-14 24 63 0
40 -61 -86 0
22 -72 87 0
-27 -46 70 0
-31 -37 -77 0
-21 -60 -87 0
-20 -23 -79 0
50 -80 90 0
8 -43 64 0
-3 40 -57 0
42 47 -79 0
11 66 -69 0
-36 69 -84 0
30 -52 57 0
-15 46 -71 0
29 -33 -76 0
-45 57 -59 0
10 -30 52 0
-8 -10 -31 0
43 -52 60 0
-50 -58 69 0
13 29 74 0
17 -24 -90 0
34 60 0
-13 -16 43 0
1 -27 63 0
-37 -65 -87 0
-46 -77 79 0
61 73 -77 0
-31 71 80 0
-7 9 59 0
1 -13 -36 0
16 39 -66 0
-43 -46 68 0
-4 -32 65 0
2 58 -85 0
-14 -53 -61 0
3 70 -72 0
-14 -72 -81 0
-18 19 -20 0
-13 -43 78 0
18 26 -33 0
52 84 -90 0
-37 59 -75 0
56 -65 -84 0
-16 27 -81 0
-55 -57 58 0
-39 48 -63 0
-25 28 -71 0
33 42 -63 0
17 44 82 0
36 -50 0
9 -22 -42 0
33 -79 -84 0
-45 60 72 0
-8 54 -65 0
-1 -7 56 0
-20 -34 78 0
-43 -60 0
26 35 65 0
-2 23 38 0
9 78 -81 0
26 -65 -76 0
-12 32 -54 0
-10 -48 -80 0
