p cnf 96 370
-3 -86 0
-22 -25 81 0
2 -41 50 0
-4 39 53 0
-63 -65 86 0
50 -66 -95 0
75 -78 -90 0
-21 -67 80 0
-40 -48 84 0
-27 -58 -64 0
29 -74 83 0
38 90 0
-20 73 86 0
8 14 66 0
29 -49 -95 0
69 74 -75 0
-10 -34 66 0
81 82 87 0
19 -56 -86 0
-51 52 -70 0
-32 -72 79 0
6 36 -58 0
-37 38 -47 0
-12 30 -80 0
18 -69 -82 0
-6 14 82 0
-4 33 -55 0
23 80 81 0
13 -47 -61 0
23 59 62 0
3 17 68 0
-37 -51 69 0
42 67 96 0
-27 -56 78 0
25 -34 82 0
5 -6 77 0
-41 -70 71 0
5 73 82 0
-1 15 95 0
40 -85 90 0
-2 -12 87 0
45 90 95 0
-23 46 0
-5 27 -41 0
-10 -36 82 0
-3 -19 80 0
-9 -10 85 0
5 6 -47 0
-53 71 0
10 25 -27 0
62 66 95 0
-39 -71 -74 0
-62 79 82 0
-23 57 0
-67 -72 90 0
-34 -67 93 0
53 -83 -87 0
-35 -51 -85 0
12 -46 49 0
-24 34 83 0
-31 61 62 0
1 11 93 0
-1 78 -91 0
-27 69 -81 0
-34 36 -64 0
34 45 -77 0
5 -17 54 0
-27 -91 -92 0
-17 -25 -81 0
29 -31 -61 0
68 -76 -84 0
-3 -67 -68 0
-9 -42 78 0
-17 77 -94 0
-48 56 -88 0
84 -91 0
28 64 -65 0
-20 66 96 0
-26 -89 -93 0
46 -64 66 0
-19 69 -75 0
-12 -14 -78 0
-25 -47 48 0
-44 53 58 0
71 81 95 0
-43 67 -75 0
-11 -37 89 0
3 12 49 0
9 23 -26 0
19 26 63 0
-35 61 0
5 -17 84 0
1 12 53 0
-5 -15 85 0
-26 39 -56 0
44 64 73 0
19 54 -61 0
-12 -50 75 0
51 59 -87 0
22 -28 51 0
4 10 -18 0
4 -20 -59 0
-29 -37 -64 0
65 -68 -82 0
-11 26 -62 0
56 87 92 0
29 65 -87 0
9 -12 14 0
29 -57 96 0
-20 29 50 0
22 25 72 0
-28 -43 79 0
-21 45 -95 0
-5 22 93 0
3 7 -89 0
-7 -10 32 0
54 -82 94 0
25 49 61 0
-13 34 -53 0
-22 65 -74 0
32 38 93 0
15 -17 -61 0
-25 61 -71 0
-40 -84 0
27 34 -53 0
66 67 -94 0
75 78 86 0
-18 -31 -51 0
55 68 -79 0
-11 -71 -95 0
14 -29 33 0
-67 84 91 0
-29 -30 -72 0
-15 -20 -95 0
-14 -38 -57 0
28 -29 41 0
-6 69 -87 0
-8 -72 95 0
5 -76 78 0
27 -38 79 0
-9 -46 51 0
65 66 76 0
32 48 59 0
5 -21 80 0
-53 -85 0
25 -42 43 0
-3 56 80 0
-21 53 96 0
32 49 64 0
16 80 93 0
-1 7 82 0
-36 -66 -78 0
40 58 72 0
9 41 68 0
55 63 -74 0
-26 -46 -96 0
68 -88 94 0
-12 20 -79 0
-1 8 40 0
-3 21 -46 0
-14 31 76 0
11 43 66 0
-35 -61 68 0
-49 50 -93 0
42 -53 90 0
5 -28 -59 0
26 54 -80 0
-27 -30 70 0
-4 33 56 0
58 75 -83 0
-10 -52 -83 0
55 90 -96 0
-69 77 -81 0
18 -35 -45 0
3 -7 9 0
-5 25 89 0
1 7 11 0
28 40 45 0
10 11 54 0
-5 68 -92 0
-37 -68 -87 0
-31 62 -72 0
-17 85 89 0
-57 62 93 0
-8 -12 -72 0
14 -57 -80 0
-11 -12 -50 0
31 -38 -84 0
2 -58 67 0
6 -52 86 0
46 78 -91 0
-42 -59 -82 0
15 47 -66 0
11 41 45 0
1 34 -60 0
-18 -60 -82 0
51 -74 -82 0
44 70 88 0
-1 5 -38 0
-50 64 -74 0
23 55 -93 0
40 -49 -77 0
30 -63 -74 0
-19 62 93 0
39 -82 0
19 -28 -79 0
45 73 92 0
45 56 -72 0
3 63 71 0
-42 -48 73 0
-38 -84 -90 0
-23 -37 58 0
4 30 37 0
-55 -63 73 0
74 -79 0
-18 -80 81 0
-49 67 -89 0
22 54 -60 0
33 85 0
7 -35 77 0
-63 -64 -95 0
18 -22 -49 0
-1 33 62 0
3 -16 28 0
-15 -17 -92 0
4 19 -91 0
43 64 -85 0
30 47 -54 0
-52 55 -73 0
-50 55 80 0
-7 17 -76 0
-37 -65 -82 0
13 42 -55 0
12 -20 -75 0
-21 44 88 0
35 46 -62 0
-20 29 -49 0
-15 33 85 0
-10 -26 -70 0
13 69 -70 0
73 89 95 0
-4 -62 -72 0
-29 50 -53 0
10 -27 74 0
14 46 93 0
-7 -42 77 0
-1 -63 69 0
-10 12 76 0
-8 -11 -89 0
20 52 66 0
-33 42 -53 0
1 -60 -69 0
-4 28 61 0
-23 -33 -57 0
-3 39 95 0
-22 25 -82 0
15 73 -88 0
-33 -68 82 0
-46 -59 84 0
-50 -58 0
21 -92 0
-22 -35 -83 0
-10 -31 -54 0
22 51 -56 0
-25 35 -82 0
15 86 0
-6 26 80 0
-17 -47 -88 0
-36 -46 -52 0
89 91 94 0
47 -77 -88 0
-26 -33 -72 0
-56 65 -72 0
63 -73 0
25 -43 71 0
13 69 89 0
17 -19 87 0
-15 -28 -95 0
57 75 -94 0
-51 73 -88 0
-29 72 -93 0
21 34 54 0
22 65 -73 0
12 86 95 0
14 34 -77 0
60 64 -77 0
-13 20 81 0
-7 -38 79 0
25 -52 0
-10 -81 -87 0
-79 94 -96 0
-1 -58 76 0
-43 -68 -86 0
12 -21 -42 0
62 85 -86 0
29 -44 48 0
-1 -8 -25 0
-13 70 -93 0
30 -49 -55 0
-1 49 50 0
13 -60 77 0
-12 -31 -82 0
-15 -59 81 0
7 -44 -91 0
-12 21 -68 0
-8 -65 -96 0
-30 33 51 0
-65 -83 90 0
30 -73 -81 0
-44 80 -90 0
30 37 -79 0
-12 55 -69 0
48 59 79 0
-51 -67 79 0
18 -41 68 0
-9 -46 70 0
13 71 92 0
-44 63 -92 0
12 51 -70 0
-19 -24 73 0
9 12 38 0
-34 56 -68 0
34 70 -90 0
9 48 -49 0
35 -45 -48 0
38 -40 -80 0
-12 -36 -54 0
-23 -47 -77 0
40 45 -92 0
-26 36 87 0
25 -61 -96 0
49 51 61 0
-11 26 77 0
32 -81 -94 0
-15 -54 -96 0
-14 19 -57 0
-57 -85 -95 0
10 54 -56 0
37 43 59 0
-28 50 87 0
-33 49 -74 0
-43 -54 -65 0
-36 -70 -83 0
7 19 -79 0
-13 40 71 0
-56 57 -90 0
28 61 81 0
-32 85 -89 0
2 -26 -62 0
-8 53 0
-86 -89 0
80 -92 95 0
-55 -59 -72 0
48 62 66 0
1 -34 92 0
11 -32 -75 0
-28 -75 94 0
-20 44 -84 0
-49 -50 82 0
8 63 86 0
13 31 33 0
16 34 62 0
-4 -34 72 0
-75 -85 87 0
7 -40 75 0
12 -68 0
12 -68 69 0
48 78 83 0
20 24 -56 0
-39 47 -60 0
