p cnf 97 369
-24 -67 80 0
75 79 84 0
40 56 66 0
-43 -54 71 0
-11 22 -47 0
-2 -49 -85 0
20 46 -68 0
6 -23 66 0
23 -63 -87 0
45 -62 -96 0
-48 54 -79 0
-20 48 70 0
14 -51 -96 0
-23 34 -97 0
17 46 86 0
-2 74 94 0
-1 60 -61 0
21 43 0
-2 -35 37 0
73 -78 -81 0
52 81 95 0
-27 -62 -67 0
-18 32 -44 0
-31 58 -94 0
26 61 64 0
-15 -47 -92 0
12 -25 -57 0
24 36 66 0
-8 -41 66 0
2 48 50 0
-45 47 -51 0
6 -17 74 0
44 49 87 0
11 42 -50 0
28 -62 70 0
11 33 40 0
37 45 -72 0
-43 -45 92 0
2 -35 -58 0
45 56 58 0
13 75 -94 0
-72 -77 -79 0
62 -63 74 0
17 85 -92 0
11 50 -69 0
7 95 96 0
62 75 81 0
28 -55 93 0
28 -84 -92 0
-12 -43 49 0
14 -33 68 0
34 40 81 0
-59 -84 90 0
40 -52 0
-27 -48 55 0
39 -56 -79 0
-32 -50 75 0
-5 41 -53 0
-58 -63 95 0
22 53 62 0
-5 -10 63 0
13 69 90 0
4 -38 59 0
-31 -54 80 0
-4 -36 -83 0
32 36 57 0
-10 22 78 0
-30 35 -61 0
25 41 51 0
-19 -39 -78 0
20 -31 92 0
34 -35 81 0
-8 12 -23 0
-9 22 -90 0
17 -57 71 0
-7 44 94 0
-51 -65 90 0
-5 19 56 0
30 -70 -74 0
-23 -75 -78 0
-6 -55 78 0
-25 49 72 0
-20 21 94 0
14 -32 -47 0
37 -41 81 0
11 26 -77 0
39 56 72 0
1 -47 93 0
-17 36 81 0
-26 -45 97 0
56 -82 0
-17 -30 -53 0
20 32 -62 0
-5 -7 -48 0
-60 85 91 0
-23 -55 80 0
-38 -46 -53 0
-37 -42 48 0
-23 -40 91 0
66 -91 93 0
18 -33 -52 0
-18 -59 -74 0
11 -53 -97 0
27 -34 49 0
-2 52 57 0
33 -35 48 0
