p cnf 97 373
41 -60 -81 0
-7 -21 -54 0
18 33 -74 0
-37 40 -41 0
66 77 81 0
9 53 -54 0
62 83 -87 0
1 19 -51 0
-22 72 -92 0
64 65 90 0
-56 -67 74 0
-26 -95 -96 0
-28 74 86 0
8 -73 -83 0
-31 -33 -44 0
-30 52 -87 0
-1 -4 19 0
34 56 -92 0
48 58 -95 0
1 -67 -84 0
-13 35 37 0
38 58 -67 0
20 40 -68 0
-10 -27 -69 0
30 -65 92 0
-24 37 75 0
-16 27 81 0
59 -68 79 0
21 43 65 0
-3 -14 -51 0
-21 -66 -72 0
46 67 -94 0
52 59 -65 0
15 66 -67 0
-48 49 -81 0
54 -76 -85 0
37 -47 76 0
46 -47 74 0
-39 -40 57 0
-21 -36 93 0
14 -55 -94 0
47 89 -96 0
-83 87 92 0
-50 -76 92 0
23 -28 0
32 -72 -77 0
46 79 -91 0
69 74 -89 0
5 -7 -55 0
-24 31 56 0
-2 -74 -78 0
-27 -63 88 0
-55 -81 -84 0
-25 27 -76 0
-3 30 90 0
-6 7 10 0
2 -30 -89 0
-19 59 81 0
-22 -27 87 0
-49 54 -88 0
4 -17 -70 0
-16 59 70 0
-5 12 82 0
-19 42 -45 0
24 -25 85 0
73 -86 0
-5 -22 48 0
-23 -86 -89 0
-47 -54 -73 0
-3 -25 -78 0
28 71 80 0
-42 -50 61 0
-6 -49 67 0
-67 84 90 0
-33 85 90 0
31 -48 69 0
-22 43 -70 0
-8 46 82 0
37 60 69 0
-4 -26 -36 0
-18 -62 95 0
-26 -56 58 0
-8 20 -87 0
8 -11 -90 0
12 -32 -53 0
5 -15 49 0
60 -87 95 0
-30 -78 95 0
12 -22 48 0
39 42 -47 0
-19 42 48 0
-6 -9 17 0
-6 13 -76 0
13 -36 -57 0
16 -36 -40 0
-33 68 78 0
65 -93 -96 0
29 35 -55 0
-32 -43 -76 0
28 78 -93 0
-16 -23 -32 0
-20 48 66 0
-36 62 -66 0
-57 60 -61 0
33 -92 0
-51 52 -94 0
-80 -90 -95 0
5 25 -37 0
56 69 85 0
-12 -39 0
22 35 95 0
3 52 77 0
68 71 -86 0
-36 37 -58 0
-64 -71 -91 0
-4 -42 -51 0
23 74 -97 0
44 -70 75 0
-53 65 -68 0
-64 -65 -90 0
-5 -36 -37 0
-46 -56 -77 0
60 70 85 0
-77 83 -96 0
53 64 82 0
9 11 -16 0
-37 -72 -86 0
-18 -89 -97 0
27 -35 -88 0
32 42 -46 0
-23 -31 42 0
60 -64 -81 0
-39 -60 -76 0
-8 -27 -44 0
-17 -51 52 0
59 84 90 0
28 48 -76 0
8 35 -62 0
31 69 -91 0
-41 44 60 0
-26 -30 74 0
-42 -44 62 0
-25 -67 -71 0
37 83 -97 0
-22 -52 71 0
-2 3 -68 0
22 -27 72 0
72 -74 88 0
22 -42 -83 0
-14 -97 0
-39 51 96 0
-70 -74 -95 0
45 55 -97 0
12 27 48 0
62 -80 -85 0
-7 -11 -78 0
15 -52 -78 0
27 -28 -38 0
7 -56 -89 0
-5 52 63 0
-4 60 -92 0
-41 -57 -66 0
42 46 59 0
-17 82 89 0
32 56 -89 0
-1 -42 69 0
34 72 -89 0
12 -52 79 0
6 -12 33 0
-29 37 77 0
-2 -28 39 0
-32 50 -59 0
-2 -6 15 0
-32 40 -55 0
-33 80 -97 0
1 43 64 0
-41 -54 -55 0
-12 38 41 0
51 79 91 0
11 23 42 0
-37 54 77 0
20 74 89 0
15 -32 -65 0
53 -85 95 0
-31 -88 95 0
20 -32 -43 0
5 59 63 0
15 21 44 0
15 31 -58 0
41 -83 -87 0
28 42 53 0
55 -66 77 0
-21 37 -63 0
6 -46 -74 0
-46 -48 -65 0
38 -60 87 0
10 26 43 0
-15 23 -49 0
-21 32 62 0
22 23 25 0
-35 38 77 0
7 51 -87 0
-15 18 -54 0
-41 -44 -64 0
-10 87 -90 0
6 -8 94 0
2 24 -32 0
-1 -55 -70 0
-17 30 77 0
-32 59 -64 0
58 -63 -95 0
17 -19 0
-42 48 78 0
33 -36 -58 0
63 -70 -74 0
-1 25 29 0
-5 -10 -61 0
-43 44 87 0
-44 92 0
-13 -34 83 0
-17 -67 -68 0
-5 -89 91 0
-20 -31 -89 0
-1 56 -90 0
-11 -23 54 0
23 -69 -82 0
-15 -94 0
26 68 79 0
-55 -66 -80 0
-58 -63 -94 0
30 47 55 0
-12 -62 -81 0
42 50 -70 0
33 81 -83 0
-2 9 -38 0
-50 51 -77 0
-29 -35 41 0
-15 -61 93 0
-6 -17 -44 0
-56 -61 -81 0
-12 -40 91 0
-4 -82 94 0
-12 -45 53 0
-20 -26 58 0
-14 17 24 0
-16 68 -97 0
-17 27 52 0
-13 -67 -72 0
32 -38 -64 0
