p cnf 95 361
-39 -49 88 0
1 -22 -49 0
-10 25 53 0
34 -44 70 0
29 68 85 0
8 -13 -31 0
35 82 93 0
46 -49 63 0
-33 -46 82 0
-27 55 -85 0
-10 51 -70 0
12 -14 -72 0
-14 -22 -55 0
46 -80 84 0
10 -22 45 0
30 -54 0
-23 68 0
37 75 82 0
-26 -49 76 0
-3 37 47 0
7 -8 -64 0
42 62 -71 0
-34 -86 0
63 -69 70 0
30 57 90 0
6 9 -41 0
-47 50 87 0
13 14 36 0
5 58 -67 0
22 -48 85 0
-40 -44 -74 0
-16 -23 86 0
2 44 -75 0
-34 -72 -80 0
-8 69 -76 0
-11 17 -20 0
18 -42 43 0
-6 -49 93 0
-1 2 51 0
29 -51 67 0
-41 57 -74 0
23 28 -91 0
-7 17 66 0
63 71 91 0
12 30 51 0
11 -65 88 0
4 -70 93 0
-31 34 57 0
-44 75 0
24 53 -71 0
41 42 -57 0
4 22 -54 0
-2 -53 -57 0
-29 -43 66 0
35 66 70 0
-20 73 -83 0
54 -65 -81 0
-2 20 -33 0
-3 -14 -73 0
-1 2 -60 0
55 94 0
-45 -90 92 0
-29 69 92 0
-4 -59 -85 0
25 -54 73 0
-6 -27 -63 0
-25 83 90 0
-1 -26 58 0
43 50 90 0
-2 31 47 0
67 -85 93 0
6 43 58 0
65 -75 -95 0
12 -16 39 0
-4 -22 0
27 -71 -79 0
40 60 -93 0
-2 -3 30 0
-17 -18 50 0
-2 13 46 0
-21 49 51 0
25 -44 -94 0
31 57 84 0
-55 64 87 0
-3 19 82 0
-65 76 80 0
1 20 23 0
28 81 91 0
62 84 87 0
-31 43 71 0
-1 13 -46 0
-26 49 -58 0
-13 52 70 0
-43 -47 -50 0
-6 71 -85 0
-41 70 85 0
-3 -22 -71 0
35 -50 54 0
50 56 -61 0
-4 68 89 0
-9 62 69 0
-50 -56 -85 0
-33 -42 46 0
22 -32 -41 0
19 -63 75 0
-46 -64 -79 0
-3 13 -49 0
-9 17 -71 0
7 65 80 0
26 -69 -78 0
19 -56 -67 0
2 -29 42 0
-52 80 -95 0
-5 -9 37 0
4 -78 83 0
13 16 -34 0
70 -93 -95 0
26 83 -95 0
-40 -47 84 0
-11 -33 95 0
-28 40 -93 0
3 34 -91 0
18 49 -62 0
4 22 -45 0
3 -71 84 0
-15 41 76 0
-10 -27 67 0
-2 -56 76 0
19 84 87 0
3 -39 -56 0
-18 27 0
-4 -76 -92 0
81 89 91 0
46 74 94 0
-35 86 92 0
10 -13 -31 0
-5 -24 -64 0
-1 -21 -54 0
5 50 -63 0
-2 66 -92 0
-55 87 -91 0
-1 -13 55 0
21 32 56 0
-38 86 88 0
-9 37 49 0
-2 55 -61 0
25 -54 0
-1 -14 -27 0
-27 51 -52 0
-1 41 -44 0
-23 54 74 0
3 -64 91 0
-27 31 0
28 31 45 0
-22 -44 0
-7 88 92 0
1 63 77 0
42 57 59 0
-20 76 89 0
-38 -52 -57 0
-10 22 -77 0
-6 17 -44 0
34 -52 -63 0
12 61 78 0
-8 -21 48 0
32 37 40 0
9 -52 -80 0
1 -22 -86 0
4 -10 40 0
-17 -22 -34 0
-30 -33 -39 0
47 56 0
-7 -17 -21 0
-18 -28 85 0
-56 -73 85 0
19 46 47 0
-13 20 -92 0
13 31 43 0
13 22 40 0
-81 -83 -89 0
8 -20 -45 0
-12 -42 -75 0
7 -24 62 0
-3 5 53 0
-33 -62 95 0
-22 -31 -84 0
2 10 29 0
-49 -75 -80 0
15 44 0
-26 -51 -53 0
-53 62 -72 0
-33 -38 79 0
10 -33 63 0
14 42 92 0
22 41 72 0
25 42 87 0
1 -53 -70 0
18 -33 69 0
2 18 -22 0
-58 61 -85 0
36 -81 92 0
59 -66 87 0
46 -59 -68 0
-1 13 73 0
-19 -64 -82 0
7 25 -71 0
-20 30 -85 0
-2 -3 65 0
28 -53 58 0
-15 -83 -85 0
15 53 -75 0
-18 54 -61 0
-20 38 44 0
-9 -50 0
10 -17 77 0
46 -49 85 0
35 -89 0
29 -56 -67 0
-43 -63 -89 0
-35 -39 87 0
-20 -73 85 0
36 51 56 0
-40 43 70 0
-45 51 0
-24 29 56 0
-6 66 -71 0
-7 79 -95 0
-8 -54 -64 0
-24 43 90 0
-8 80 -90 0
43 68 -75 0
-20 58 76 0
-13 -44 -58 0
-54 -80 0
-44 67 -78 0
49 -57 -79 0
-30 -35 -63 0
-4 -53 84 0
8 -42 95 0
-33 -57 66 0
57 -63 75 0
15 -73 -79 0
23 -35 -85 0
-14 -32 60 0
-3 -59 77 0
-22 47 -81 0
-18 50 -77 0
-69 77 92 0
-48 63 -80 0
22 85 95 0
10 -17 -68 0
-39 -45 50 0
17 -56 -62 0
61 76 78 0
-65 -86 95 0
-13 -22 -63 0
45 62 -86 0
-10 39 45 0
1 -54 67 0
-32 -39 82 0
19 51 54 0
-7 -12 -46 0
-17 -42 76 0
29 -54 -79 0
-12 -76 0
79 82 -85 0
-8 -57 68 0
8 28 59 0
42 -45 -64 0
15 38 -47 0
26 -69 82 0
72 83 0
14 28 49 0
-19 33 -43 0
36 -82 -85 0
24 70 88 0
31 49 70 0
-5 -11 -81 0
-9 -73 87 0
8 71 -92 0
15 42 62 0
-65 71 -93 0
24 -60 87 0
45 67 79 0
53 69 76 0
-35 39 -50 0
-13 26 69 0
-7 -13 52 0
-65 -93 -94 0
-19 42 -77 0
-11 60 0
-11 -33 -75 0
4 -11 73 0
16 -33 89 0
29 63 -86 0
-9 -55 -89 0
1 -23 -64 0
11 27 41 0
-31 54 71 0
56 67 92 0
21 46 77 0
4 -10 52 0
-11 -23 64 0
-24 59 95 0
-12 31 -43 0
12 22 -79 0
56 -61 -65 0
-5 53 88 0
-20 43 71 0
20 24 39 0
-38 -69 -77 0
77 -78 -92 0
-13 18 41 0
-34 54 90 0
-8 -38 -45 0
41 43 61 0
-10 -69 75 0
6 -18 41 0
5 25 -89 0
-7 9 61 0
26 45 87 0
53 57 78 0
-30 -59 -95 0
-12 -37 66 0
1 50 -87 0
46 65 -76 0
-29 79 -84 0
-43 56 91 0
2 38 75 0
-2 -66 -70 0
-24 73 -95 0
31 -36 -38 0
-73 79 93 0
28 38 61 0
-12 25 60 0
25 -41 -87 0
37 -54 71 0
-4 -28 64 0
-45 50 -78 0
10 -36 57 0
-14 -49 89 0
12 52 -91 0
-17 45 -67 0
81 92 93 0
59 70 -73 0
2 86 91 0
-46 89 -92 0
-6 -69 0
15 34 92 0
-1 7 35 0
-48 58 -94 0
27 -34 -44 0
-1 2 -91 0
-49 63 79 0
-24 -33 79 0
-8 -42 -64 0
-7 10 -95 0
-18 53 83 0
10 34 -88 0
-18 74 -78 0
43 52 -65 0
