p cnf 94 349
-35 58 -90 0
15 -16 85 0
33 -51 -78 0
-1 74 87 0
16 68 -75 0
-4 -49 56 0
-24 -45 92 0
8 46 -56 0
-21 71 93 0
-4 14 77 0
16 -49 65 0
37 64 -85 0
78 81 -83 0
67 71 73 0
18 -52 -92 0
-6 11 -63 0
28 -41 46 0
33 -58 -76 0
-14 17 24 0
-44 49 -80 0
-15 45 87 0
-10 -70 78 0
20 44 65 0
-2 -8 33 0
59 -61 0
-18 -52 -56 0
10 -59 88 0
14 54 0
-32 -50 69 0
3 -5 48 0
21 -26 -55 0
-3 13 59 0
-29 40 68 0
26 51 72 0
-24 -35 78 0
27 35 -90 0
-15 19 76 0
-7 12 41 0
-53 74 0
-2 -65 93 0
-44 -94 0
6 16 -24 0
28 43 -69 0
-50 83 91 0
33 -71 -78 0
40 -47 90 0
-22 -23 -85 0
53 -70 76 0
-6 -21 -90 0
-28 61 76 0
-37 88 -91 0
1 28 79 0
18 55 -77 0
-37 -74 89 0
8 -14 91 0
24 -30 -45 0
32 49 -72 0
-26 74 0
-13 14 53 0
-11 -75 -92 0
49 51 -76 0
-54 -91 93 0
6 -33 -63 0
24 -62 81 0
-68 86 88 0
-32 -67 91 0
-24 -58 0
-8 12 65 0
56 92 93 0
30 -57 77 0
-11 -49 88 0
7 -81 -86 0
24 -47 78 0
46 -50 67 0
70 81 85 0
48 67 -72 0
-4 -26 52 0
39 48 69 0
21 -49 -66 0
37 -64 79 0
33 41 65 0
-5 38 -84 0
-29 -35 -92 0
-30 -36 74 0
-5 24 86 0
-11 12 55 0
21 -76 -77 0
53 72 73 0
-42 -52 84 0
15 -26 -52 0
77 -87 0
18 -71 0
-66 72 75 0
-22 35 39 0
-1 -80 87 0
-5 38 54 0
27 47 -63 0
28 45 -58 0
-3 -39 -86 0
-8 37 -63 0
-25 -59 -77 0
14 30 -46 0
-28 52 -59 0
18 39 51 0
-24 25 44 0
5 -32 -45 0
26 54 -85 0
-27 -59 73 0
-51 -53 83 0
-16 46 74 0
29 -59 -90 0
13 -65 94 0
-18 42 79 0
16 34 90 0
20 55 60 0
-9 -38 57 0
8 -32 60 0
-6 52 87 0
41 -45 -69 0
56 80 -83 0
-2 10 -63 0
-38 48 0
38 -45 -60 0
-8 17 50 0
-24 48 -73 0
-11 45 -82 0
15 -23 -76 0
-19 -41 -79 0
-25 55 -92 0
-50 -83 85 0
17 34 93 0
-38 -49 76 0
-37 -90 -92 0
24 25 -67 0
-6 70 -88 0
10 -44 50 0
32 -36 75 0
-50 66 70 0
70 -71 74 0
23 37 93 0
-11 -12 45 0
-1 -7 60 0
-14 -80 -88 0
13 41 -78 0
-23 -57 -59 0
55 76 -82 0
29 -47 -60 0
-12 31 34 0
-26 36 37 0
39 81 -82 0
-10 45 58 0
67 90 -92 0
23 -34 -84 0
24 29 66 0
-27 45 67 0
-16 39 47 0
48 56 -65 0
34 -67 80 0
-25 -62 -72 0
-59 -73 80 0
-30 61 -69 0
37 66 -87 0
37 -57 77 0
1 17 28 0
-15 57 -79 0
-23 38 -73 0
16 -32 77 0
-41 -55 63 0
53 82 -89 0
9 47 64 0
21 62 -67 0
-33 36 -65 0
-36 -37 -58 0
2 78 -83 0
1 10 -74 0
57 -73 -75 0
-71 -73 -82 0
-35 -52 71 0
6 34 -67 0
16 -50 71 0
-31 -46 61 0
-3 -22 -64 0
-75 -83 88 0
-18 -30 -90 0
-33 -39 69 0
-12 -23 -47 0
4 -29 -58 0
16 -40 59 0
13 -25 -85 0
-1 -21 -55 0
-39 -45 90 0
-39 -78 -88 0
-50 -73 92 0
-35 -55 -65 0
3 22 -93 0
46 58 63 0
21 36 -66 0
-52 75 93 0
-9 53 -86 0
15 -53 62 0
-5 -8 51 0
-12 42 65 0
44 -91 0
32 81 -93 0
-7 58 92 0
13 -22 -48 0
-46 53 84 0
-34 -48 49 0
17 -59 -72 0
7 21 36 0
-38 -50 72 0
-70 -80 0
-16 35 58 0
3 6 56 0
9 32 81 0
-7 -19 -54 0
-31 -42 62 0
40 -63 78 0
-14 24 28 0
-32 80 0
-20 -23 -34 0
-14 -34 56 0
-2 -15 80 0
30 54 71 0
2 -92 0
11 16 -31 0
31 -32 -38 0
-10 -46 -65 0
-15 -72 85 0
66 -73 -75 0
-62 76 89 0
-17 -25 37 0
-19 80 91 0
-19 -90 94 0
-45 46 -56 0
10 -43 55 0
15 41 64 0
-15 -42 -67 0
11 -39 -68 0
-1 29 80 0
13 14 32 0
-4 -50 84 0
13 22 47 0
-6 18 -72 0
19 -35 78 0
67 86 92 0
42 63 -90 0
58 -73 93 0
-3 -7 55 0
-13 67 85 0
14 18 29 0
-35 -51 -63 0
25 -50 -71 0
47 65 -79 0
6 60 -94 0
6 -27 -43 0
-20 42 -88 0
-26 87 0
-6 -28 88 0
-65 93 94 0
-20 -36 -87 0
15 -20 54 0
16 29 50 0
-48 76 0
7 -19 24 0
18 28 93 0
-46 55 93 0
2 58 -74 0
-27 61 -74 0
6 -26 -80 0
35 87 0
12 78 82 0
-6 -53 -54 0
24 71 77 0
26 37 0
-8 37 -71 0
11 47 48 0
19 -25 55 0
14 -52 -92 0
14 57 -74 0
48 -56 -87 0
-24 -82 -89 0
-11 27 92 0
-46 -66 71 0
-76 -86 89 0
5 14 52 0
-38 -55 -69 0
-33 50 -68 0
-4 17 -33 0
-16 -77 85 0
-55 60 92 0
6 -40 43 0
8 -41 94 0
-7 20 -33 0
-14 -57 -86 0
66 -77 78 0
1 2 -49 0
27 31 67 0
20 47 85 0
44 47 92 0
-33 49 -65 0
-37 52 66 0
-16 -70 -87 0
34 56 73 0
14 79 -88 0
28 -71 -73 0
-34 -35 -87 0
48 66 67 0
-53 61 71 0
18 -51 77 0
38 -45 74 0
6 53 -61 0
-31 43 -84 0
1 26 -62 0
14 -42 -93 0
-17 59 -76 0
24 -65 68 0
24 46 -71 0
31 79 82 0
21 79 91 0
47 50 0
72 -75 -80 0
5 12 -42 0
58 77 -89 0
-19 -25 76 0
17 -25 -26 0
-62 -73 89 0
31 52 -82 0
-3 9 -60 0
-7 -8 11 0
-58 -70 82 0
5 -60 63 0
-13 26 50 0
39 47 0
-19 69 -87 0
4 22 23 0
6 46 72 0
4 16 -72 0
-50 -65 89 0
-26 52 92 0
-35 -91 92 0
5 -28 60 0
52 78 0
82 -84 -88 0
30 -34 -91 0
-5 31 76 0
22 -25 33 0
-8 -61 -70 0
-3 -60 -66 0
