filename,sat
../instances/population/sat_op_10_24_94169_n8_m16_5True.txt,True
../instances/population/sat_op_10_24_94169_n8_m16_5False.txt,True
../instances/population/sat_op_10_24_94169_n7_m13_5True.txt,True
../instances/population/sat_op_10_24_94169_n7_m13_5False.txt,True
../instances/population/sat_op_10_24_94169_n4_m7_4True.txt,False
../instances/population/sat_op_10_24_94169_n4_m7_4False.txt,True
../instances/population/sat_5clique_50_930_13183_n50_m930_8True.txt,False
../instances/population/sat_5clique_50_930_13183_n50_m930_8False.txt,True
../instances/population/sat_5clique_50_930_13183_n49_m889_31True.txt,False
../instances/population/sat_5clique_50_930_13183_n49_m889_31False.txt,True
../instances/population/sat_5clique_50_930_13183_n48_m847_8True.txt,False
../instances/population/sat_5clique_50_930_13183_n48_m847_8False.txt,True
../instances/population/sat_5clique_50_930_13183_n47_m800_30True.txt,False
../instances/population/sat_5clique_50_930_13183_n47_m800_30False.txt,True
../instances/population/sat_5clique_50_930_13183_n46_m763_6True.txt,False
../instances/population/sat_5clique_50_930_13183_n46_m763_6False.txt,True
../instances/population/sat_5clique_50_930_13183_n45_m722_29True.txt,False
../instances/population/sat_5clique_50_930_13183_n45_m722_29False.txt,True
../instances/population/sat_5clique_50_930_13183_n44_m689_44True.txt,False
../instances/population/sat_5clique_50_930_13183_n44_m689_44False.txt,True
../instances/population/sat_5clique_50_930_13183_n43_m666_7True.txt,False
../instances/population/sat_5clique_50_930_13183_n43_m666_7False.txt,True
../instances/population/sat_5clique_50_930_13183_n42_m624_12True.txt,False
../instances/population/sat_5clique_50_930_13183_n42_m624_12False.txt,True
../instances/population/sat_5clique_50_930_13183_n41_m589_36True.txt,False
../instances/population/sat_5clique_50_930_13183_n41_m589_36False.txt,True
../instances/population/sat_5clique_50_930_13183_n40_m556_20True.txt,True
../instances/population/sat_5clique_50_930_13183_n40_m556_20False.txt,False
../instances/population/sat_5clique_50_930_13183_n10_m26_7True.txt,False
../instances/population/sat_5clique_50_930_13183_n10_m26_7False.txt,True
../instances/population/sat_5clique_50_930_13183_n9_m21_5True.txt,False
../instances/population/sat_5clique_50_930_13183_n9_m21_5False.txt,True
../instances/population/sat_5color_100_620_29105_n100_m620_56True.txt,True
../instances/population/sat_5color_100_620_29105_n100_m620_56False.txt,True
../instances/population/sat_5color_100_620_29105_n99_m610_57True.txt,True
../instances/population/sat_5color_100_620_29105_n99_m610_57False.txt,True
../instances/population/sat_5color_100_620_29105_n89_m512_18True.txt,True
../instances/population/sat_5color_100_620_29105_n89_m512_18False.txt,True
../instances/population/sat_5color_100_620_29105_n88_m503_44True.txt,True
../instances/population/sat_5color_100_620_29105_n88_m503_44False.txt,True
../instances/population/sat_5color_100_620_29105_n77_m402_45True.txt,True
../instances/population/sat_5color_100_620_29105_n77_m402_45False.txt,True
../instances/population/sat_5color_100_620_29105_n67_m310_51True.txt,True
../instances/population/sat_5color_100_620_29105_n67_m310_51False.txt,True
../instances/population/sat_5color_100_620_29105_n66_m297_57True.txt,True
../instances/population/sat_5color_100_620_29105_n66_m297_57False.txt,True
../instances/population/sat_5color_100_620_29105_n65_m286_24True.txt,True
../instances/population/sat_5color_100_620_29105_n65_m286_24False.txt,True
../instances/population/sat_5color_100_620_29105_n56_m229_31True.txt,True
../instances/population/sat_5color_100_620_29105_n56_m229_31False.txt,True
../instances/population/sat_5color_100_620_29105_n44_m147_24True.txt,True
../instances/population/sat_5color_100_620_29105_n44_m147_24False.txt,True
../instances/population/sat_5color_100_620_29105_n36_m101_16True.txt,False
../instances/population/sat_5color_100_620_29105_n36_m101_16False.txt,True
../instances/population/sat_5color_100_620_29105_n35_m95_8True.txt,True
../instances/population/sat_5color_100_620_29105_n35_m95_8False.txt,True
../instances/population/sat_5color_100_620_29105_n34_m89_34True.txt,True
../instances/population/sat_5color_100_620_29105_n34_m89_34False.txt,True
../instances/population/sat_5color_100_620_29105_n10_m18_9True.txt,True
../instances/population/sat_tiling_10_253_21063_n10_m253_4True.txt,False
../instances/population/sat_tiling_10_253_21063_n10_m253_4False.txt,True
../instances/population/sat_tiling_10_253_21063_n9_m204_6True.txt,False
../instances/population/sat_tiling_10_253_21063_n9_m204_6False.txt,True
../instances/population/sat_tseitin_20_147_30847_n19_m138_11True.txt,True
../instances/population/sat_tseitin_20_147_30847_n19_m138_11False.txt,True
../instances/population/sat_tseitin_20_147_30847_n18_m126_6True.txt,True
../instances/population/sat_tseitin_20_147_30847_n18_m126_6False.txt,True
../instances/population/sat_tseitin_20_147_30847_n17_m114_4True.txt,True
../instances/population/sat_tseitin_20_147_30847_n17_m114_4False.txt,True
../instances/population/sat_tseitin_20_147_30847_n16_m106_4True.txt,True
../instances/population/sat_tseitin_20_147_30847_n16_m106_4False.txt,True
../instances/population/sat_tseitin_20_147_30847_n15_m96_15True.txt,True
../instances/population/sat_tseitin_20_147_30847_n15_m96_15False.txt,True
../instances/population/sat_tseitin_20_147_30847_n13_m58_1True.txt,True
../instances/population/sat_tseitin_20_147_30847_n13_m58_1False.txt,True
../instances/population/sat_tseitin_20_147_30847_n12_m54_6True.txt,True
../instances/population/sat_tseitin_20_147_30847_n12_m54_6False.txt,True
../instances/population/sat_tseitin_20_147_30847_n11_m50_3True.txt,True
../instances/population/sat_tseitin_20_147_30847_n11_m50_3False.txt,True
../instances/population/sat_tseitin_20_147_30847_n9_m30_9True.txt,True
../instances/population/sat_tseitin_20_147_30847_n9_m30_9False.txt,True
../instances/population/sat_tseitin_20_147_30847_n7_m18_1True.txt,True
../instances/population/sat_tseitin_20_147_30847_n7_m18_1False.txt,True
../instances/population/sat_3clique_30_378_36666_n30_m378_15True.txt,True
../instances/population/sat_3clique_30_378_36666_n30_m378_15False.txt,True
../instances/population/sat_dominating_80_1665_13767_n80_m1665_44True.txt,True
../instances/population/sat_dominating_80_1665_13767_n80_m1665_44False.txt,True
../instances/population/sat_dominating_80_1665_13767_n42_m283_13True.txt,True
../instances/population/sat_dominating_80_1665_13767_n42_m283_13False.txt,True
../instances/population/sat_dominating_80_1665_13767_n41_m271_26True.txt,True
../instances/population/sat_dominating_80_1665_13767_n41_m271_26False.txt,True
../instances/population/sat_dominating_80_1665_13767_n40_m248_3True.txt,True
../instances/population/sat_dominating_80_1665_13767_n40_m248_3False.txt,True
../instances/population/sat_dominating_80_1665_13767_n39_m243_14True.txt,True
../instances/population/sat_dominating_80_1665_13767_n39_m243_14False.txt,True
../instances/population/sat_dominating_80_1665_13767_n33_m204_18True.txt,True
../instances/population/sat_dominating_80_1665_13767_n33_m204_18False.txt,True
../instances/population/sat_dominating_80_1665_13767_n32_m185_15True.txt,True
../instances/population/sat_dominating_80_1665_13767_n32_m185_15False.txt,True
../instances/population/sat_dominating_80_1665_13767_n24_m102_18True.txt,True
../instances/population/sat_dominating_80_1665_13767_n24_m102_18False.txt,True
../instances/population/sat_dominating_80_1665_13767_n23_m86_7True.txt,True
../instances/population/sat_dominating_80_1665_13767_n23_m86_7False.txt,True
../instances/population/sat_dominating_80_1665_13767_n16_m40_6True.txt,True
../instances/population/sat_dominating_80_1665_13767_n16_m40_6False.txt,True
../instances/population/sat_dominating_80_1665_13767_n14_m30_13True.txt,True
../instances/population/sat_dominating_80_1665_13767_n14_m30_13False.txt,True
../instances/population/sat_dominating_80_1665_13767_n12_m22_4True.txt,True
../instances/population/sat_dominating_80_1665_13767_n12_m22_4False.txt,True
../instances/population/sat_dominating_80_1665_13767_n10_m16_3True.txt,True
../instances/population/sat_dominating_80_1665_13767_n10_m16_3False.txt,True
../instances/population/sat_dominating_80_1665_13767_n7_m12_2True.txt,True
../instances/population/sat_dominating_80_1665_13767_n7_m12_2False.txt,True
../instances/population/sat_dominating_80_1665_13767_n5_m6_5True.txt,True
../instances/population/sat_dominating_80_1665_13767_n5_m6_5False.txt,True
../instances/population/sat_3clique_24_255_80655_n24_m255_22True.txt,False
../instances/population/sat_3clique_24_255_80655_n24_m255_22False.txt,True
../instances/population/sat_3clique_24_255_80655_n23_m232_3True.txt,False
../instances/population/sat_3clique_24_255_80655_n23_m232_3False.txt,True
../instances/population/sat_3clique_24_255_80655_n22_m212_22True.txt,True
../instances/population/sat_3clique_24_255_80655_n22_m212_22False.txt,True
../instances/population/sat_matching_160_1283_85268_n160_m1283_155True.txt,True
../instances/population/sat_matching_160_1283_85268_n160_m1283_155False.txt,True
../instances/population/sat_matching_160_1283_85268_n147_m1149_2True.txt,True
../instances/population/sat_matching_160_1283_85268_n147_m1149_2False.txt,True
../instances/population/sat_matching_160_1283_85268_n146_m1133_78True.txt,True
../instances/population/sat_matching_160_1283_85268_n146_m1133_78False.txt,True
../instances/population/sat_matching_160_1283_85268_n122_m827_55True.txt,True
../instances/population/sat_matching_160_1283_85268_n122_m827_55False.txt,True
../instances/population/sat_matching_160_1283_85268_n107_m675_106True.txt,True
../instances/population/sat_matching_160_1283_85268_n107_m675_106False.txt,True
../instances/population/sat_matching_160_1283_85268_n93_m550_4True.txt,True
../instances/population/sat_matching_160_1283_85268_n93_m550_4False.txt,True
../instances/population/sat_matching_160_1283_85268_n92_m541_19True.txt,True
../instances/population/sat_matching_160_1283_85268_n92_m541_19False.txt,True
../instances/population/sat_matching_160_1283_85268_n80_m447_57True.txt,True
../instances/population/sat_matching_160_1283_85268_n80_m447_57False.txt,True
../instances/population/sat_matching_160_1283_85268_n61_m271_52True.txt,True
../instances/population/sat_matching_160_1283_85268_n61_m271_52False.txt,True
../instances/population/sat_matching_160_1283_85268_n60_m266_59True.txt,True
../instances/population/sat_matching_160_1283_85268_n60_m266_59False.txt,True
../instances/population/sat_matching_160_1283_85268_n59_m257_29True.txt,True
../instances/population/sat_matching_160_1283_85268_n59_m257_29False.txt,True
../instances/population/sat_matching_160_1283_85268_n58_m250_44True.txt,True
../instances/population/sat_matching_160_1283_85268_n58_m250_44False.txt,True
../instances/population/sat_matching_160_1283_85268_n47_m201_18True.txt,True
../instances/population/sat_matching_160_1283_85268_n47_m201_18False.txt,True
../instances/population/sat_matching_160_1283_85268_n46_m191_39True.txt,True
../instances/population/sat_matching_160_1283_85268_n46_m191_39False.txt,True
../instances/population/sat_matching_160_1283_85268_n45_m180_4True.txt,True
../instances/population/sat_matching_160_1283_85268_n45_m180_4False.txt,True
../instances/population/sat_matching_160_1283_85268_n38_m140_8True.txt,True
../instances/population/sat_matching_160_1283_85268_n38_m140_8False.txt,True
../instances/population/sat_matching_160_1283_85268_n37_m132_16True.txt,True
../instances/population/sat_matching_160_1283_85268_n37_m132_16False.txt,True
../instances/population/sat_matching_160_1283_85268_n26_m79_10True.txt,False
../instances/population/sat_matching_160_1283_85268_n26_m79_10False.txt,True
../instances/population/sat_matching_160_1283_85268_n25_m73_25True.txt,False
../instances/population/sat_matching_160_1283_85268_n25_m73_25False.txt,True
../instances/population/sat_matching_160_1283_85268_n24_m67_2True.txt,False
../instances/population/sat_matching_160_1283_85268_n24_m67_2False.txt,True
../instances/population/sat_matching_160_1283_85268_n19_m55_12True.txt,True
../instances/population/sat_matching_160_1283_85268_n19_m55_12False.txt,True
../instances/population/sat_matching_160_1283_85268_n10_m25_4True.txt,False
../instances/population/sat_matching_160_1283_85268_n10_m25_4False.txt,True
../instances/population/sat_php_225_918_13395_n225_m918_179True.txt,True
../instances/population/sat_php_225_918_13395_n225_m918_179False.txt,True
../instances/population/sat_php_225_918_13395_n224_m909_146True.txt,True
../instances/population/sat_php_225_918_13395_n224_m909_146False.txt,True
../instances/population/sat_php_225_918_13395_n214_m863_160True.txt,True
../instances/population/sat_php_225_918_13395_n214_m863_160False.txt,True
../instances/population/sat_php_225_918_13395_n213_m855_202True.txt,True
../instances/population/sat_php_225_918_13395_n213_m855_202False.txt,True
../instances/population/sat_php_225_918_13395_n212_m847_211True.txt,True
../instances/population/sat_php_225_918_13395_n212_m847_211False.txt,True
