p cnf 87 732
10 28 36 61 70 0
1 20 71 0
11 30 46 54 63 0
3 21 39 0
23 57 66 84 0
24 40 48 67 85 0
7 25 41 49 58 0
8 17 0
51 60 0
-1 -11 2 0
-1 -12 3 0
-1 -13 4 0
-1 -14 5 0
-1 -15 6 0
-1 -16 7 0
-1 -17 8 0
-1 -18 9 0
-2 -20 1 0
-2 -21 3 0
-2 -22 4 0
-2 -23 5 0
-2 -24 6 0
-2 -25 7 0
-2 -26 8 0
-2 -27 9 0
-3 -29 1 0
-3 -30 2 0
-3 -31 4 0
-3 -32 5 0
-3 -33 6 0
-3 -34 8 0
-3 -35 9 0
-4 -37 1 0
-4 -38 2 0
-4 -39 3 0
-4 -40 6 0
-4 -41 7 0
-4 -42 8 0
-4 -43 9 0
-5 -45 1 0
-5 -46 2 0
-5 -47 3 0
-5 4 0
-5 -48 6 0
-5 -49 7 0
-5 -50 8 0
-5 -51 9 0
-6 -53 1 0
-6 -54 2 0
-6 -55 3 0
-6 -56 4 0
-6 -57 5 0
-6 -58 7 0
-6 -59 8 0
-6 -60 9 0
-7 -62 1 0
-7 -63 2 0
-7 -64 3 0
-7 -65 4 0
-7 -66 5 0
-7 -67 6 0
-7 -68 8 0
-7 -69 9 0
-8 -71 1 0
-8 -72 2 0
-8 -73 3 0
-8 -74 4 0
-8 -75 5 0
-8 -76 6 0
-8 -77 7 0
-8 -78 9 0
-9 -80 1 0
-9 -81 2 0
-9 -82 3 0
-9 -83 4 0
-9 -84 5 0
-9 -85 6 0
-9 -86 7 0
-9 -87 8 0
-10 -2 11 0
-10 -3 12 0
-10 -4 13 0
-10 -5 14 0
-10 -6 15 0
-10 -7 16 0
-10 -8 17 0
-10 -9 18 0
-11 -19 10 0
-11 -21 12 0
-11 -22 13 0
-11 -23 14 0
-11 -24 15 0
-11 -25 16 0
-11 -26 17 0
-11 -27 18 0
-12 -28 10 0
-12 -30 11 0
-12 -31 13 0
-12 -32 14 0
-12 -33 15 0
-12 -34 17 0
-12 -35 18 0
-13 -36 10 0
-13 -38 11 0
-13 -39 12 0
-13 -40 15 0
-13 -41 16 0
-13 -42 17 0
-13 -43 18 0
-14 -44 10 0
-14 -46 11 0
-14 -47 12 0
-14 13 0
-14 -48 15 0
-14 -49 16 0
-14 -50 17 0
-14 -51 18 0
-15 -52 10 0
-15 -54 11 0
-15 -55 12 0
-15 -56 13 0
-15 -57 14 0
-15 -58 16 0
-15 -59 17 0
-15 -60 18 0
-16 -61 10 0
-16 -63 11 0
-16 -64 12 0
-16 -65 13 0
-16 -66 14 0
-16 -67 15 0
-16 -68 17 0
-16 -69 18 0
-17 -70 10 0
-17 -72 11 0
-17 -73 12 0
-17 -74 13 0
-17 -75 14 0
-17 -76 15 0
