p cnf 44 240
1 -9 -13 -14 -16 0
9 -20 -22 0
-24 -27 -29 0
4 24 -31 -33 -34 0
5 -36 -37 0
13 20 31 -41 0
14 27 36 -42 0
22 33 37 42 0
1 9 -2 0
-1 -9 2 0
1 10 -3 0
-1 -10 3 0
1 11 -4 0
-1 -11 4 0
1 12 -5 0
-1 -12 5 0
1 13 -6 0
-1 -13 6 0
1 14 -7 0
-1 -14 7 0
1 15 -8 0
-1 -15 8 0
-1 -16 0
2 17 -3 0
-2 -17 3 0
2 18 -4 0
-2 -18 4 0
2 19 -5 0
-2 -19 5 0
2 20 -6 0
-2 -20 6 0
2 21 -7 0
-2 -21 7 0
2 22 -8 0
-2 -22 8 0
-2 -23 0
3 24 -4 0
-3 -24 4 0
3 25 -5 0
-3 -25 5 0
3 26 -6 0
-3 -26 6 0
3 27 -7 0
-3 -27 7 0
3 28 -8 0
-3 -28 8 0
-3 -29 0
4 30 -5 0
-4 -30 5 0
4 31 -6 0
-4 -31 6 0
4 32 -7 0
-4 -32 7 0
4 33 -8 0
-4 -33 8 0
-4 -34 0
5 35 -6 0
-5 -35 6 0
5 36 -7 0
-5 -36 7 0
5 37 -8 0
-5 -37 8 0
-5 -38 0
6 39 -7 0
-6 -39 7 0
6 40 -8 0
-6 -40 8 0
-6 -41 0
7 42 -8 0
-7 -42 8 0
-7 -43 0
-8 -44 0
9 17 -10 0
-9 -17 10 0
9 18 -11 0
-9 -18 11 0
9 19 -12 0
-9 -19 12 0
9 20 -13 0
-9 -20 13 0
9 21 -14 0
-9 -21 14 0
9 22 -15 0
-9 -22 15 0
9 23 -16 0
-9 -23 16 0
10 24 -11 0
-10 -24 11 0
10 25 -12 0
-10 -25 12 0
10 26 -13 0
-10 -26 13 0
10 27 -14 0
-10 -27 14 0
10 28 -15 0
-10 -28 15 0
10 29 -16 0
-10 -29 16 0
11 30 -12 0
-11 -30 12 0
11 31 -13 0
-11 -31 13 0
11 32 -14 0
-11 -32 14 0
11 33 -15 0
-11 -33 15 0
11 34 -16 0
-11 -34 16 0
12 35 -13 0
-12 -35 13 0
12 36 -14 0
-12 -36 14 0
12 37 -15 0
-12 -37 15 0
12 38 -16 0
-12 -38 16 0
13 39 -14 0
-13 -39 14 0
13 40 -15 0
-13 -40 15 0
13 41 -16 0
-13 -41 16 0
14 42 -15 0
-14 -42 15 0
14 43 -16 0
-14 -43 16 0
15 44 -16 0
-15 -44 16 0
17 24 -18 0
-17 -24 18 0
17 25 -19 0
-17 -25 19 0
17 26 -20 0
-17 -26 20 0
17 27 -21 0
-17 -27 21 0
17 28 -22 0
-17 -28 22 0
17 29 -23 0
-17 -29 23 0
18 30 -19 0
-18 -30 19 0
18 31 -20 0
-18 -31 20 0
18 32 -21 0
-18 -32 21 0
18 33 -22 0
-18 -33 22 0
18 34 -23 0
-18 -34 23 0
19 35 -20 0
-19 -35 20 0
19 36 -21 0
-19 -36 21 0
19 37 -22 0
-19 -37 22 0
19 38 -23 0
-19 -38 23 0
20 39 -21 0
-20 -39 21 0
20 40 -22 0
-20 -40 22 0
20 41 -23 0
-20 -41 23 0
21 42 -22 0
-21 -42 22 0
21 43 -23 0
-21 -43 23 0
22 44 -23 0
-22 -44 23 0
24 30 -25 0
-24 -30 25 0
24 31 -26 0
-24 -31 26 0
24 32 -27 0
-24 -32 27 0
24 33 -28 0
-24 -33 28 0
24 34 -29 0
-24 -34 29 0
25 35 -26 0
-25 -35 26 0
25 36 -27 0
-25 -36 27 0
25 37 -28 0
-25 -37 28 0
25 38 -29 0
-25 -38 29 0
26 39 -27 0
-26 -39 27 0
26 40 -28 0
-26 -40 28 0
26 41 -29 0
-26 -41 29 0
27 42 -28 0
-27 -42 28 0
27 43 -29 0
-27 -43 29 0
28 44 -29 0
-28 -44 29 0
30 35 -31 0
-30 -35 31 0
30 36 -32 0
-30 -36 32 0
30 37 -33 0
-30 -37 33 0
30 38 -34 0
-30 -38 34 0
31 39 -32 0
-31 -39 32 0
31 40 -33 0
-31 -40 33 0
31 41 -34 0
-31 -41 34 0
32 42 -33 0
-32 -42 33 0
32 43 -34 0
-32 -43 34 0
33 44 -34 0
-33 -44 34 0
35 39 -36 0
-35 -39 36 0
35 40 -37 0
-35 -40 37 0
35 41 -38 0
-35 -41 38 0
36 42 -37 0
-36 -42 37 0
36 43 -38 0
-36 -43 38 0
37 44 -38 0
-37 -44 38 0
39 42 -40 0
-39 -42 40 0
39 43 -41 0
-39 -43 41 0
40 44 -41 0
-40 -44 41 0
42 44 -43 0
-42 -44 43 0
