p cnf 92 350
62 -87 0
-7 22 89 0
3 -44 0
26 -80 -84 0
-20 -44 0
34 -39 -72 0
-16 40 43 0
-26 -45 70 0
6 -8 -41 0
-17 24 90 0
-51 -52 84 0
-68 -86 -89 0
48 60 63 0
-40 58 0
5 9 -70 0
-42 60 65 0
5 28 62 0
-8 66 -78 0
-4 19 89 0
11 -76 88 0
-25 46 -57 0
35 38 -45 0
-30 -58 67 0
5 -12 90 0
36 -59 -71 0
14 15 -17 0
2 33 82 0
5 49 -57 0
21 34 0
17 30 0
-29 -55 66 0
-5 -12 65 0
35 82 89 0
-26 -74 76 0
4 32 -56 0
15 -51 -64 0
-10 33 72 0
6 -41 52 0
29 -65 72 0
-3 13 73 0
-50 52 -90 0
13 27 -37 0
-35 61 -71 0
-9 -32 79 0
-1 -47 -74 0
3 -30 -42 0
9 -14 -74 0
25 -53 -92 0
64 -67 75 0
3 -7 54 0
26 33 78 0
-5 7 9 0
27 46 -65 0
-29 -32 77 0
-5 -47 91 0
-69 -76 88 0
5 -61 -83 0
-5 -23 67 0
-39 -57 76 0
38 56 -63 0
-33 -34 89 0
4 5 -42 0
-5 -27 -54 0
10 -62 67 0
21 50 77 0
47 -78 83 0
14 79 -88 0
-5 82 0
22 55 77 0
-38 51 -88 0
-10 -50 0
-46 -81 -87 0
7 -56 86 0
14 59 78 0
-21 -77 88 0
-23 -26 61 0
25 -37 48 0
-25 -31 -50 0
12 -73 -76 0
11 13 -83 0
39 40 -79 0
-14 24 30 0
-19 25 40 0
58 77 -88 0
19 35 87 0
16 19 -41 0
-8 42 0
-20 47 -86 0
-22 54 69 0
-11 -27 63 0
23 31 -71 0
34 -38 74 0
80 -88 92 0
-53 56 -87 0
41 65 79 0
30 -59 82 0
-41 48 -70 0
-3 -22 -33 0
14 19 -69 0
58 65 -91 0
49 55 -90 0
-39 -67 81 0
6 8 47 0
40 -51 91 0
40 73 -79 0
-44 45 -46 0
13 23 -61 0
10 -50 -85 0
11 40 -79 0
8 -78 86 0
24 -51 67 0
-9 65 0
23 -24 90 0
24 -70 -88 0
-2 31 85 0
66 -70 -88 0
-12 32 -52 0
-36 54 67 0
81 84 0
30 31 64 0
-47 51 77 0
-30 78 87 0
-16 48 60 0
-7 10 -28 0
35 -36 -92 0
6 -34 35 0
32 -56 64 0
56 -70 -86 0
-19 60 -85 0
27 28 -91 0
23 35 64 0
9 -73 84 0
19 -28 33 0
-11 -15 34 0
26 -66 -86 0
23 -66 -86 0
20 71 84 0
-13 85 0
50 78 81 0
-7 23 -92 0
3 -83 91 0
-68 -75 91 0
-3 5 -61 0
-12 -35 44 0
-37 -43 50 0
2 35 62 0
24 46 83 0
-3 -16 60 0
6 -17 59 0
-26 54 85 0
-20 41 47 0
26 61 -67 0
-5 36 -73 0
-23 -77 0
78 80 0
-3 -56 -81 0
-29 69 -83 0
-13 31 -50 0
-41 -59 -65 0
-45 71 -76 0
-24 48 -52 0
-38 66 89 0
7 24 89 0
9 73 80 0
27 -55 -85 0
29 -61 76 0
37 -71 90 0
38 -58 82 0
-87 -89 0
-13 79 -80 0
55 71 74 0
8 -64 -72 0
14 -24 51 0
51 53 -55 0
-23 -24 -71 0
4 -31 47 0
4 40 52 0
-12 15 38 0
18 41 -90 0
42 -54 58 0
-45 -81 88 0
-19 25 -70 0
22 -29 53 0
-1 -38 0
23 25 81 0
-31 37 -51 0
50 -53 -55 0
-23 27 -47 0
-13 50 75 0
-20 22 38 0
24 50 71 0
43 88 0
82 86 0
59 -68 -76 0
-16 -86 92 0
52 59 -84 0
-56 -59 -81 0
-1 19 -26 0
-60 64 -79 0
40 -76 -91 0
46 51 0
-35 85 0
18 -58 79 0
-29 67 -81 0
-20 26 78 0
-8 -87 90 0
-41 78 0
-10 58 -66 0
24 -41 45 0
-13 -65 -85 0
40 -59 86 0
-5 16 -65 0
9 -77 88 0
-45 89 0
-48 53 55 0
-26 69 0
-19 45 78 0
-7 -34 70 0
42 61 70 0
-29 -79 0
-36 -41 52 0
-12 -13 79 0
-18 46 0
15 -27 0
-10 16 76 0
45 47 -86 0
43 -54 -83 0
-14 82 -84 0
56 -60 63 0
12 63 -64 0
3 -40 43 0
-5 66 -76 0
7 68 0
-32 -60 69 0
-49 -63 77 0
16 -34 -92 0
30 86 -90 0
29 53 81 0
-42 -43 -45 0
26 27 82 0
-4 19 78 0
-37 59 -60 0
-12 -26 -36 0
15 -29 53 0
-22 38 -75 0
39 54 59 0
12 37 -62 0
-53 56 70 0
20 -37 0
13 -19 72 0
22 -71 86 0
32 -54 80 0
29 -35 -86 0
-22 52 0
24 -58 0
-71 -73 -80 0
-22 33 0
-48 64 90 0
-12 20 85 0
-34 88 90 0
-26 69 -85 0
2 -31 0
-19 31 -35 0
-29 56 90 0
39 -43 54 0
22 58 -78 0
-9 -55 -85 0
-7 -58 84 0
-15 -76 -82 0
-2 20 0
-22 -56 -84 0
-15 -52 -77 0
-18 -38 81 0
-34 -52 -86 0
-49 -69 -88 0
71 -80 82 0
-9 21 53 0
-14 -42 79 0
-6 -32 52 0
17 -49 -53 0
11 15 -27 0
14 34 -42 0
-63 81 -88 0
-41 -48 77 0
37 77 85 0
62 69 84 0
5 45 -69 0
16 47 -50 0
13 18 56 0
-3 -10 -69 0
-3 72 -81 0
56 58 60 0
-3 -32 -87 0
-34 49 -66 0
-19 -29 50 0
21 66 89 0
-27 -36 -84 0
-14 57 88 0
-30 -86 0
-44 -60 -75 0
42 46 83 0
-15 -27 84 0
27 57 89 0
8 20 39 0
17 37 43 0
17 19 36 0
-33 50 -53 0
5 15 -74 0
-32 41 -80 0
9 -34 -90 0
12 -40 50 0
-11 -55 71 0
28 -43 58 0
10 38 -46 0
-7 -71 85 0
8 -29 -32 0
-9 -37 60 0
-4 17 -62 0
-2 -43 60 0
