p cnf 94 364
13 75 0
1 63 -90 0
19 47 53 0
64 76 -90 0
-2 -57 60 0
20 -29 -32 0
-12 29 73 0
-16 18 72 0
-27 47 -86 0
37 -53 -66 0
6 -70 -91 0
47 -51 -92 0
-39 -59 63 0
-81 -86 0
-34 -46 -51 0
14 50 -75 0
-30 44 -63 0
11 -62 -73 0
21 -36 86 0
2 45 -88 0
-2 -12 33 0
-17 50 -61 0
-61 93 -94 0
4 -29 86 0
-10 61 -91 0
-65 -68 0
-44 -80 90 0
-33 -48 94 0
-2 -8 -93 0
39 42 -51 0
21 -62 64 0
5 30 80 0
13 -26 -87 0
-11 80 85 0
-35 45 86 0
-16 -27 55 0
-8 -76 78 0
8 30 71 0
-27 -41 -65 0
-43 -87 -92 0
-42 -50 -74 0
-29 -62 70 0
7 -46 -89 0
15 -62 -66 0
-2 28 -47 0
-20 53 69 0
-57 72 -90 0
20 -61 -94 0
-35 44 87 0
-11 -16 -56 0
5 -80 83 0
-25 45 -76 0
-26 81 -89 0
57 -67 0
-1 23 57 0
-42 57 91 0
-10 -66 -87 0
22 53 -70 0
4 -53 -78 0
72 -80 -88 0
-12 -36 46 0
-7 -29 -84 0
17 23 37 0
-57 76 79 0
15 28 71 0
-3 77 90 0
22 -41 91 0
-10 31 -73 0
9 25 29 0
-64 -68 91 0
-20 57 58 0
-39 63 92 0
6 -63 90 0
8 -13 -22 0
58 -65 69 0
5 -83 92 0
35 -86 0
12 -37 69 0
4 -28 87 0
29 41 -65 0
-13 39 -66 0
10 60 66 0
21 69 89 0
-20 -49 -61 0
-28 32 -67 0
-48 49 63 0
-31 70 0
4 26 66 0
9 32 -46 0
-53 -56 -84 0
36 54 70 0
-15 -57 -65 0
-38 75 76 0
33 91 92 0
-31 -48 0
32 -42 59 0
50 -59 -65 0
-30 45 -82 0
-72 -81 -85 0
8 23 -34 0
14 19 56 0
-35 -50 -71 0
-28 -38 -91 0
16 49 -73 0
-26 82 0
-18 34 0
8 65 -86 0
-3 -71 94 0
17 -63 -65 0
6 14 0
-51 61 -73 0
28 60 69 0
-55 67 -69 0
-45 78 83 0
-9 -19 87 0
-9 62 76 0
-19 55 -94 0
25 -76 91 0
20 34 0
48 -59 -79 0
