p cnf 44 241
-1 -4 -5 -9 0
1 -10 -14 -15 -17 0
10 -21 -23 0
-25 -28 -29 0
4 25 -31 -33 -34 0
5 -36 -37 0
14 21 31 -41 0
15 28 36 -42 0
23 33 37 42 0
1 10 -2 0
-1 -10 2 0
1 11 -3 0
-1 -11 3 0
1 12 -4 0
-1 -12 4 0
1 13 -5 0
-1 -13 5 0
1 14 -6 0
-1 -14 6 0
1 15 -7 0
-1 -15 7 0
1 16 -8 0
-1 -16 8 0
1 17 -9 0
-1 -17 9 0
2 18 -3 0
-2 -18 3 0
2 19 -4 0
-2 -19 4 0
2 20 -5 0
-2 -20 5 0
2 21 -6 0
-2 -21 6 0
2 22 -7 0
-2 -22 7 0
2 23 -8 0
-2 -23 8 0
2 24 -9 0
-2 -24 9 0
3 25 -4 0
-3 -25 4 0
3 26 -5 0
-3 -26 5 0
3 27 -6 0
-3 -27 6 0
3 28 -7 0
-3 -28 7 0
-3 8 0
3 29 -9 0
-3 -29 9 0
4 30 -5 0
-4 -30 5 0
4 31 -6 0
-4 -31 6 0
4 32 -7 0
-4 -32 7 0
4 33 -8 0
-4 -33 8 0
4 34 -9 0
-4 -34 9 0
5 35 -6 0
-5 -35 6 0
5 36 -7 0
-5 -36 7 0
5 37 -8 0
-5 -37 8 0
5 38 -9 0
-5 -38 9 0
6 39 -7 0
-6 -39 7 0
6 40 -8 0
-6 -40 8 0
6 41 -9 0
-6 -41 9 0
7 42 -8 0
-7 -42 8 0
7 43 -9 0
-7 -43 9 0
8 44 -9 0
-8 -44 9 0
10 18 -11 0
-10 -18 11 0
10 19 -12 0
-10 -19 12 0
10 20 -13 0
-10 -20 13 0
10 21 -14 0
-10 -21 14 0
10 22 -15 0
-10 -22 15 0
10 23 -16 0
-10 -23 16 0
10 24 -17 0
-10 -24 17 0
11 25 -12 0
-11 -25 12 0
11 26 -13 0
-11 -26 13 0
11 27 -14 0
-11 -27 14 0
11 28 -15 0
-11 -28 15 0
-11 16 0
11 29 -17 0
-11 -29 17 0
12 30 -13 0
-12 -30 13 0
12 31 -14 0
-12 -31 14 0
12 32 -15 0
-12 -32 15 0
12 33 -16 0
-12 -33 16 0
12 34 -17 0
-12 -34 17 0
13 35 -14 0
-13 -35 14 0
13 36 -15 0
-13 -36 15 0
13 37 -16 0
-13 -37 16 0
13 38 -17 0
-13 -38 17 0
14 39 -15 0
-14 -39 15 0
14 40 -16 0
-14 -40 16 0
14 41 -17 0
-14 -41 17 0
15 42 -16 0
-15 -42 16 0
15 43 -17 0
-15 -43 17 0
16 44 -17 0
-16 -44 17 0
18 25 -19 0
-18 -25 19 0
18 26 -20 0
-18 -26 20 0
18 27 -21 0
-18 -27 21 0
18 28 -22 0
-18 -28 22 0
-18 23 0
18 29 -24 0
-18 -29 24 0
19 30 -20 0
-19 -30 20 0
19 31 -21 0
-19 -31 21 0
19 32 -22 0
-19 -32 22 0
19 33 -23 0
-19 -33 23 0
19 34 -24 0
-19 -34 24 0
20 35 -21 0
-20 -35 21 0
20 36 -22 0
-20 -36 22 0
20 37 -23 0
-20 -37 23 0
20 38 -24 0
-20 -38 24 0
21 39 -22 0
-21 -39 22 0
21 40 -23 0
-21 -40 23 0
21 41 -24 0
-21 -41 24 0
22 42 -23 0
-22 -42 23 0
22 43 -24 0
-22 -43 24 0
23 44 -24 0
-23 -44 24 0
25 30 -26 0
-25 -30 26 0
25 31 -27 0
-25 -31 27 0
25 32 -28 0
-25 -32 28 0
25 33 0
25 34 -29 0
-25 -34 29 0
26 35 -27 0
-26 -35 27 0
26 36 -28 0
-26 -36 28 0
26 37 0
26 38 -29 0
-26 -38 29 0
27 39 -28 0
-27 -39 28 0
27 40 0
27 41 -29 0
-27 -41 29 0
28 42 0
28 43 -29 0
-28 -43 29 0
-44 29 0
30 35 -31 0
-30 -35 31 0
30 36 -32 0
-30 -36 32 0
30 37 -33 0
-30 -37 33 0
30 38 -34 0
-30 -38 34 0
31 39 -32 0
-31 -39 32 0
31 40 -33 0
-31 -40 33 0
31 41 -34 0
-31 -41 34 0
32 42 -33 0
-32 -42 33 0
32 43 -34 0
-32 -43 34 0
33 44 -34 0
-33 -44 34 0
35 39 -36 0
-35 -39 36 0
35 40 -37 0
-35 -40 37 0
35 41 -38 0
-35 -41 38 0
36 42 -37 0
-36 -42 37 0
36 43 -38 0
-36 -43 38 0
37 44 -38 0
-37 -44 38 0
39 42 -40 0
-39 -42 40 0
39 43 -41 0
-39 -43 41 0
40 44 -41 0
-40 -44 41 0
42 44 -43 0
-42 -44 43 0
