p cnf 95 377
-16 -19 64 0
-33 56 57 0
-12 49 65 0
5 -19 37 0
28 57 -67 0
5 44 63 0
9 -48 -88 0
-10 35 -73 0
-28 51 -87 0
-63 -71 88 0
43 68 -71 0
7 17 -48 0
-9 76 0
-23 34 -40 0
-54 -65 -77 0
21 77 81 0
44 80 86 0
12 -48 -69 0
-17 23 27 0
2 -50 -84 0
-1 -13 32 0
19 79 80 0
-26 -35 87 0
-18 42 -52 0
16 -39 -43 0
-24 71 94 0
-23 -44 -66 0
34 -58 93 0
5 -12 -30 0
-10 -91 0
12 46 53 0
-30 62 -82 0
-39 -52 0
12 -60 66 0
-3 -58 -77 0
52 53 78 0
15 48 83 0
11 24 73 0
-4 17 66 0
-31 65 89 0
-17 28 90 0
-16 -22 47 0
-2 -36 86 0
-37 -67 -87 0
21 25 79 0
1 -41 -61 0
2 -64 92 0
6 37 49 0
69 77 92 0
22 -57 -60 0
-23 -53 61 0
-18 79 90 0
13 51 -58 0
16 -26 36 0
9 17 -38 0
-33 39 -57 0
59 -61 -91 0
-41 -70 85 0
-39 40 89 0
-1 48 -93 0
-14 32 38 0
19 42 81 0
-47 50 -70 0
-24 -59 84 0
8 46 -73 0
-20 28 64 0
27 57 -91 0
-7 -57 83 0
2 20 -94 0
-26 -61 -79 0
-70 80 85 0
-5 63 72 0
-2 77 -85 0
-39 70 -94 0
9 20 -81 0
38 -61 82 0
-44 71 -78 0
-37 -53 -67 0
8 -69 -94 0
41 54 85 0
-15 62 0
-51 75 76 0
-3 61 -66 0
22 53 -59 0
-2 -15 89 0
-19 -37 65 0
25 -41 -63 0
9 23 24 0
-16 49 -85 0
-7 -59 70 0
-40 -86 0
14 18 -85 0
22 -24 65 0
-29 37 -47 0
-24 26 28 0
-24 -35 80 0
6 -37 66 0
-46 -50 -87 0
-17 32 -81 0
-62 -72 81 0
13 14 18 0
-15 -24 -68 0
30 46 87 0
59 -61 -75 0
-5 32 -67 0
-16 23 92 0
-17 -21 0
-29 -30 39 0
-27 59 -76 0
47 56 0
-66 -85 -89 0
-42 62 -63 0
-60 83 0
1 -13 60 0
1 68 86 0
40 -41 -84 0
6 -22 -50 0
-5 -13 -28 0
-13 20 40 0
56 -67 81 0
-41 -43 71 0
-5 22 -94 0
-4 21 77 0
-53 -63 78 0
11 83 -89 0
-17 18 -42 0
22 48 -89 0
-3 -36 37 0
36 57 77 0
-29 -62 -79 0
-18 -39 74 0
2 74 91 0
-24 -34 53 0
4 80 84 0
-38 47 -79 0
-21 -67 -69 0
-10 -15 22 0
-26 -36 63 0
42 -47 77 0
-33 -72 73 0
-57 -88 0
-1 -30 -86 0
-2 -3 -23 0
-11 83 93 0
31 39 -55 0
9 -75 81 0
36 -45 -70 0
-30 -44 0
23 -41 -44 0
-23 38 -93 0
-15 -74 0
-8 73 0
17 -67 74 0
47 61 -76 0
-28 31 -53 0
-14 -50 59 0
24 -68 -87 0
-48 64 67 0
2 -41 87 0
-26 71 91 0
3 -79 -81 0
8 13 83 0
-77 90 -93 0
-3 7 -33 0
46 50 63 0
-49 -78 -90 0
-30 70 76 0
36 -59 -83 0
-8 52 -78 0
-23 -49 -67 0
-12 53 58 0
26 -34 -50 0
50 67 73 0
-6 -9 49 0
14 17 -31 0
-55 62 -73 0
39 -47 75 0
-29 46 79 0
1 -24 -83 0
-19 24 89 0
-17 -69 0
-2 5 -79 0
-25 -39 93 0
21 52 64 0
58 75 78 0
-23 62 90 0
-41 59 84 0
-2 -24 73 0
20 23 60 0
-28 -36 87 0
38 49 50 0
-17 55 76 0
44 -77 -81 0
24 -41 56 0
51 52 -77 0
21 76 88 0
-29 40 41 0
3 83 90 0
1 -44 -47 0
50 -85 90 0
14 38 87 0
-6 -29 -69 0
8 31 -69 0
-8 42 84 0
-34 -36 61 0
53 -67 70 0
-4 28 47 0
34 -63 91 0
-15 20 -43 0
2 9 22 0
43 -62 -72 0
32 85 -90 0
-11 54 87 0
10 59 90 0
16 28 56 0
-44 -74 0
32 -42 -79 0
12 71 0
30 -35 77 0
-6 21 32 0
-9 -15 88 0
-47 52 63 0
4 -57 62 0
-14 -77 86 0
-38 -62 -76 0
-7 22 28 0
-11 56 0
24 -45 57 0
16 -27 -64 0
-15 39 -81 0
-27 58 -94 0
-3 -22 66 0
59 69 0
-11 35 -95 0
-25 36 -91 0
-24 47 59 0
-8 64 -76 0
8 58 78 0
31 44 -66 0
40 -56 75 0
-9 -15 -61 0
-37 40 -90 0
-59 -86 0
23 -34 71 0
61 72 81 0
25 -37 43 0
-14 50 54 0
-36 -65 -93 0
-10 46 -64 0
55 -76 -93 0
3 54 -58 0
2 -58 -81 0
-14 40 -77 0
34 -44 -60 0
59 -66 -71 0
10 28 78 0
-55 62 64 0
-31 -56 78 0
3 44 -70 0
6 -56 84 0
15 27 79 0
2 38 55 0
-2 -85 95 0
3 12 52 0
-18 -37 39 0
2 18 -48 0
-29 84 -92 0
10 28 68 0
-27 -35 87 0
62 75 0
39 -69 -93 0
26 -60 -82 0
-33 54 -69 0
-7 -33 82 0
-46 -56 62 0
22 -51 74 0
2 62 -82 0
-15 -18 -79 0
-12 -13 70 0
12 15 79 0
37 -78 -83 0
4 -5 29 0
29 42 -46 0
-10 23 62 0
-46 80 -94 0
5 -22 -89 0
19 39 78 0
16 22 66 0
-35 70 -86 0
42 48 67 0
13 -71 76 0
8 -25 41 0
56 -57 83 0
-24 -34 -81 0
-18 29 -41 0
-30 -42 92 0
15 -38 -86 0
-7 -11 29 0
86 90 -93 0
-45 -65 -66 0
44 53 -73 0
-32 40 -82 0
10 19 -93 0
47 -79 92 0
2 75 -80 0
30 -44 -83 0
-1 39 62 0
-19 81 -89 0
24 25 -87 0
-85 87 0
