p cnf 42 224
-1 -4 -5 -9 0
1 -10 -14 -15 -17 0
10 -21 -23 0
-25 -28 0
4 25 -30 -32 0
5 -34 -35 0
14 21 30 -39 0
23 32 35 40 0
1 10 -2 0
-1 -10 2 0
1 11 -3 0
-1 -11 3 0
1 12 -4 0
-1 -12 4 0
1 13 -5 0
-1 -13 5 0
1 14 -6 0
-1 -14 6 0
1 15 -7 0
-1 -15 7 0
1 16 -8 0
-1 -16 8 0
1 17 -9 0
-1 -17 9 0
2 18 -3 0
-2 -18 3 0
2 19 -4 0
-2 -19 4 0
2 20 -5 0
-2 -20 5 0
2 21 -6 0
-2 -21 6 0
2 22 -7 0
-2 -22 7 0
2 23 -8 0
-2 -23 8 0
2 24 -9 0
-2 -24 9 0
3 25 -4 0
-3 -25 4 0
3 26 -5 0
-3 -26 5 0
3 27 -6 0
-3 -27 6 0
-3 7 0
-3 8 0
3 28 -9 0
-3 -28 9 0
4 29 -5 0
-4 -29 5 0
4 30 -6 0
-4 -30 6 0
4 31 -7 0
-4 -31 7 0
4 32 -8 0
-4 -32 8 0
-4 9 0
5 33 -6 0
-5 -33 6 0
5 34 -7 0
-5 -34 7 0
5 35 -8 0
-5 -35 8 0
5 36 -9 0
-5 -36 9 0
6 37 -7 0
-6 -37 7 0
6 38 -8 0
-6 -38 8 0
6 39 -9 0
-6 -39 9 0
7 40 -8 0
-7 -40 8 0
7 41 -9 0
-7 -41 9 0
8 42 -9 0
-8 -42 9 0
10 18 -11 0
-10 -18 11 0
10 19 -12 0
-10 -19 12 0
10 20 -13 0
-10 -20 13 0
10 21 -14 0
-10 -21 14 0
10 22 -15 0
-10 -22 15 0
10 23 -16 0
-10 -23 16 0
10 24 -17 0
-10 -24 17 0
11 25 -12 0
-11 -25 12 0
11 26 -13 0
-11 -26 13 0
11 27 -14 0
-11 -27 14 0
-11 15 0
-11 16 0
11 28 -17 0
-11 -28 17 0
12 29 -13 0
-12 -29 13 0
12 30 -14 0
-12 -30 14 0
12 31 -15 0
-12 -31 15 0
12 32 -16 0
-12 -32 16 0
-12 17 0
13 33 -14 0
-13 -33 14 0
13 34 -15 0
-13 -34 15 0
13 35 -16 0
-13 -35 16 0
13 36 -17 0
-13 -36 17 0
14 37 -15 0
-14 -37 15 0
14 38 -16 0
-14 -38 16 0
14 39 -17 0
-14 -39 17 0
15 40 -16 0
-15 -40 16 0
15 41 -17 0
-15 -41 17 0
16 42 -17 0
-16 -42 17 0
18 25 -19 0
-18 -25 19 0
18 26 -20 0
-18 -26 20 0
18 27 -21 0
-18 -27 21 0
-18 22 0
-18 23 0
18 28 -24 0
-18 -28 24 0
19 29 -20 0
-19 -29 20 0
19 30 -21 0
-19 -30 21 0
19 31 -22 0
-19 -31 22 0
19 32 -23 0
-19 -32 23 0
-19 24 0
20 33 -21 0
-20 -33 21 0
20 34 -22 0
-20 -34 22 0
20 35 -23 0
-20 -35 23 0
20 36 -24 0
-20 -36 24 0
21 37 -22 0
-21 -37 22 0
21 38 -23 0
-21 -38 23 0
21 39 -24 0
-21 -39 24 0
22 40 -23 0
-22 -40 23 0
22 41 -24 0
-22 -41 24 0
23 42 -24 0
-23 -42 24 0
25 29 -26 0
-25 -29 26 0
25 30 -27 0
-25 -30 27 0
25 31 0
25 32 0
-25 28 0
26 33 -27 0
-26 -33 27 0
26 34 0
26 35 0
26 36 -28 0
-26 -36 28 0
27 37 0
27 38 0
27 39 -28 0
-27 -39 28 0
-41 28 0
-42 28 0
29 33 -30 0
-29 -33 30 0
29 34 -31 0
-29 -34 31 0
29 35 -32 0
-29 -35 32 0
29 36 0
30 37 -31 0
-30 -37 31 0
30 38 -32 0
-30 -38 32 0
30 39 0
31 40 -32 0
-31 -40 32 0
31 41 0
32 42 0
33 37 -34 0
-33 -37 34 0
33 38 -35 0
-33 -38 35 0
33 39 -36 0
-33 -39 36 0
34 40 -35 0
-34 -40 35 0
34 41 -36 0
-34 -41 36 0
35 42 -36 0
-35 -42 36 0
37 40 -38 0
-37 -40 38 0
37 41 -39 0
-37 -41 39 0
38 42 -39 0
-38 -42 39 0
40 42 -41 0
-40 -42 41 0
