p cnf 44 240
-1 -2 -3 -4 -9 0
1 -11 -12 -13 -15 -16 -17 0
2 -18 -20 -22 -23 -24 0
3 11 18 -28 -30 0
4 12 -31 -32 -33 -34 -35 0
13 20 31 -36 -37 0
32 36 -39 0
15 22 28 33 37 39 -42 -43 0
1 10 -2 0
-1 -10 2 0
1 11 -3 0
-1 -11 3 0
1 12 -4 0
-1 -12 4 0
1 13 -5 0
-1 -13 5 0
1 14 -6 0
-1 -14 6 0
1 15 -7 0
-1 -15 7 0
1 16 -8 0
-1 -16 8 0
1 17 -9 0
-1 -17 9 0
2 18 -3 0
-2 -18 3 0
2 19 -4 0
-2 -19 4 0
2 20 -5 0
-2 -20 5 0
2 21 -6 0
-2 -21 6 0
2 22 -7 0
-2 -22 7 0
2 23 -8 0
-2 -23 8 0
2 24 -9 0
-2 -24 9 0
3 25 -4 0
-3 -25 4 0
3 26 -5 0
-3 -26 5 0
3 27 -6 0
-3 -27 6 0
3 28 -7 0
-3 -28 7 0
3 29 -8 0
-3 -29 8 0
3 30 -9 0
-3 -30 9 0
4 31 -5 0
-4 -31 5 0
4 32 -6 0
-4 -32 6 0
4 33 -7 0
-4 -33 7 0
4 34 -8 0
-4 -34 8 0
4 35 -9 0
-4 -35 9 0
5 36 -6 0
-5 -36 6 0
5 37 -7 0
-5 -37 7 0
-5 8 0
5 38 -9 0
-5 -38 9 0
6 39 -7 0
-6 -39 7 0
6 40 -8 0
-6 -40 8 0
6 41 -9 0
-6 -41 9 0
7 42 -8 0
-7 -42 8 0
7 43 -9 0
-7 -43 9 0
8 44 -9 0
-8 -44 9 0
10 18 -11 0
-10 -18 11 0
10 19 -12 0
-10 -19 12 0
10 20 -13 0
-10 -20 13 0
10 21 -14 0
-10 -21 14 0
10 22 -15 0
-10 -22 15 0
10 23 -16 0
-10 -23 16 0
10 24 -17 0
-10 -24 17 0
11 25 -12 0
-11 -25 12 0
11 26 -13 0
-11 -26 13 0
11 27 -14 0
-11 -27 14 0
11 28 -15 0
-11 -28 15 0
11 29 -16 0
-11 -29 16 0
11 30 -17 0
-11 -30 17 0
12 31 -13 0
-12 -31 13 0
12 32 -14 0
-12 -32 14 0
12 33 -15 0
-12 -33 15 0
12 34 -16 0
-12 -34 16 0
12 35 -17 0
-12 -35 17 0
13 36 -14 0
-13 -36 14 0
13 37 -15 0
-13 -37 15 0
-13 16 0
13 38 -17 0
-13 -38 17 0
14 39 -15 0
-14 -39 15 0
14 40 -16 0
-14 -40 16 0
14 41 -17 0
-14 -41 17 0
15 42 -16 0
-15 -42 16 0
15 43 -17 0
-15 -43 17 0
16 44 -17 0
-16 -44 17 0
18 25 -19 0
-18 -25 19 0
18 26 -20 0
-18 -26 20 0
18 27 -21 0
-18 -27 21 0
18 28 -22 0
-18 -28 22 0
18 29 -23 0
-18 -29 23 0
18 30 -24 0
-18 -30 24 0
19 31 -20 0
-19 -31 20 0
19 32 -21 0
-19 -32 21 0
19 33 -22 0
-19 -33 22 0
19 34 -23 0
-19 -34 23 0
19 35 -24 0
-19 -35 24 0
20 36 -21 0
-20 -36 21 0
20 37 -22 0
-20 -37 22 0
-20 23 0
20 38 -24 0
-20 -38 24 0
21 39 -22 0
-21 -39 22 0
21 40 -23 0
-21 -40 23 0
21 41 -24 0
-21 -41 24 0
22 42 -23 0
-22 -42 23 0
22 43 -24 0
-22 -43 24 0
23 44 -24 0
-23 -44 24 0
25 31 -26 0
-25 -31 26 0
25 32 -27 0
-25 -32 27 0
25 33 -28 0
-25 -33 28 0
25 34 -29 0
-25 -34 29 0
25 35 -30 0
-25 -35 30 0
26 36 -27 0
-26 -36 27 0
26 37 -28 0
-26 -37 28 0
-26 29 0
26 38 -30 0
-26 -38 30 0
27 39 -28 0
-27 -39 28 0
27 40 -29 0
-27 -40 29 0
27 41 -30 0
-27 -41 30 0
28 42 -29 0
-28 -42 29 0
28 43 -30 0
-28 -43 30 0
29 44 -30 0
-29 -44 30 0
31 36 -32 0
-31 -36 32 0
31 37 -33 0
-31 -37 33 0
-31 34 0
31 38 -35 0
-31 -38 35 0
32 39 -33 0
-32 -39 33 0
32 40 -34 0
-32 -40 34 0
32 41 -35 0
-32 -41 35 0
33 42 -34 0
-33 -42 34 0
33 43 -35 0
-33 -43 35 0
34 44 -35 0
-34 -44 35 0
36 39 -37 0
-36 -39 37 0
36 40 0
36 41 -38 0
-36 -41 38 0
37 42 0
37 43 -38 0
-37 -43 38 0
-44 38 0
39 42 -40 0
-39 -42 40 0
39 43 -41 0
-39 -43 41 0
40 44 -41 0
-40 -44 41 0
42 44 -43 0
-42 -44 43 0
