p cnf 94 365
-3 -36 -88 0
35 -48 71 0
9 60 73 0
48 -65 78 0
-9 60 -76 0
-26 49 -66 0
-13 -27 -64 0
-68 74 0
-22 34 94 0
-2 -32 60 0
11 37 50 0
-24 -42 -56 0
19 -37 51 0
-12 24 -73 0
-18 -61 70 0
-10 -47 -74 0
-15 -20 22 0
-35 -46 74 0
32 38 63 0
-22 -31 92 0
-7 -14 91 0
40 60 79 0
9 22 -90 0
28 -41 68 0
37 -42 -89 0
18 57 -89 0
61 67 70 0
7 11 -28 0
11 -22 37 0
-18 -34 -85 0
48 -67 81 0
-42 -62 63 0
-22 29 -38 0
-49 70 88 0
-16 -33 42 0
59 -61 67 0
35 71 73 0
-37 -59 -71 0
9 81 86 0
5 -36 -59 0
46 -84 90 0
-25 -34 -89 0
28 49 81 0
-37 -44 0
19 -49 -61 0
49 69 -91 0
-14 90 0
-11 -31 76 0
-9 -25 50 0
12 20 -23 0
5 -23 87 0
11 -53 -84 0
-12 -13 49 0
20 -68 75 0
-3 65 -81 0
34 -55 82 0
-54 79 80 0
37 58 0
-52 71 -84 0
64 90 -93 0
-6 -34 60 0
-9 -49 75 0
-44 -45 -82 0
3 33 35 0
13 37 80 0
-19 -45 66 0
10 78 79 0
16 49 92 0
11 -62 0
42 57 65 0
12 57 0
-74 -76 -90 0
-10 -43 56 0
-9 -60 76 0
9 -42 -89 0
19 32 0
-23 66 -76 0
25 29 -88 0
26 43 -85 0
9 59 62 0
56 78 79 0
13 -37 89 0
-14 42 -59 0
-16 22 89 0
-17 66 78 0
-19 -54 -62 0
8 33 88 0
11 -18 19 0
-39 46 -58 0
26 -68 -83 0
-25 33 54 0
-73 -84 -88 0
29 58 89 0
-7 -17 -28 0
-40 -59 -68 0
-50 56 -70 0
-29 74 75 0
5 -15 78 0
-42 -44 0
27 -31 87 0
-10 -15 0
-17 -50 63 0
-23 -52 60 0
-72 90 0
-45 -56 80 0
14 17 24 0
12 13 52 0
31 51 0
20 41 -42 0
1 -22 63 0
-11 33 -35 0
-20 -29 -81 0
27 -52 75 0
-14 21 -50 0
46 -50 51 0
24 -41 48 0
36 -49 -72 0
64 76 80 0
-14 -34 65 0
9 49 -92 0
11 -51 -75 0
-8 -54 -93 0
-16 -41 66 0
21 44 -65 0
57 -66 -74 0
4 77 87 0
2 24 26 0
51 -69 83 0
-12 -42 -77 0
40 -55 -57 0
35 -73 0
19 59 -84 0
-4 21 -46 0
30 53 71 0
48 52 -94 0
-54 -67 -74 0
31 -55 -61 0
-48 -57 -78 0
-19 -28 71 0
28 61 75 0
9 61 78 0
-41 71 84 0
-13 -29 -78 0
7 22 -41 0
-7 -12 -60 0
54 -69 -73 0
-26 -30 64 0
-19 -59 88 0
9 -43 -55 0
-44 -67 -77 0
22 48 57 0
31 -46 71 0
-7 -23 -31 0
24 -32 81 0
20 39 -88 0
55 83 87 0
27 -32 -34 0
-47 59 -92 0
47 -55 -89 0
5 -17 70 0
-23 -44 -51 0
23 47 0
-14 25 -59 0
-56 57 89 0
-28 -38 42 0
39 46 -73 0
22 27 54 0
56 -61 73 0
-21 54 0
6 24 -80 0
41 45 -94 0
-20 -33 -54 0
48 62 0
44 85 0
-27 29 81 0
6 -85 94 0
-12 21 -81 0
-25 -47 57 0
-45 -46 67 0
6 -13 36 0
15 19 -78 0
-60 -79 83 0
-14 17 73 0
34 43 89 0
28 78 -92 0
-12 37 79 0
-17 -38 62 0
-17 -42 83 0
-1 -81 -94 0
26 -37 55 0
15 -51 -76 0
25 -36 -90 0
14 64 -77 0
-12 47 62 0
3 -28 90 0
53 63 72 0
-65 70 0
-1 -2 16 0
17 -38 -92 0
-4 27 -43 0
-59 76 91 0
1 -11 89 0
14 23 -46 0
-4 47 94 0
-13 65 90 0
9 -39 73 0
9 11 -57 0
54 67 68 0
-10 58 76 0
-29 -34 0
-26 -77 0
12 -81 83 0
14 -70 71 0
48 -60 -68 0
41 53 -56 0
41 44 -45 0
45 73 0
27 33 -77 0
-2 -64 0
-64 -79 85 0
22 -64 84 0
57 68 73 0
15 52 80 0
37 -54 -82 0
5 7 -20 0
-39 -81 -83 0
-28 61 81 0
-69 81 84 0
24 -33 54 0
50 -59 88 0
-66 -68 -78 0
-35 -57 -62 0
-50 56 -78 0
6 87 0
19 60 -67 0
53 -69 74 0
-25 -72 92 0
86 87 -93 0
2 14 -43 0
39 50 -80 0
-4 53 71 0
43 -54 -70 0
17 -40 -59 0
-4 35 -85 0
-70 -74 0
34 43 -61 0
9 -63 71 0
-7 -18 78 0
-53 -68 0
-15 30 58 0
-2 12 72 0
8 36 -67 0
-76 -90 0
29 -53 66 0
-11 -78 81 0
10 -29 -36 0
16 -82 -83 0
-29 -64 86 0
49 67 77 0
14 -40 -48 0
29 88 -93 0
15 -54 0
-23 70 93 0
-1 -25 -32 0
2 -12 -62 0
-38 -49 -91 0
27 -40 86 0
-24 -60 -80 0
31 39 86 0
66 77 -84 0
18 -51 57 0
43 -63 0
12 -64 0
26 -32 -85 0
-33 81 -90 0
-5 26 86 0
-2 23 52 0
-18 -39 -62 0
-10 65 0
27 -33 0
32 -71 80 0
-11 -70 90 0
19 29 94 0
-34 -81 -85 0
-38 85 -89 0
37 39 -80 0
-29 -52 -54 0
-6 -77 89 0
27 31 67 0
30 34 -87 0
-9 -62 -88 0
21 41 -82 0
14 39 -85 0
-20 -34 54 0
-39 41 48 0
-37 -77 92 0
-8 61 -86 0
-43 -66 -76 0
-1 -19 -26 0
2 -10 -38 0
-12 -92 0
-2 -25 51 0
-12 -39 49 0
-49 57 -58 0
-68 73 89 0
-12 -54 -78 0
-13 47 -85 0
-44 -72 -86 0
-16 46 69 0
12 -40 93 0
3 -39 -40 0
-18 -23 0
21 -61 80 0
48 51 81 0
56 67 80 0
16 24 0
59 60 66 0
38 86 92 0
-36 -43 61 0
-32 -58 -66 0
22 24 -77 0
-28 92 0
-34 36 -54 0
-30 -61 74 0
52 -60 88 0
36 -83 -85 0
1 22 62 0
-57 -63 -82 0
-51 -81 -86 0
69 84 -86 0
-29 -35 -49 0
-5 31 -71 0
-51 62 68 0
-54 -56 72 0
-2 30 -52 0
-32 -92 0
11 -82 -86 0
79 -82 0
-47 74 91 0
-53 84 91 0
-16 57 -62 0
32 41 -94 0
38 -59 65 0
-26 -27 33 0
-15 -53 84 0
2 -53 -54 0
40 80 -90 0
37 -45 -83 0
8 23 28 0
12 13 24 0
44 -64 -88 0
-1 -10 -24 0
-48 -63 -84 0
-8 -15 80 0
-10 64 -87 0
65 69 -94 0
-19 -31 -81 0
-4 -43 -57 0
-53 -68 75 0
27 66 -90 0
-61 -79 86 0
9 69 94 0
7 78 88 0
-39 -77 -82 0
-30 -36 -89 0
