p cnf 97 378
53 -73 74 0
31 93 94 0
-4 35 39 0
3 -25 48 0
-1 -33 -82 0
24 -57 -78 0
-3 85 87 0
28 30 0
1 -47 71 0
-11 -59 86 0
4 13 27 0
4 73 89 0
43 -51 90 0
-28 -64 -65 0
-19 -26 51 0
-35 41 -67 0
66 -80 -93 0
15 26 71 0
48 52 91 0
-18 -28 -79 0
27 -43 81 0
4 -45 -66 0
4 5 33 0
8 -11 -91 0
-90 96 0
5 -65 67 0
-3 4 -85 0
-13 -49 82 0
17 67 73 0
-21 56 97 0
-10 -31 33 0
-3 -84 85 0
27 -56 65 0
58 -92 -94 0
17 62 -79 0
-1 -69 72 0
-12 45 67 0
20 51 -73 0
-14 -69 81 0
-46 76 85 0
22 -50 -95 0
-23 66 0
57 -75 0
9 20 -40 0
45 -80 -92 0
12 -61 68 0
-23 24 67 0
21 -72 85 0
-40 58 -90 0
-45 47 91 0
-42 49 94 0
53 -59 88 0
19 -55 -96 0
-19 38 65 0
14 -26 68 0
-18 57 -88 0
-57 63 -71 0
30 -35 -36 0
-13 -20 33 0
4 -52 0
3 35 71 0
-16 -36 0
-21 -65 78 0
-20 28 -42 0
39 66 95 0
8 -66 89 0
-33 -42 -45 0
-22 49 -57 0
-53 61 -73 0
21 -56 89 0
30 54 59 0
-1 29 83 0
-19 59 85 0
21 -41 85 0
-15 16 -46 0
-87 92 0
-11 59 -87 0
-3 42 91 0
10 88 -97 0
-30 -43 -86 0
-2 -15 53 0
-10 -40 -71 0
-6 26 0
-10 40 0
-1 -44 -91 0
19 87 -94 0
-6 91 -94 0
-16 -68 78 0
7 -19 22 0
58 -60 93 0
-50 -61 70 0
-70 -72 -92 0
26 50 66 0
57 59 -92 0
1 -6 82 0
4 77 88 0
10 -55 -69 0
-19 -22 69 0
-7 9 61 0
-9 18 88 0
15 51 88 0
-39 43 -69 0
37 -47 80 0
23 -93 -97 0
-12 -49 78 0
-4 23 58 0
-70 72 -95 0
47 -61 79 0
-24 -44 87 0
13 29 36 0
-10 30 -72 0
-7 -43 65 0
-4 -59 65 0
-25 -27 69 0
-34 37 -75 0
58 -65 82 0
-50 77 -78 0
19 -45 -47 0
-15 34 -41 0
-8 22 -34 0
15 -44 -72 0
14 -45 73 0
48 75 -82 0
-10 13 70 0
49 74 89 0
-8 48 -64 0
11 18 -33 0
16 28 -54 0
-30 32 73 0
54 59 76 0
-60 -76 87 0
26 -31 0
-44 49 -87 0
7 -17 63 0
-20 -42 56 0
8 49 -50 0
39 59 75 0
7 -43 51 0
-11 -26 -28 0
14 35 75 0
6 -24 56 0
22 -31 90 0
-20 -42 80 0
26 35 62 0
31 -35 56 0
9 47 -95 0
-29 70 73 0
-54 -81 -96 0
72 -80 93 0
6 -56 -67 0
21 47 50 0
3 -49 -80 0
-61 89 0
-65 -70 -72 0
10 -53 -61 0
-2 35 49 0
28 -56 88 0
5 27 -49 0
-9 -46 79 0
-33 56 -82 0
-7 -73 -96 0
-12 -28 39 0
56 -77 79 0
-38 78 89 0
26 75 -86 0
20 28 82 0
47 74 78 0
-67 71 0
18 40 50 0
19 -40 -73 0
-15 43 -93 0
-43 -46 51 0
26 -87 -91 0
26 -53 -64 0
10 -25 -66 0
2 72 88 0
7 -40 79 0
24 -74 88 0
36 46 -88 0
-47 -56 -73 0
22 -51 69 0
11 61 79 0
-5 15 -88 0
6 32 -40 0
43 69 -73 0
-8 52 -92 0
3 43 -57 0
40 42 -93 0
5 27 0
5 9 -61 0
3 -78 -95 0
43 47 -82 0
5 -72 -78 0
-8 35 76 0
43 49 54 0
13 -43 92 0
-43 48 -80 0
-89 -90 -95 0
-31 72 93 0
-25 43 86 0
7 15 -71 0
-18 46 -70 0
-41 -63 -87 0
-8 19 -60 0
13 15 -89 0
10 33 -90 0
22 26 -28 0
53 62 -67 0
8 -59 73 0
31 38 0
-4 -52 -62 0
-50 94 96 0
-34 -57 95 0
26 -39 -81 0
21 -23 70 0
-29 46 55 0
30 55 85 0
22 24 -59 0
33 45 69 0
4 54 74 0
33 -44 75 0
51 52 68 0
50 -60 92 0
-2 33 -70 0
11 24 42 0
24 -58 76 0
-2 -85 0
-44 70 92 0
19 35 -43 0
-46 -57 -68 0
52 75 -94 0
40 64 -89 0
-27 -54 -97 0
13 -33 -72 0
-13 -22 -49 0
46 61 -75 0
-24 -54 -74 0
-25 -54 68 0
