p cnf 98 392
-8 91 -93 0
-1 54 -72 0
-21 -26 60 0
11 -51 -96 0
-9 -37 42 0
59 -64 0
-38 68 90 0
-67 -68 71 0
24 -30 66 0
-56 64 -94 0
18 22 -39 0
-22 -52 -56 0
12 -84 90 0
-1 -31 -83 0
16 86 98 0
-70 80 94 0
4 13 -73 0
-25 -61 -93 0
14 37 87 0
-16 -68 79 0
28 -51 -75 0
1 69 -72 0
-13 20 -82 0
68 76 -95 0
-27 -49 62 0
-21 -24 58 0
22 -66 -73 0
-1 50 65 0
-20 -73 0
32 -85 97 0
8 30 -45 0
-15 -24 -78 0
-33 39 -42 0
-9 62 79 0
12 -43 63 0
-66 -76 -89 0
74 -87 90 0
-18 41 43 0
-51 68 88 0
19 25 -39 0
-65 -85 -98 0
-23 35 -82 0
-19 -24 36 0
-42 45 87 0
-40 88 -89 0
4 -55 61 0
-6 -21 82 0
16 -43 -75 0
-51 -64 -77 0
9 32 92 0
-38 52 62 0
6 41 81 0
-12 50 59 0
-13 57 94 0
12 -17 -43 0
3 -67 84 0
-4 -58 77 0
-11 38 60 0
5 -13 85 0
27 45 72 0
54 -56 95 0
89 94 -96 0
-17 -27 -76 0
-53 -60 -64 0
68 87 -96 0
13 -35 37 0
5 -86 -93 0
1 -14 -18 0
-19 -32 -72 0
-12 -21 -48 0
-23 77 -95 0
30 -46 -89 0
24 55 62 0
36 -39 -47 0
-62 78 -88 0
-13 -72 -80 0
44 -45 58 0
-1 -63 80 0
16 -31 -59 0
13 22 96 0
-8 -18 -20 0
-18 -56 -76 0
22 -73 -86 0
-6 8 -55 0
15 32 -61 0
16 30 69 0
6 -48 91 0
-24 -86 -92 0
37 -94 0
4 34 -57 0
1 -16 -33 0
-41 -42 -75 0
64 70 84 0
-43 -59 69 0
-18 68 -98 0
-8 10 -30 0
1 73 -84 0
45 52 72 0
11 -29 58 0
6 -83 -86 0
2 -24 -25 0
-13 51 92 0
50 -58 76 0
-8 -31 87 0
8 -51 -62 0
-26 65 -77 0
13 -59 -98 0
-22 80 -85 0
1 -28 -96 0
28 44 -51 0
-33 -56 66 0
-21 83 87 0
-9 73 -97 0
54 62 70 0
-9 29 32 0
71 86 -93 0
57 -84 -96 0
21 -50 91 0
25 -36 -47 0
29 -79 84 0
36 -54 -95 0
-20 -47 92 0
-42 -76 83 0
-3 -38 -79 0
-26 64 89 0
15 -51 -91 0
51 94 95 0
-22 62 73 0
57 -69 -90 0
-13 -24 -45 0
24 -47 77 0
-32 54 75 0
3 24 -50 0
1 -7 8 0
56 -88 -97 0
8 -71 -76 0
6 9 31 0
-2 -7 8 0
-21 -51 63 0
43 93 94 0
-45 -88 91 0
-14 -35 -97 0
-36 -78 -96 0
11 -43 45 0
-37 48 62 0
-70 89 -91 0
-17 21 84 0
30 36 94 0
26 37 -71 0
21 -33 83 0
-20 -68 72 0
-5 -49 -84 0
45 -82 86 0
56 -62 70 0
20 21 0
-58 -65 -85 0
-15 -34 68 0
-12 -48 -70 0
-11 -38 0
30 -54 93 0
-24 55 -86 0
49 -75 90 0
-24 49 0
-69 -73 -93 0
16 57 -70 0
36 -40 78 0
4 -8 -9 0
-33 -64 -90 0
-15 21 -36 0
-13 -44 82 0
-58 70 93 0
30 64 67 0
-46 -73 -87 0
18 -52 -63 0
13 58 59 0
17 82 -98 0
32 -37 64 0
-19 25 -66 0
-23 48 54 0
15 37 64 0
6 -31 -89 0
-12 -75 94 0
-5 22 80 0
-13 51 85 0
-34 -87 97 0
43 73 77 0
-14 -30 -53 0
4 14 17 0
41 -52 98 0
-30 34 -43 0
-14 -22 -85 0
-42 47 61 0
33 87 98 0
-19 42 43 0
