p cnf 43 231
-1 -2 -3 -4 -5 -7 0
1 -14 -15 -17 0
2 -19 -21 0
3 -27 -28 0
4 19 -31 0
5 -36 0
7 15 21 27 36 -42 0
1 10 -2 0
-1 -10 2 0
1 11 -3 0
-1 -11 3 0
1 12 -4 0
-1 -12 4 0
1 13 -5 0
-1 -13 5 0
1 14 -6 0
-1 -14 6 0
1 15 -7 0
-1 -15 7 0
1 16 -8 0
-1 -16 8 0
1 17 -9 0
-1 -17 9 0
2 18 -3 0
-2 -18 3 0
2 19 -4 0
-2 -19 4 0
2 20 -5 0
-2 -20 5 0
-2 6 0
2 21 -7 0
-2 -21 7 0
2 22 -8 0
-2 -22 8 0
2 23 -9 0
-2 -23 9 0
3 24 -4 0
-3 -24 4 0
3 25 -5 0
-3 -25 5 0
3 26 -6 0
-3 -26 6 0
3 27 -7 0
-3 -27 7 0
3 28 -8 0
-3 -28 8 0
3 29 -9 0
-3 -29 9 0
4 30 -5 0
-4 -30 5 0
4 31 -6 0
-4 -31 6 0
4 32 -7 0
-4 -32 7 0
4 33 -8 0
-4 -33 8 0
4 34 -9 0
-4 -34 9 0
5 35 -6 0
-5 -35 6 0
5 36 -7 0
-5 -36 7 0
-5 8 0
5 37 -9 0
-5 -37 9 0
6 38 -7 0
-6 -38 7 0
6 39 -8 0
-6 -39 8 0
6 40 -9 0
-6 -40 9 0
7 41 -8 0
-7 -41 8 0
7 42 -9 0
-7 -42 9 0
8 43 -9 0
-8 -43 9 0
10 18 -11 0
-10 -18 11 0
10 19 -12 0
-10 -19 12 0
10 20 -13 0
-10 -20 13 0
-10 14 0
10 21 -15 0
-10 -21 15 0
10 22 -16 0
-10 -22 16 0
10 23 -17 0
-10 -23 17 0
11 24 -12 0
-11 -24 12 0
11 25 -13 0
-11 -25 13 0
11 26 -14 0
-11 -26 14 0
11 27 -15 0
-11 -27 15 0
11 28 -16 0
-11 -28 16 0
11 29 -17 0
-11 -29 17 0
12 30 -13 0
-12 -30 13 0
12 31 -14 0
-12 -31 14 0
12 32 -15 0
-12 -32 15 0
12 33 -16 0
-12 -33 16 0
12 34 -17 0
-12 -34 17 0
13 35 -14 0
-13 -35 14 0
13 36 -15 0
-13 -36 15 0
-13 16 0
13 37 -17 0
-13 -37 17 0
14 38 -15 0
-14 -38 15 0
14 39 -16 0
-14 -39 16 0
14 40 -17 0
-14 -40 17 0
15 41 -16 0
-15 -41 16 0
15 42 -17 0
-15 -42 17 0
16 43 -17 0
-16 -43 17 0
18 24 -19 0
-18 -24 19 0
18 25 -20 0
-18 -25 20 0
18 26 0
18 27 -21 0
-18 -27 21 0
18 28 -22 0
-18 -28 22 0
18 29 -23 0
-18 -29 23 0
19 30 -20 0
-19 -30 20 0
19 31 0
19 32 -21 0
-19 -32 21 0
19 33 -22 0
-19 -33 22 0
19 34 -23 0
-19 -34 23 0
20 35 0
20 36 -21 0
-20 -36 21 0
-20 22 0
20 37 -23 0
-20 -37 23 0
-38 21 0
-39 22 0
-40 23 0
21 41 -22 0
-21 -41 22 0
21 42 -23 0
-21 -42 23 0
22 43 -23 0
-22 -43 23 0
24 30 -25 0
-24 -30 25 0
24 31 -26 0
-24 -31 26 0
24 32 -27 0
-24 -32 27 0
24 33 -28 0
-24 -33 28 0
24 34 -29 0
-24 -34 29 0
25 35 -26 0
-25 -35 26 0
25 36 -27 0
-25 -36 27 0
-25 28 0
25 37 -29 0
-25 -37 29 0
26 38 -27 0
-26 -38 27 0
26 39 -28 0
-26 -39 28 0
26 40 -29 0
-26 -40 29 0
27 41 -28 0
-27 -41 28 0
27 42 -29 0
-27 -42 29 0
28 43 -29 0
-28 -43 29 0
30 35 -31 0
-30 -35 31 0
30 36 -32 0
-30 -36 32 0
-30 33 0
30 37 -34 0
-30 -37 34 0
31 38 -32 0
-31 -38 32 0
31 39 -33 0
-31 -39 33 0
31 40 -34 0
-31 -40 34 0
32 41 -33 0
-32 -41 33 0
32 42 -34 0
-32 -42 34 0
33 43 -34 0
-33 -43 34 0
35 38 -36 0
-35 -38 36 0
35 39 0
35 40 -37 0
-35 -40 37 0
36 41 0
36 42 -37 0
-36 -42 37 0
-43 37 0
38 41 -39 0
-38 -41 39 0
38 42 -40 0
-38 -42 40 0
39 43 -40 0
-39 -43 40 0
41 43 -42 0
-41 -43 42 0
