p cnf 86 724
10 28 36 61 69 0
1 20 70 0
11 30 46 54 63 0
3 21 39 0
23 57 65 83 0
24 40 48 66 84 0
7 25 41 49 58 0
8 17 0
51 60 0
-1 -11 2 0
-1 -12 3 0
-1 -13 4 0
-1 -14 5 0
-1 -15 6 0
-1 -16 7 0
-1 -17 8 0
-1 -18 9 0
-2 -20 1 0
-2 -21 3 0
-2 -22 4 0
-2 -23 5 0
-2 -24 6 0
-2 -25 7 0
-2 -26 8 0
-2 -27 9 0
-3 -29 1 0
-3 -30 2 0
-3 -31 4 0
-3 -32 5 0
-3 -33 6 0
-3 7 0
-3 -34 8 0
-3 -35 9 0
-4 -37 1 0
-4 -38 2 0
-4 -39 3 0
-4 -40 6 0
-4 -41 7 0
-4 -42 8 0
-4 -43 9 0
-5 -45 1 0
-5 -46 2 0
-5 -47 3 0
-5 4 0
-5 -48 6 0
-5 -49 7 0
-5 -50 8 0
-5 -51 9 0
-6 -53 1 0
-6 -54 2 0
-6 -55 3 0
-6 -56 4 0
-6 -57 5 0
-6 -58 7 0
-6 -59 8 0
-6 -60 9 0
-7 -62 1 0
-7 -63 2 0
-7 -64 4 0
-7 -65 5 0
-7 -66 6 0
-7 -67 8 0
-7 -68 9 0
-8 -70 1 0
-8 -71 2 0
-8 -72 3 0
-8 -73 4 0
-8 -74 5 0
-8 -75 6 0
-8 -76 7 0
-8 -77 9 0
-9 -79 1 0
-9 -80 2 0
-9 -81 3 0
-9 -82 4 0
-9 -83 5 0
-9 -84 6 0
-9 -85 7 0
-9 -86 8 0
-10 -2 11 0
-10 -3 12 0
-10 -4 13 0
-10 -5 14 0
-10 -6 15 0
-10 -7 16 0
-10 -8 17 0
-10 -9 18 0
-11 -19 10 0
-11 -21 12 0
-11 -22 13 0
-11 -23 14 0
-11 -24 15 0
-11 -25 16 0
-11 -26 17 0
-11 -27 18 0
-12 -28 10 0
-12 -30 11 0
-12 -31 13 0
-12 -32 14 0
-12 -33 15 0
-12 16 0
-12 -34 17 0
-12 -35 18 0
-13 -36 10 0
-13 -38 11 0
-13 -39 12 0
-13 -40 15 0
-13 -41 16 0
-13 -42 17 0
-13 -43 18 0
-14 -44 10 0
-14 -46 11 0
-14 -47 12 0
-14 13 0
-14 -48 15 0
-14 -49 16 0
-14 -50 17 0
-14 -51 18 0
-15 -52 10 0
-15 -54 11 0
-15 -55 12 0
-15 -56 13 0
-15 -57 14 0
-15 -58 16 0
-15 -59 17 0
-15 -60 18 0
-16 -61 10 0
-16 -63 11 0
-16 -64 13 0
-16 -65 14 0
-16 -66 15 0
-16 -67 17 0
-16 -68 18 0
-17 -69 10 0
-17 -71 11 0
-17 -72 12 0
-17 -73 13 0
-17 -74 14 0
-17 -75 15 0
-17 -76 16 0
-17 -77 18 0
-18 -78 10 0
-18 -80 11 0
-18 -81 12 0
-18 -82 13 0
-18 -83 14 0
-18 -84 15 0
-18 -85 16 0
-18 -86 17 0
-19 -1 20 0
-19 -3 21 0
-19 -4 22 0
-19 -5 23 0
-19 -6 24 0
-19 -7 25 0
-19 -8 26 0
-19 -9 27 0
-20 -10 19 0
-20 -12 21 0
-20 -13 22 0
-20 -14 23 0
-20 -15 24 0
-20 -16 25 0
-20 -17 26 0
-20 -18 27 0
-21 -28 19 0
-21 -29 20 0
-21 -31 22 0
-21 -32 23 0
-21 -33 24 0
-21 25 0
-21 -34 26 0
-21 -35 27 0
-22 -36 19 0
-22 -37 20 0
-22 -39 21 0
-22 -40 24 0
-22 -41 25 0
-22 -42 26 0
-22 -43 27 0
-23 -44 19 0
-23 -45 20 0
-23 -47 21 0
-23 22 0
-23 -48 24 0
-23 -49 25 0
-23 -50 26 0
-23 -51 27 0
-24 -52 19 0
-24 -53 20 0
-24 -55 21 0
-24 -56 22 0
-24 -57 23 0
-24 -58 25 0
-24 -59 26 0
-24 -60 27 0
-25 -61 19 0
-25 -62 20 0
-25 -64 22 0
-25 -65 23 0
-25 -66 24 0
-25 -67 26 0
-25 -68 27 0
-26 -69 19 0
-26 -70 20 0
-26 -72 21 0
-26 -73 22 0
-26 -74 23 0
-26 -75 24 0
-26 -76 25 0
-26 -77 27 0
-27 -78 19 0
-27 -79 20 0
-27 -81 21 0
-27 -82 22 0
-27 -83 23 0
-27 -84 24 0
-27 -85 25 0
-27 -86 26 0
-28 -1 29 0
-28 -2 30 0
-28 -4 31 0
-28 -5 32 0
-28 -6 33 0
-28 -8 34 0
-28 -9 35 0
-29 -10 28 0
-29 -11 30 0
-29 -13 31 0
-29 -14 32 0
-29 -15 33 0
-29 -17 34 0
-29 -18 35 0
-30 -19 28 0
-30 -20 29 0
-30 -22 31 0
-30 -23 32 0
-30 -24 33 0
-30 -26 34 0
-30 -27 35 0
-31 -36 28 0
-31 -37 29 0
-31 -38 30 0
-31 -40 33 0
-31 -42 34 0
-31 -43 35 0
-32 -44 28 0
-32 -45 29 0
-32 -46 30 0
-32 31 0
-32 -48 33 0
-32 -50 34 0
-32 -51 35 0
-33 -52 28 0
-33 -53 29 0
-33 -54 30 0
-33 -56 31 0
-33 -57 32 0
-33 -59 34 0
-33 -60 35 0
-61 28 0
-62 29 0
-63 30 0
-64 31 0
-65 32 0
-66 33 0
-67 34 0
-68 35 0
-34 -69 28 0
-34 -70 29 0
-34 -71 30 0
-34 -73 31 0
-34 -74 32 0
-34 -75 33 0
-34 -77 35 0
-35 -78 28 0
-35 -79 29 0
-35 -80 30 0
-35 -82 31 0
-35 -83 32 0
-35 -84 33 0
-35 -86 34 0
-36 -1 37 0
-36 -2 38 0
-36 -3 39 0
-36 -5 0
-36 -6 40 0
-36 -7 41 0
-36 -8 42 0
-36 -9 43 0
-37 -10 36 0
-37 -11 38 0
-37 -12 39 0
-37 -14 0
-37 -15 40 0
-37 -16 41 0
-37 -17 42 0
-37 -18 43 0
-38 -19 36 0
-38 -20 37 0
-38 -21 39 0
-38 -23 0
-38 -24 40 0
-38 -25 41 0
-38 -26 42 0
-38 -27 43 0
-39 -28 36 0
-39 -29 37 0
-39 -30 38 0
-39 -32 0
-39 -33 40 0
-39 41 0
-39 -34 42 0
-39 -35 43 0
-40 -52 36 0
-40 -53 37 0
-40 -54 38 0
-40 -55 39 0
-40 -57 0
-40 -58 41 0
-40 -59 42 0
-40 -60 43 0
-41 -61 36 0
-41 -62 37 0
-41 -63 38 0
-41 -65 0
-41 -66 40 0
-41 -67 42 0
-41 -68 43 0
-42 -69 36 0
-42 -70 37 0
-42 -71 38 0
-42 -72 39 0
-42 -74 0
-42 -75 40 0
-42 -76 41 0
-42 -77 43 0
-43 -78 36 0
-43 -79 37 0
-43 -80 38 0
-43 -81 39 0
-43 -83 0
-43 -84 40 0
-43 -85 41 0
-43 -86 42 0
-44 -1 45 0
-44 -2 46 0
-44 -3 47 0
-44 -6 48 0
-44 -7 49 0
-44 -8 50 0
-44 -9 51 0
-45 -10 44 0
-45 -11 46 0
-45 -12 47 0
-45 -15 48 0
-45 -16 49 0
-45 -17 50 0
-45 -18 51 0
-46 -19 44 0
-46 -20 45 0
-46 -21 47 0
-46 -24 48 0
-46 -25 49 0
-46 -26 50 0
-46 -27 51 0
-47 -28 44 0
-47 -29 45 0
-47 -30 46 0
-47 -33 48 0
-47 49 0
-47 -34 50 0
-47 -35 51 0
-36 44 0
-37 45 0
-38 46 0
-39 47 0
-40 48 0
-41 49 0
-42 50 0
-43 51 0
-48 -52 44 0
-48 -53 45 0
-48 -54 46 0
-48 -55 47 0
-48 -58 49 0
-48 -59 50 0
-48 -60 51 0
-49 -61 44 0
-49 -62 45 0
-49 -63 46 0
-49 -66 48 0
-49 -67 50 0
-49 -68 51 0
-50 -69 44 0
-50 -70 45 0
-50 -71 46 0
-50 -72 47 0
-50 -75 48 0
-50 -76 49 0
-50 -77 51 0
-51 -78 44 0
-51 -79 45 0
-51 -80 46 0
-51 -81 47 0
-51 -84 48 0
-51 -85 49 0
-51 -86 50 0
-52 -1 53 0
-52 -2 54 0
-52 -3 55 0
-52 -4 56 0
-52 -5 57 0
-52 -7 58 0
-52 -8 59 0
-52 -9 60 0
-53 -10 52 0
-53 -11 54 0
-53 -12 55 0
-53 -13 56 0
-53 -14 57 0
-53 -16 58 0
-53 -17 59 0
-53 -18 60 0
-54 -19 52 0
-54 -20 53 0
-54 -21 55 0
-54 -22 56 0
-54 -23 57 0
-54 -25 58 0
-54 -26 59 0
-54 -27 60 0
-55 -28 52 0
-55 -29 53 0
-55 -30 54 0
-55 -31 56 0
-55 -32 57 0
-55 58 0
-55 -34 59 0
-55 -35 60 0
-56 -36 52 0
-56 -37 53 0
-56 -38 54 0
-56 -39 55 0
-56 -41 58 0
-56 -42 59 0
-56 -43 60 0
-57 -44 52 0
-57 -45 53 0
-57 -46 54 0
-57 -47 55 0
-57 56 0
-57 -49 58 0
-57 -50 59 0
-57 -51 60 0
-58 -61 52 0
-58 -62 53 0
-58 -63 54 0
-58 -64 56 0
-58 -65 57 0
-58 -67 59 0
-58 -68 60 0
-59 -69 52 0
-59 -70 53 0
-59 -71 54 0
-59 -72 55 0
-59 -73 56 0
-59 -74 57 0
-59 -76 58 0
-59 -77 60 0
-60 -78 52 0
-60 -79 53 0
-60 -80 54 0
-60 -81 55 0
-60 -82 56 0
-60 -83 57 0
-60 -85 58 0
-60 -86 59 0
-61 -1 62 0
-61 -2 63 0
-61 -3 0
-61 -4 64 0
-61 -5 65 0
-61 -6 66 0
-61 -8 67 0
-61 -9 68 0
-62 -10 61 0
-62 -11 63 0
-62 -12 0
-62 -13 64 0
-62 -14 65 0
-62 -15 66 0
-62 -17 67 0
-62 -18 68 0
-63 -19 61 0
-63 -20 62 0
-63 -21 0
-63 -22 64 0
-63 -23 65 0
-63 -24 66 0
-63 -26 67 0
-63 -27 68 0
-64 -36 61 0
-64 -37 62 0
-64 -38 63 0
-64 -39 0
-64 -40 66 0
-64 -42 67 0
-64 -43 68 0
-65 -44 61 0
-65 -45 62 0
-65 -46 63 0
-65 -47 0
-65 64 0
-65 -48 66 0
-65 -50 67 0
-65 -51 68 0
-66 -52 61 0
-66 -53 62 0
-66 -54 63 0
-66 -55 0
-66 -56 64 0
-66 -57 65 0
-66 -59 67 0
-66 -60 68 0
-67 -69 61 0
-67 -70 62 0
-67 -71 63 0
-67 -72 0
-67 -73 64 0
-67 -74 65 0
-67 -75 66 0
-67 -77 68 0
-68 -78 61 0
-68 -79 62 0
-68 -80 63 0
-68 -81 0
-68 -82 64 0
-68 -83 65 0
-68 -84 66 0
-68 -86 67 0
-69 -1 70 0
-69 -2 71 0
-69 -3 72 0
-69 -4 73 0
-69 -5 74 0
-69 -6 75 0
-69 -7 76 0
-69 -9 77 0
-70 -10 69 0
-70 -11 71 0
-70 -12 72 0
-70 -13 73 0
-70 -14 74 0
-70 -15 75 0
-70 -16 76 0
-70 -18 77 0
-71 -19 69 0
-71 -20 70 0
-71 -21 72 0
-71 -22 73 0
-71 -23 74 0
-71 -24 75 0
-71 -25 76 0
-71 -27 77 0
-72 -28 69 0
-72 -29 70 0
-72 -30 71 0
-72 -31 73 0
-72 -32 74 0
-72 -33 75 0
-72 76 0
-72 -35 77 0
-73 -36 69 0
-73 -37 70 0
-73 -38 71 0
-73 -39 72 0
-73 -40 75 0
-73 -41 76 0
-73 -43 77 0
-74 -44 69 0
-74 -45 70 0
-74 -46 71 0
-74 -47 72 0
-74 73 0
-74 -48 75 0
-74 -49 76 0
-74 -51 77 0
-75 -52 69 0
-75 -53 70 0
-75 -54 71 0
-75 -55 72 0
-75 -56 73 0
-75 -57 74 0
-75 -58 76 0
-75 -60 77 0
-76 -61 69 0
-76 -62 70 0
-76 -63 71 0
-76 -64 73 0
-76 -65 74 0
-76 -66 75 0
-76 -68 77 0
-77 -78 69 0
-77 -79 70 0
-77 -80 71 0
-77 -81 72 0
-77 -82 73 0
-77 -83 74 0
-77 -84 75 0
-77 -85 76 0
-78 -1 79 0
-78 -2 80 0
-78 -3 81 0
-78 -4 82 0
-78 -5 83 0
-78 -6 84 0
-78 -7 85 0
-78 -8 86 0
-79 -10 78 0
-79 -11 80 0
-79 -12 81 0
-79 -13 82 0
-79 -14 83 0
-79 -15 84 0
-79 -16 85 0
-79 -17 86 0
-80 -19 78 0
-80 -20 79 0
-80 -21 81 0
-80 -22 82 0
-80 -23 83 0
-80 -24 84 0
-80 -25 85 0
-80 -26 86 0
-81 -28 78 0
-81 -29 79 0
-81 -30 80 0
-81 -31 82 0
-81 -32 83 0
-81 -33 84 0
-81 85 0
-81 -34 86 0
-82 -36 78 0
-82 -37 79 0
-82 -38 80 0
-82 -39 81 0
-82 -40 84 0
-82 -41 85 0
-82 -42 86 0
-83 -44 78 0
-83 -45 79 0
-83 -46 80 0
-83 -47 81 0
-83 82 0
-83 -48 84 0
-83 -49 85 0
-83 -50 86 0
-84 -52 78 0
-84 -53 79 0
-84 -54 80 0
-84 -55 81 0
-84 -56 82 0
-84 -57 83 0
-84 -58 85 0
-84 -59 86 0
-85 -61 78 0
-85 -62 79 0
-85 -63 80 0
-85 -64 82 0
-85 -65 83 0
-85 -66 84 0
-85 -67 86 0
-86 -69 78 0
-86 -70 79 0
-86 -71 80 0
-86 -72 81 0
-86 -73 82 0
-86 -74 83 0
-86 -75 84 0
-86 -76 85 0
-1 -10 0
-2 -19 0
-3 -28 0
-4 -36 0
-5 -44 0
-6 -52 0
-7 -61 0
-8 -69 0
-9 -78 0
-11 -20 0
-12 -29 0
-13 -37 0
-14 -45 0
-15 -53 0
-16 -62 0
-17 -70 0
-18 -79 0
-21 -30 0
-22 -38 0
-23 -46 0
-24 -54 0
-25 -63 0
-26 -71 0
-27 -80 0
-31 -39 0
-32 -47 0
-33 -55 0
-34 -72 0
-35 -81 0
-40 -56 0
-41 -64 0
-42 -73 0
-43 -82 0
-48 -57 0
-49 -65 0
-50 -74 0
-51 -83 0
-58 -66 0
-59 -75 0
-60 -84 0
-67 -76 0
-68 -85 0
-77 -86 0
