p cnf 94 363
3 -6 93 0
16 -32 -35 0
-1 -17 91 0
27 58 94 0
11 33 79 0
9 24 -62 0
-75 -80 0
46 -49 65 0
18 -36 -91 0
47 83 92 0
25 27 34 0
10 -75 0
4 13 17 0
51 70 86 0
-7 39 63 0
-26 -74 -80 0
43 51 -81 0
-11 -31 -83 0
-31 -36 38 0
4 33 -91 0
-22 -47 -58 0
9 -34 82 0
30 -32 -36 0
-57 -70 -83 0
38 39 93 0
-4 42 58 0
-15 49 70 0
-65 -74 85 0
-39 -57 -61 0
19 34 54 0
-6 40 -44 0
-25 -42 71 0
3 33 -65 0
-61 -65 -71 0
22 -27 39 0
-6 11 -62 0
-40 50 57 0
-45 80 81 0
6 37 -51 0
56 58 87 0
4 -9 -62 0
10 -16 -49 0
49 67 -68 0
-35 36 87 0
-19 -62 -63 0
-5 70 -85 0
26 36 38 0
-29 85 92 0
-9 -25 81 0
13 -44 58 0
-31 -37 -57 0
11 64 -91 0
-39 63 -83 0
7 -39 81 0
-84 89 91 0
-8 66 0
-41 -77 -91 0
37 -78 0
14 26 -37 0
-32 -43 -71 0
-23 43 52 0
-3 -11 -14 0
8 16 -89 0
4 43 -47 0
-27 -29 -36 0
75 -83 91 0
-2 -56 -91 0
9 -53 71 0
16 63 0
-4 -31 76 0
36 -38 46 0
-32 -39 -66 0
31 -75 0
-29 -51 -66 0
-6 73 87 0
-2 -66 74 0
55 -77 91 0
26 57 94 0
62 -67 81 0
10 15 -48 0
-50 -86 -88 0
12 68 -79 0
-55 90 0
28 -42 -56 0
37 57 -80 0
12 31 -40 0
5 -7 -30 0
-20 62 79 0
37 -86 88 0
-9 36 -52 0
21 23 -59 0
88 -91 -92 0
6 -39 88 0
-19 34 -89 0
30 -36 -87 0
-45 88 92 0
-19 -45 -86 0
-12 74 84 0
-1 -56 -57 0
1 30 94 0
-7 15 16 0
40 -64 76 0
56 85 93 0
-19 -30 -79 0
-16 27 85 0
36 -56 70 0
-2 12 -22 0
-6 22 49 0
-39 41 -64 0
-1 81 0
17 -41 76 0
18 -88 0
-9 -48 59 0
16 61 -79 0
33 56 85 0
22 56 60 0
-49 67 0
-1 -16 37 0
8 41 -42 0
36 -75 80 0
9 -67 90 0
-15 -72 -79 0
63 -70 -88 0
-35 -94 0
-72 73 -86 0
19 -44 71 0
35 88 -89 0
12 21 -58 0
-16 32 92 0
21 -78 -90 0
17 -60 -73 0
-19 59 0
-36 -61 78 0
27 42 47 0
1 -21 -46 0
1 59 82 0
47 -52 -83 0
63 -64 90 0
24 -28 89 0
-29 30 -69 0
9 29 -36 0
18 78 -82 0
-4 14 -82 0
57 -87 -90 0
1 68 -88 0
11 19 75 0
-4 -16 69 0
47 -48 0
32 47 49 0
-21 25 -63 0
-2 -10 45 0
72 83 87 0
71 -83 93 0
1 10 -90 0
6 -17 46 0
1 38 -70 0
61 79 81 0
-2 -21 32 0
-16 22 28 0
28 -75 90 0
32 -85 87 0
19 31 -72 0
-65 -84 90 0
20 -63 87 0
-60 -78 89 0
9 87 -88 0
-47 -56 -68 0
-64 66 70 0
-6 -27 -72 0
-16 -25 -49 0
-45 58 -91 0
-12 79 87 0
47 76 85 0
-33 -50 -86 0
7 12 74 0
44 -59 88 0
11 -48 87 0
-52 68 89 0
51 54 -74 0
2 80 0
-23 -52 -63 0
50 59 70 0
-19 22 57 0
3 -13 62 0
6 -28 63 0
-16 -37 -72 0
-2 -9 -55 0
21 30 43 0
-28 -38 -60 0
74 76 77 0
-32 -50 0
17 30 -55 0
5 36 -80 0
-16 -39 87 0
-3 -7 -33 0
20 24 -75 0
-64 75 94 0
-31 -64 -93 0
38 70 89 0
8 -11 85 0
8 38 -56 0
-8 58 -76 0
-47 49 -57 0
7 -26 -33 0
-82 92 0
61 82 -92 0
50 -87 -93 0
-26 36 59 0
45 -56 66 0
25 49 80 0
55 78 93 0
7 -61 72 0
-14 68 82 0
-28 -48 83 0
-1 63 77 0
2 -30 -71 0
-9 22 39 0
-58 -59 64 0
52 54 0
24 49 50 0
-22 64 -72 0
-28 -51 -82 0
21 29 -80 0
-29 -33 91 0
41 -51 -67 0
-4 35 -54 0
-3 20 -35 0
3 40 -87 0
6 -72 82 0
43 52 55 0
4 -17 -71 0
-7 57 84 0
28 -75 -86 0
-21 -37 0
38 71 91 0
19 -36 69 0
58 -82 87 0
8 -11 27 0
21 -50 -51 0
-8 -27 65 0
65 82 -92 0
-33 -63 84 0
63 75 -80 0
-4 22 -88 0
-4 -49 -77 0
-40 -50 -91 0
8 47 80 0
-10 -53 -61 0
6 65 -72 0
-4 -13 -48 0
-34 54 83 0
-3 -28 -74 0
-45 57 81 0
4 -5 -44 0
60 -69 0
50 57 70 0
37 -41 -58 0
3 -34 -75 0
20 39 41 0
21 69 84 0
41 67 79 0
-32 -46 56 0
-32 45 71 0
-2 -67 69 0
10 55 0
-20 28 79 0
19 57 60 0
-7 17 -48 0
-14 20 73 0
87 -90 -93 0
-5 -33 -49 0
1 20 -37 0
-23 60 -85 0
5 -41 -56 0
-42 54 -72 0
47 -48 90 0
-18 38 -75 0
-24 -49 -89 0
36 42 48 0
-3 -29 -52 0
55 -58 77 0
47 68 -82 0
8 -56 72 0
-4 47 -90 0
-1 -8 -85 0
-5 -15 0
-39 -72 84 0
-1 -39 69 0
-14 -36 -66 0
6 -34 -38 0
39 82 0
22 -40 0
-9 -12 -18 0
24 50 -81 0
40 65 -67 0
20 43 69 0
2 -10 -94 0
53 -62 -69 0
26 28 0
-23 -53 -91 0
-30 62 -88 0
-51 -59 85 0
12 44 64 0
-18 56 0
-4 26 -41 0
-7 32 86 0
-60 -62 66 0
-9 -16 81 0
44 -57 -82 0
22 -54 84 0
-23 -77 -86 0
-44 -51 78 0
2 3 33 0
7 45 53 0
31 54 58 0
11 43 85 0
-5 38 -75 0
-8 79 -82 0
30 45 -54 0
-34 -60 -92 0
-27 42 72 0
16 -20 55 0
61 75 -88 0
-4 -5 94 0
-28 -31 48 0
-24 -48 -57 0
-48 73 -79 0
-46 64 -72 0
9 34 -79 0
-1 13 20 0
-42 52 -64 0
-7 -43 47 0
58 66 84 0
-12 -48 66 0
14 87 94 0
-2 47 -56 0
-50 52 -80 0
44 -62 78 0
-14 -50 -70 0
27 -56 -84 0
22 79 -89 0
-11 36 48 0
47 60 -74 0
18 -38 -76 0
-5 54 90 0
-5 -58 86 0
-16 33 78 0
3 61 0
-45 -76 -85 0
-27 -55 -58 0
5 13 78 0
17 47 55 0
48 -62 63 0
3 56 82 0
-44 -67 79 0
-21 31 -34 0
-15 -43 -83 0
