p cnf 95 367
-26 -30 81 0
-55 60 79 0
28 33 -60 0
8 -80 91 0
-15 -18 58 0
-48 69 76 0
-5 -6 -71 0
-17 64 79 0
43 57 84 0
-54 59 84 0
-8 -59 -62 0
-2 86 94 0
-23 27 48 0
45 -75 -76 0
-4 42 46 0
60 75 93 0
10 -18 91 0
23 61 -87 0
24 25 84 0
1 -2 37 0
42 52 79 0
-12 -32 39 0
-8 38 -84 0
-17 28 39 0
40 42 -64 0
33 35 -94 0
-14 18 -87 0
-37 78 -91 0
36 78 0
57 64 -94 0
-2 59 -83 0
-22 -24 45 0
-7 27 0
-13 -30 88 0
14 -54 79 0
27 40 -59 0
-26 -37 46 0
4 9 -57 0
-59 66 -85 0
3 7 -44 0
32 50 -88 0
29 32 -74 0
5 -6 70 0
55 -75 0
16 36 -56 0
8 52 95 0
23 26 89 0
7 -11 -79 0
-51 -53 69 0
-11 -24 -92 0
4 -8 -38 0
7 -10 -68 0
4 80 0
26 52 90 0
9 -22 -57 0
23 24 76 0
-9 -55 93 0
32 48 -58 0
22 -46 68 0
13 -58 -78 0
-1 -5 -33 0
42 55 87 0
13 -42 75 0
20 -54 -68 0
13 70 80 0
-8 16 -95 0
-44 -55 -80 0
-18 64 83 0
9 11 85 0
30 -48 67 0
20 -29 -86 0
-26 -61 63 0
3 -32 -43 0
48 -49 -61 0
-5 -46 74 0
-20 29 0
68 -74 95 0
-26 -55 88 0
18 -41 53 0
-13 55 0
-68 76 -77 0
48 -72 83 0
-42 80 91 0
20 43 89 0
-1 6 -35 0
59 -61 -79 0
4 32 71 0
1 34 -40 0
-11 -34 40 0
18 -24 92 0
12 -52 69 0
19 25 -30 0
-14 27 72 0
13 35 69 0
17 28 47 0
-33 39 -85 0
-42 64 93 0
-47 -92 -93 0
-1 -15 92 0
-18 38 91 0
-59 63 68 0
-45 -69 0
-30 31 -86 0
-64 -68 80 0
15 -36 -88 0
-5 -49 71 0
-35 43 0
-11 -60 83 0
-65 -72 95 0
11 23 -35 0
-19 90 0
-40 -53 -58 0
-15 -20 24 0
-55 70 93 0
-14 48 49 0
25 -26 94 0
-6 -36 -54 0
-24 -87 -92 0
-54 89 -90 0
32 -68 86 0
3 -84 0
15 31 71 0
-5 -12 -39 0
-4 -50 -92 0
32 -90 0
-55 -92 94 0
-19 -84 94 0
-21 -40 67 0
-6 82 95 0
-47 -64 82 0
30 72 91 0
-34 40 47 0
33 -77 -83 0
1 -48 55 0
-42 -78 -83 0
22 -78 83 0
-4 22 82 0
-17 48 -50 0
-19 -21 -64 0
1 55 79 0
-35 -54 58 0
45 70 95 0
51 60 0
-49 -51 -63 0
-32 -82 87 0
11 -19 -65 0
-29 57 -68 0
-23 89 -91 0
-13 -15 -54 0
9 -65 -90 0
