p cnf 86 723
10 19 28 37 46 54 71 79 0
1 20 29 47 72 0
2 11 39 48 56 81 0
3 12 57 82 0
4 22 50 58 66 83 0
6 24 33 42 68 76 0
43 52 60 85 0
8 17 61 86 0
-1 -11 2 0
-1 -12 3 0
-1 -13 4 0
-1 -14 5 0
-1 -15 6 0
-1 -16 7 0
-1 -17 8 0
-1 -18 9 0
-2 -20 1 0
-2 -21 3 0
-2 -22 4 0
-2 -23 5 0
-2 -24 6 0
-2 -25 7 0
-2 -26 8 0
-2 -27 9 0
-3 -29 1 0
-3 -30 2 0
-3 -31 4 0
-3 -32 5 0
-3 -33 6 0
-3 -34 7 0
-3 -35 8 0
-3 -36 9 0
-4 -38 1 0
-4 -39 2 0
-4 -40 3 0
-4 -41 5 0
-4 -42 6 0
-4 -43 7 0
-4 -44 8 0
-4 -45 9 0
-5 -47 1 0
-5 -48 2 0
-5 -49 3 0
-5 -50 4 0
-5 -51 6 0
-5 -52 7 0
-5 -53 9 0
-6 -55 1 0
-6 -56 2 0
-6 -57 3 0
-6 -58 4 0
-6 -59 5 0
-6 -60 7 0
-6 -61 8 0
-6 9 0
-7 -63 1 0
-7 -64 2 0
-7 -65 3 0
-7 -66 4 0
-7 -67 5 0
-7 -68 6 0
-7 -69 8 0
-7 -70 9 0
-8 -72 1 0
-8 -73 2 0
-8 -74 3 0
-8 -75 4 0
-8 5 0
-8 -76 6 0
-8 -77 7 0
-8 -78 9 0
-9 -80 1 0
-9 -81 2 0
-9 -82 3 0
-9 -83 4 0
-9 -84 5 0
-9 -85 7 0
-9 -86 8 0
-10 -2 11 0
-10 -3 12 0
-10 -4 13 0
-10 -5 14 0
-10 -6 15 0
-10 -7 16 0
-10 -8 17 0
-10 -9 18 0
-11 -19 10 0
-11 -21 12 0
-11 -22 13 0
-11 -23 14 0
-11 -24 15 0
-11 -25 16 0
-11 -26 17 0
-11 -27 18 0
-12 -28 10 0
-12 -30 11 0
-12 -31 13 0
-12 -32 14 0
-12 -33 15 0
-12 -34 16 0
-12 -35 17 0
-12 -36 18 0
-13 -37 10 0
-13 -39 11 0
-13 -40 12 0
-13 -41 14 0
-13 -42 15 0
-13 -43 16 0
-13 -44 17 0
-13 -45 18 0
-14 -46 10 0
-14 -48 11 0
-14 -49 12 0
-14 -50 13 0
-14 -51 15 0
-14 -52 16 0
-14 -53 18 0
-15 -54 10 0
-15 -56 11 0
-15 -57 12 0
