p cnf 98 395
45 -49 65 0
13 -48 -74 0
-10 35 -55 0
-9 31 -89 0
22 -29 30 0
2 -69 86 0
67 -86 -87 0
1 9 14 0
9 -35 -70 0
-39 -46 74 0
8 -61 83 0
12 48 -97 0
49 71 87 0
-5 -61 -72 0
-10 14 -84 0
-42 46 -95 0
-45 58 -75 0
14 -72 -74 0
26 58 -83 0
-19 -59 79 0
12 -34 58 0
3 -30 90 0
-58 78 -85 0
-10 -58 -77 0
-56 -63 0
-18 67 0
-12 -25 -93 0
22 -73 -75 0
31 51 -86 0
24 -56 -74 0
-36 -75 98 0
-9 16 59 0
-15 -75 -96 0
-7 68 -83 0
20 46 -96 0
39 52 95 0
20 24 -30 0
-46 -48 79 0
41 -67 0
-3 58 68 0
-44 -50 76 0
-8 30 -48 0
12 60 77 0
-4 34 60 0
1 -7 -20 0
-43 -56 60 0
14 41 0
65 -71 85 0
14 34 -86 0
-33 46 -91 0
8 -60 -95 0
26 75 -94 0
-8 57 -74 0
32 50 64 0
8 -14 -41 0
-30 -35 96 0
15 -59 -64 0
26 -39 -61 0
-36 74 88 0
30 -77 83 0
-5 -74 92 0
16 -49 58 0
15 -20 37 0
-27 31 -58 0
18 -28 31 0
-47 59 72 0
2 -96 -98 0
-42 57 -65 0
2 -48 -61 0
1 -66 -82 0
24 -79 98 0
6 -16 59 0
-41 -48 -53 0
21 37 54 0
29 36 73 0
-6 -43 -46 0
69 -93 -94 0
-5 56 -95 0
-5 -33 74 0
-28 -29 -90 0
29 -71 -95 0
-63 88 96 0
-39 74 75 0
-27 52 -65 0
-14 38 -90 0
-26 72 95 0
-24 -43 -81 0
2 46 -82 0
64 -94 96 0
44 63 -83 0
13 29 -58 0
-43 63 -91 0
15 -44 69 0
-54 -81 98 0
-20 -36 71 0
-12 27 0
34 -71 96 0
1 -55 81 0
-12 27 70 0
-82 -88 95 0
-62 -63 -77 0
-71 76 -94 0
18 -48 -50 0
-37 92 97 0
6 25 0
-31 44 58 0
8 62 -70 0
36 -92 97 0
-10 -40 -41 0
28 60 93 0
-57 62 68 0
-10 -72 97 0
-42 50 -79 0
-32 70 -73 0
-33 -43 -85 0
20 -87 90 0
-56 -89 91 0
3 51 -57 0
4 -22 79 0
17 -81 98 0
6 36 90 0
-21 -44 50 0
-2 -70 -86 0
2 8 14 0
37 -85 -96 0
51 66 77 0
21 -42 -83 0
5 13 -78 0
37 -53 -97 0
-7 -53 61 0
1 -68 -80 0
54 59 -65 0
72 77 89 0
28 -94 98 0
9 -29 -75 0
25 -77 -81 0
-54 72 -84 0
35 68 76 0
-2 -23 51 0
-21 56 66 0
-51 84 86 0
3 -13 43 0
25 -27 44 0
-9 -16 24 0
1 13 -89 0
-12 19 -41 0
54 62 75 0
-9 -17 -68 0
11 21 28 0
2 89 -94 0
-46 67 82 0
-26 -54 67 0
47 64 -82 0
36 75 79 0
-25 29 51 0
-62 -77 83 0
-49 -67 -87 0
-47 -62 -76 0
25 28 -76 0
3 88 -91 0
-41 -83 -94 0
19 22 89 0
-56 60 79 0
-47 -50 73 0
-1 53 59 0
-6 -45 66 0
8 -21 -40 0
46 -81 -93 0
-4 13 -67 0
-28 -66 -96 0
22 -37 83 0
39 -54 91 0
15 25 -86 0
15 28 -56 0
45 -78 98 0
20 40 -95 0
11 -31 69 0
-43 69 -90 0
6 74 -80 0
3 -67 -87 0
-3 -25 0
58 -70 89 0
43 -59 -88 0
-57 -83 -98 0
13 -38 -41 0
-24 70 -95 0
56 61 83 0
7 -71 83 0
16 -46 -79 0
40 -46 -95 0
24 34 73 0
23 72 -90 0
13 -59 -72 0
36 69 0
16 -54 61 0
27 -86 94 0
-24 -58 -77 0
-21 54 0
47 49 -87 0
34 -38 91 0
72 74 -93 0
56 64 -95 0
15 -72 92 0
3 -9 58 0
-55 -65 71 0
31 -33 -77 0
-22 -91 -92 0
7 -17 43 0
5 -60 -74 0
35 -86 -89 0
41 52 -80 0
52 72 92 0
19 33 -70 0
-9 -39 -85 0
-9 -30 84 0
-15 -32 94 0
3 8 -98 0
-18 -61 68 0
2 -16 65 0
-38 -46 -73 0
24 -73 89 0
9 59 80 0
45 -57 89 0
-15 35 -57 0
-10 -54 -59 0
-37 54 85 0
24 59 -80 0
-8 -27 49 0
22 -58 -77 0
34 36 91 0
26 -33 -42 0
-5 -40 62 0
-35 50 72 0
36 83 -94 0
14 58 -70 0
-66 85 -89 0
25 77 92 0
-1 26 83 0
-21 -61 -91 0
-15 -21 -68 0
14 64 78 0
-17 -71 -78 0
-23 -47 87 0
-10 -70 -90 0
-41 -62 67 0
-1 69 79 0
57 68 69 0
27 32 80 0
3 5 -18 0
-4 -36 -66 0
-4 20 60 0
-2 31 -60 0
55 96 0
-27 -46 -71 0
19 23 84 0
-19 -28 -53 0
20 -35 96 0
45 -60 70 0
-8 16 70 0
27 -28 69 0
28 -75 85 0
3 -93 -96 0
3 60 -98 0
-18 36 51 0
-40 -77 -94 0
-11 35 -68 0
25 -38 94 0
7 34 50 0
36 -62 -89 0
-25 56 -95 0
24 -42 -72 0
18 -92 97 0
16 30 -98 0
-31 -55 83 0
-30 55 93 0
-11 21 72 0
-10 37 90 0
14 75 -95 0
-20 -21 -34 0
-14 65 -92 0
57 -88 0
-15 -34 60 0
-39 -74 85 0
57 -67 97 0
2 53 97 0
5 -22 57 0
18 66 73 0
-25 -52 93 0
-5 -21 -91 0
22 -85 90 0
-16 79 80 0
6 -14 67 0
18 46 -70 0
-18 20 -39 0
64 -67 -73 0
-11 -30 31 0
3 -36 63 0
32 46 61 0
59 62 -73 0
10 -39 41 0
17 69 97 0
14 67 -96 0
21 30 60 0
35 -94 -95 0
21 51 53 0
-14 -42 92 0
18 -60 78 0
16 39 73 0
-4 -22 52 0
-5 17 -66 0
22 -55 -70 0
11 -59 94 0
16 23 -61 0
-8 15 -34 0
-22 29 97 0
55 73 -94 0
-1 7 -22 0
-8 33 -98 0
-21 -57 -62 0
-4 -77 -93 0
-63 83 -95 0
-2 64 -93 0
15 -74 87 0
16 -17 43 0
16 41 -94 0
-1 -20 47 0
-32 -64 -88 0
1 68 69 0
-37 40 -60 0
13 -39 91 0
-30 -55 63 0
-3 -46 67 0
-40 -43 -50 0
41 92 -97 0
73 -90 0
12 32 -53 0
-4 -31 68 0
38 -60 -88 0
31 -87 96 0
-33 72 86 0
14 -56 86 0
23 -37 47 0
15 55 -64 0
52 79 96 0
-9 39 68 0
46 54 69 0
-8 -54 -64 0
37 57 80 0
-49 52 67 0
-4 -90 95 0
-9 50 -88 0
-9 -19 -32 0
-1 16 -58 0
20 -48 -64 0
-9 39 41 0
52 75 -81 0
-46 -63 -75 0
-44 71 -87 0
46 77 0
64 -87 -97 0
-6 -8 95 0
-47 -83 -90 0
-3 19 -41 0
-19 48 0
30 -51 -59 0
-29 32 50 0
39 43 -82 0
-8 65 72 0
6 50 -86 0
17 -40 -60 0
42 78 0
14 31 47 0
-12 51 82 0
52 -87 -96 0
56 64 91 0
-12 -54 70 0
-6 21 -27 0
16 -39 44 0
-28 -37 53 0
-53 -87 -98 0
-3 -34 39 0
23 -64 -84 0
-5 -20 28 0
-47 79 -97 0
22 -37 -41 0
-30 75 -90 0
36 55 91 0
27 -80 -92 0
8 -31 -80 0
-4 -30 79 0
-23 -58 -97 0
-30 46 -57 0
-27 -78 85 0
-4 -52 65 0
51 -54 -68 0
