p cnf 95 374
4 -57 94 0
14 17 66 0
13 -24 73 0
-13 60 65 0
-5 70 -86 0
-52 79 85 0
5 -38 -44 0
38 -42 -79 0
30 79 -90 0
4 -26 -78 0
-5 10 -23 0
21 65 -72 0
-53 -88 -95 0
-27 49 -94 0
3 5 72 0
13 39 74 0
-4 55 66 0
-55 60 95 0
11 42 -67 0
-3 -43 60 0
-17 -43 92 0
-26 36 -92 0
1 31 76 0
-22 -73 0
-39 -40 -66 0
5 -28 43 0
36 -40 -68 0
-45 -46 95 0
14 -70 -90 0
-19 -64 -83 0
53 -59 -64 0
27 -29 -87 0
-6 -63 0
13 -29 0
11 63 70 0
17 -23 -28 0
-47 53 -93 0
28 36 40 0
-3 48 71 0
61 87 -93 0
15 -32 -50 0
-30 63 -67 0
-7 -16 -43 0
-47 -57 85 0
57 -62 95 0
23 55 89 0
1 21 -73 0
6 -49 -53 0
15 34 -56 0
6 -19 87 0
58 89 92 0
-5 52 84 0
-40 -67 -76 0
-35 73 -88 0
-49 66 -86 0
-1 -6 -39 0
-13 26 75 0
6 -71 -94 0
53 54 -57 0
-17 24 31 0
8 67 -75 0
3 39 54 0
2 -73 -79 0
-54 68 74 0
-3 -5 93 0
3 -34 -79 0
6 12 -51 0
6 -58 64 0
17 41 45 0
1 2 -28 0
42 -64 0
3 61 -78 0
-1 -16 0
39 87 89 0
55 72 83 0
5 -65 -94 0
-32 -38 64 0
41 42 63 0
12 -77 -78 0
2 -35 61 0
17 -50 -82 0
-9 -28 65 0
-39 -65 74 0
23 -84 -90 0
-6 18 -24 0
-70 -81 -87 0
-27 31 -45 0
52 58 71 0
-50 -54 94 0
-47 -65 -67 0
29 95 0
-8 31 95 0
-46 -74 -85 0
-3 68 -78 0
-3 39 -52 0
-33 56 0
40 70 -79 0
14 71 90 0
-10 24 56 0
-7 -10 90 0
-7 28 -92 0
33 34 86 0
54 -57 77 0
-49 -86 -88 0
15 40 73 0
-3 55 68 0
24 -57 -89 0
-10 -28 -36 0
-18 79 -86 0
-2 6 81 0
-13 69 90 0
45 68 -80 0
32 -54 0
25 82 0
-13 78 -86 0
53 82 -89 0
-36 58 -74 0
18 -29 87 0
35 -79 -92 0
7 13 47 0
-20 37 62 0
14 60 89 0
28 -33 37 0
1 -32 95 0
-12 -44 -79 0
-44 57 59 0
-19 -70 82 0
6 -19 -66 0
-2 20 -72 0
33 79 88 0
-12 27 82 0
30 -40 -68 0
-8 -11 72 0
-15 -20 -33 0
4 7 -10 0
-15 44 -65 0
23 -65 -82 0
41 42 -50 0
-39 -90 95 0
-7 16 -58 0
-49 -51 -93 0
19 47 0
18 -52 66 0
28 -38 -88 0
-33 -79 0
-51 -81 83 0
53 81 -94 0
-15 -83 -90 0
-52 -78 -92 0
-46 -56 -74 0
18 -38 89 0
-34 -49 59 0
-33 58 0
11 31 -50 0
56 -75 -86 0
-47 -50 58 0
-20 -83 92 0
