p cnf 95 370
-25 -37 -55 0
23 -48 -56 0
-16 -48 -62 0
23 -50 70 0
10 55 84 0
-61 -80 86 0
27 45 -55 0
11 12 -95 0
7 12 25 0
7 -33 -71 0
-22 30 49 0
-52 83 -89 0
-20 43 -82 0
-26 -53 -56 0
-18 -62 -64 0
26 43 0
22 24 -80 0
-8 37 -77 0
24 37 56 0
29 -41 54 0
5 68 87 0
27 36 92 0
-55 -93 95 0
34 57 -89 0
-2 -36 -95 0
-34 55 66 0
-68 80 93 0
-6 31 -79 0
-24 -39 73 0
-11 -70 88 0
5 84 91 0
-45 62 -67 0
-35 75 95 0
18 -49 64 0
-23 43 93 0
-82 87 -90 0
25 -51 -57 0
3 -13 63 0
11 -18 -90 0
1 -20 -70 0
1 -69 -94 0
-47 -63 79 0
-23 -56 60 0
18 -61 -94 0
-3 -6 89 0
-10 -12 -90 0
17 -26 -89 0
13 -68 83 0
-50 60 0
-10 28 59 0
-8 -23 -57 0
-1 16 -44 0
-4 49 87 0
5 -17 39 0
-48 -53 -66 0
-51 64 68 0
-3 -31 85 0
14 -89 92 0
-61 66 -79 0
-8 34 -54 0
53 80 87 0
-36 -59 69 0
-46 81 94 0
-21 -39 62 0
-10 -46 51 0
-7 24 -55 0
-6 30 -89 0
-40 -59 -76 0
4 18 -77 0
12 36 -83 0
-40 -48 -62 0
43 63 79 0
-10 28 43 0
26 -37 67 0
65 77 83 0
-19 88 0
-28 -93 0
-7 10 72 0
25 -34 -58 0
30 39 58 0
40 -69 -72 0
-22 75 95 0
-61 -66 85 0
42 -68 87 0
-22 -38 -69 0
-51 -62 -76 0
-1 -44 -64 0
14 -21 -24 0
-4 21 63 0
-25 55 64 0
25 50 55 0
-11 -49 75 0
-37 -62 79 0
-14 33 -95 0
34 -54 93 0
15 69 70 0
-13 -18 -59 0
-35 42 -54 0
-4 41 -45 0
15 -34 -85 0
-25 39 -84 0
-23 53 83 0
-26 -48 -66 0
-10 35 -75 0
-28 -57 -92 0
11 17 35 0
-2 7 -21 0
43 -82 -87 0
14 42 61 0
-30 -65 -89 0
-15 23 44 0
-46 53 -89 0
-16 -69 -83 0
21 -26 37 0
-2 -15 94 0
55 69 -81 0
-47 -54 -83 0
54 -67 82 0
-27 63 77 0
-2 -49 -68 0
-32 80 0
-60 78 85 0
7 -24 -65 0
-13 -19 -95 0
-12 -48 0
9 14 79 0
-29 61 94 0
-19 21 0
30 42 73 0
6 30 -62 0
-24 64 -88 0
1 -21 -29 0
-4 30 40 0
28 57 83 0
45 74 81 0
20 27 44 0
27 85 -87 0
11 -21 -84 0
-17 -24 40 0
26 33 -64 0
-17 18 -74 0
-33 -48 75 0
-42 68 95 0
11 -55 79 0
16 -35 92 0
-48 71 87 0
17 63 -88 0
30 61 95 0
-38 57 -88 0
30 -72 78 0
25 41 -85 0
7 -52 94 0
31 -40 -44 0
10 -24 30 0
-12 -91 0
-2 -19 -22 0
22 58 -78 0
-16 -79 94 0
9 36 -84 0
-43 -48 84 0
22 55 -85 0
5 7 15 0
27 -80 95 0
1 26 0
6 13 -41 0
44 69 -76 0
-14 84 89 0
11 -59 95 0
10 -34 0
20 58 66 0
19 47 77 0
-7 -13 -86 0
-14 -66 -85 0
39 -75 0
-19 45 -50 0
3 -67 76 0
30 45 -68 0
-15 -27 -73 0
23 -73 -86 0
21 24 72 0
43 -45 -94 0
-19 -25 74 0
9 78 -79 0
-44 51 -90 0
-16 -28 -60 0
42 -71 -87 0
-8 14 44 0
-6 -50 -75 0
-9 -62 -72 0
20 -50 94 0
58 79 -82 0
-14 68 78 0
-54 65 -95 0
-3 10 71 0
-25 49 -87 0
26 -59 85 0
24 -43 -73 0
3 -80 -84 0
-14 31 -34 0
-13 38 78 0
-53 89 93 0
-55 -83 -88 0
-32 -38 56 0
-1 80 -84 0
46 80 87 0
18 -73 78 0
-26 -78 0
-49 65 89 0
13 -25 0
-31 70 -74 0
27 -31 -80 0
-21 26 -30 0
27 39 61 0
38 64 75 0
-11 -48 67 0
-38 -65 -72 0
10 -76 -90 0
2 -7 -87 0
-4 24 85 0
-5 48 -51 0
25 55 -95 0
9 -10 50 0
-21 27 -46 0
12 69 -88 0
64 -79 0
49 -50 -75 0
-8 24 25 0
-1 -76 -86 0
-67 -82 95 0
-51 54 60 0
7 -9 16 0
42 -55 -82 0
37 -74 93 0
-36 68 72 0
7 -50 61 0
1 -15 76 0
-16 65 84 0
-5 29 57 0
-8 -25 0
76 -85 -87 0
14 -29 -31 0
-44 -45 46 0
-44 -88 91 0
-26 86 87 0
-12 13 -78 0
-11 -19 -20 0
33 42 -44 0
-15 41 80 0
-18 39 41 0
-49 66 -78 0
-51 91 0
-6 37 -49 0
-11 26 48 0
-13 -18 65 0
-20 49 -61 0
-5 33 52 0
-7 80 83 0
21 64 0
6 75 -80 0
-26 55 95 0
-1 30 -70 0
-16 -43 65 0
-9 68 -92 0
57 -82 94 0
-9 -63 -83 0
22 53 85 0
49 64 77 0
9 -81 88 0
-47 -56 93 0
-5 -36 -46 0
37 -63 83 0
-23 71 -81 0
46 -47 -75 0
1 -63 87 0
50 -76 -87 0
1 -6 42 0
24 -64 -87 0
41 -59 0
-34 -40 44 0
48 52 59 0
5 -11 -58 0
-1 -12 -73 0
-9 21 68 0
-31 32 -58 0
-48 -73 -78 0
9 43 46 0
7 -59 89 0
5 39 -59 0
14 -71 -89 0
-30 -31 60 0
48 65 -93 0
22 -61 -77 0
-29 -46 69 0
8 -59 -71 0
-36 75 -78 0
7 25 92 0
30 43 -87 0
-3 58 62 0
46 -49 -59 0
13 20 88 0
-5 -54 -66 0
-46 47 66 0
2 -29 -67 0
-67 68 -95 0
12 -28 -65 0
19 -66 -75 0
19 43 -62 0
-4 -5 -37 0
12 -24 -27 0
36 75 -92 0
-11 -57 71 0
-10 19 -93 0
-25 -79 91 0
-5 -18 40 0
20 -69 -85 0
-26 51 84 0
2 -34 -61 0
14 49 84 0
-27 58 -65 0
49 -67 73 0
4 86 91 0
-43 -44 -61 0
7 40 -41 0
3 -40 -51 0
-7 -60 -85 0
22 -34 92 0
-7 -16 -60 0
-11 -13 74 0
-29 -42 -65 0
10 -12 70 0
41 58 79 0
-12 -55 0
-29 84 -89 0
57 -76 91 0
-8 21 -94 0
8 -18 -80 0
23 -42 43 0
15 -37 63 0
17 -56 80 0
10 -58 -94 0
-8 -74 82 0
9 -31 62 0
3 19 66 0
7 -37 78 0
-1 -91 0
-19 69 -80 0
-42 75 -84 0
-1 -18 58 0
-23 28 -86 0
59 -84 87 0
1 -22 64 0
67 88 0
1 43 -63 0
-18 -47 -70 0
36 -62 -70 0
18 21 -88 0
-5 -67 -83 0
-59 -63 -83 0
-45 66 0
28 -53 -64 0
-30 60 -94 0
-3 -45 -84 0
-53 67 73 0
-19 41 43 0
-18 -85 93 0
25 -32 -87 0
54 56 0
12 -15 -84 0
-43 -77 87 0
41 -67 -82 0
