p cnf 89 303
-37 -46 83 0
1 -21 -46 0
-10 25 50 0
33 -42 67 0
29 65 81 0
8 -12 -31 0
34 78 88 0
-27 52 -81 0
-10 48 -67 0
-13 -69 0
-13 -21 -52 0
10 -21 43 0
-22 23 65 0
7 -8 -61 0
40 59 -68 0
-33 -82 0
-23 59 75 0
60 -66 67 0
30 54 85 0
6 9 -39 0
12 13 35 0
5 55 -64 0
21 -45 81 0
-38 -42 -71 0
-15 -22 82 0
2 42 -72 0
-33 -69 -76 0
-8 66 0
-11 16 -19 0
17 -40 41 0
-6 -46 88 0
-1 2 48 0
29 -48 64 0
-39 54 -71 0
22 28 -86 0
-7 16 63 0
60 68 86 0
30 48 0
11 -62 83 0
4 -67 88 0
-31 33 54 0
7 -23 49 0
24 50 -68 0
39 40 -54 0
4 21 -51 0
-2 -50 -54 0
-29 -41 63 0
34 63 67 0
-19 70 -79 0
51 -62 -77 0
-3 -13 -70 0
-1 2 -57 0
-43 -85 87 0
-29 66 87 0
-4 -56 -81 0
25 -51 70 0
-6 -27 -60 0
-25 79 85 0
-1 -26 55 0
41 47 85 0
-2 31 44 0
64 -81 88 0
6 41 55 0
62 -72 -89 0
-15 37 0
-4 -21 0
27 -68 -75 0
38 57 -88 0
-2 -3 30 0
-16 -17 47 0
-20 46 48 0
31 54 80 0
-3 18 78 0
-22 81 0
1 19 22 0
28 77 86 0
-31 41 68 0
-1 12 0
-26 46 -55 0
-12 49 67 0
-41 -44 -47 0
-6 68 -81 0
-39 67 81 0
-3 -21 -68 0
34 -47 51 0
47 53 -58 0
-4 65 84 0
-9 59 66 0
-47 -53 -81 0
21 -32 -39 0
18 -60 72 0
-61 -75 0
-3 12 -46 0
-9 16 -68 0
7 62 76 0
26 -66 -74 0
18 -53 -64 0
2 -29 40 0
-49 76 -89 0
4 -74 79 0
12 15 -33 0
67 -88 -89 0
26 79 -89 0
-38 -44 80 0
-28 38 -88 0
3 33 -86 0
17 46 -59 0
4 21 -43 0
3 -68 80 0
-10 -27 64 0
3 -37 -53 0
-17 27 0
-4 -87 0
77 84 86 0
-34 82 87 0
10 -12 -31 0
-5 -24 -61 0
-1 -20 -51 0
5 47 -60 0
-2 63 -87 0
-1 -12 52 0
20 32 53 0
-36 82 83 0
-2 52 -58 0
-1 -13 -27 0
-27 48 -49 0
-1 39 -42 0
-22 51 71 0
3 -61 86 0
28 31 43 0
-7 83 87 0
1 60 73 0
40 54 56 0
-36 -49 -54 0
-10 21 -73 0
-6 16 -42 0
33 -49 -60 0
58 74 0
-8 -20 45 0
9 -49 -76 0
1 -21 -82 0
4 -10 38 0
-16 -21 -33 0
-14 -23 46 0
-7 -16 -20 0
-17 -28 81 0
-53 -70 81 0
-12 19 -87 0
12 31 41 0
12 21 38 0
-77 -79 -84 0
8 -19 -43 0
7 -24 59 0
-3 5 50 0
-21 -31 -80 0
2 10 29 0
-46 -72 -76 0
-26 -48 -50 0
