p cnf 90 315
39 -58 -75 0
-6 -20 -52 0
17 31 -69 0
-35 38 -39 0
64 72 75 0
8 51 -52 0
60 77 -81 0
1 18 -49 0
-21 67 -86 0
62 63 84 0
-25 -89 -90 0
-27 69 80 0
7 -68 -77 0
-30 -31 -42 0
-29 50 -81 0
32 54 -86 0
46 56 -89 0
-12 33 35 0
19 38 -65 0
-9 -26 -66 0
29 -63 86 0
-23 35 70 0
-15 26 75 0
57 -65 74 0
20 41 63 0
-3 -13 -49 0
-20 -64 -67 0
44 -88 0
50 57 -63 0
-46 47 -75 0
52 -71 -79 0
35 -45 71 0
44 -45 69 0
-37 -38 55 0
-20 -34 87 0
13 -53 -88 0
45 83 -90 0
-77 81 86 0
-48 -71 86 0
22 -27 0
-67 -72 0
44 74 -85 0
66 69 -83 0
4 -6 -53 0
-23 30 54 0
-2 -69 -73 0
-26 -61 82 0
-53 -75 -78 0
-24 26 -71 0
-3 29 84 0
-5 6 9 0
2 -29 -83 0
-18 57 75 0
-21 -26 81 0
-47 52 -82 0
-15 57 0
-4 11 76 0
-18 40 -43 0
23 -24 79 0
68 -80 0
-4 -21 46 0
-22 -80 -83 0
-45 -52 -68 0
-3 -24 -73 0
-40 -48 59 0
-5 -47 0
-31 79 84 0
30 -46 66 0
-7 44 76 0
35 58 66 0
-17 -60 89 0
-25 -54 56 0
-7 19 -81 0
7 -10 -84 0
4 -14 47 0
58 -81 89 0
-29 -73 89 0
11 -21 46 0
37 40 -45 0
-18 40 46 0
-5 -8 16 0
-5 12 -71 0
12 -34 -55 0
15 -34 -38 0
-31 65 73 0
63 -87 -90 0
28 33 -53 0
27 73 -87 0
-19 46 64 0
-34 60 -64 0
-55 58 -59 0
31 -86 0
-49 50 -88 0
4 24 -35 0
54 66 79 0
-11 -37 0
21 33 89 0
3 50 72 0
-34 35 -56 0
-62 -85 0
-51 63 -65 0
-62 -63 -84 0
-4 -34 -35 0
-44 -54 -72 0
58 79 0
-72 77 -90 0
51 62 76 0
8 10 -15 0
-35 -67 -80 0
26 -33 -82 0
40 -44 0
-22 -30 40 0
58 -62 -75 0
-37 -58 -71 0
-7 -26 -42 0
-16 -49 50 0
57 78 84 0
27 46 -71 0
7 33 -60 0
30 66 -85 0
-39 42 58 0
-25 -29 69 0
-40 -42 60 0
-2 3 -65 0
21 -26 67 0
67 -69 82 0
21 -40 -77 0
-37 49 90 0
11 26 46 0
-6 -10 -73 0
14 -50 -73 0
26 -27 -36 0
6 -54 -83 0
-4 50 61 0
-39 -55 -64 0
40 44 57 0
-16 76 83 0
54 -83 0
-1 -40 66 0
32 67 -83 0
11 -50 74 0
5 -11 31 0
-28 35 72 0
-2 -27 37 0
-2 -5 14 0
1 41 62 0
-39 -52 -53 0
-11 36 39 0
49 74 85 0
10 22 40 0
-35 52 72 0
19 69 83 0
51 -79 89 0
-30 -82 89 0
4 57 61 0
14 20 42 0
14 30 -56 0
39 -77 -81 0
27 40 51 0
53 -64 72 0
-20 35 -61 0
5 -44 -69 0
-44 -46 -63 0
36 -58 81 0
9 25 41 0
-14 22 -47 0
-20 60 0
21 22 24 0
-33 36 72 0
6 49 -81 0
-14 17 -52 0
-39 -42 -62 0
-9 81 -84 0
5 -7 88 0
-16 29 72 0
56 -61 -89 0
16 -18 0
-40 46 73 0
31 -34 -56 0
-1 24 28 0
-4 -9 -59 0
-41 42 81 0
-42 86 0
-12 -32 77 0
-4 -83 85 0
-19 -30 -83 0
-1 54 -84 0
-10 -22 52 0
22 -66 -76 0
-14 -88 0
25 65 74 0
-56 -61 -88 0
29 45 53 0
-11 -60 -75 0
31 75 -77 0
-2 8 -36 0
-48 49 -72 0
-28 -33 39 0
-14 -59 87 0
-5 -16 -42 0
-54 -59 -75 0
-11 -38 85 0
-11 -43 51 0
-19 -25 56 0
-13 16 23 0
-16 26 50 0
-36 -62 0
-2 -23 -41 0
14 -81 83 0
-7 -36 -49 0
-10 52 -62 0
15 20 -44 0
9 15 -70 0
13 -39 86 0
49 62 75 0
-6 -32 0
-21 83 -90 0
-25 -41 42 0
-12 -52 -77 0
29 -56 68 0
-38 -39 -70 0
30 -37 62 0
-28 -69 -70 0
-7 -12 24 0
-7 -13 62 0
-4 -29 70 0
-25 -26 -49 0
-33 72 74 0
8 -71 88 0
12 47 -85 0
-23 -24 -29 0
1 -30 90 0
18 -27 53 0
61 -81 84 0
8 -29 -42 0
7 -12 -35 0
-1 -55 -74 0
30 -51 -62 0
-2 35 55 0
-26 37 -69 0
14 -75 81 0
14 51 68 0
6 -29 -70 0
18 31 -40 0
-24 -71 0
31 65 68 0
37 78 0
-1 63 64 0
-27 63 75 0
33 -48 -53 0
-3 75 -88 0
10 -12 36 0
20 22 37 0
-15 -48 64 0
49 -54 -55 0
-32 34 -75 0
