p cnf 90 305
-54 -66 -69 0
1 20 62 0
27 -29 -41 0
2 42 -78 0
65 -82 -83 0
53 60 -72 0
21 25 80 0
25 44 63 0
-16 35 -39 0
4 29 73 0
-6 -23 -55 0
52 -61 90 0
13 -49 -78 0
10 -63 -70 0
-16 39 0
62 76 -80 0
-32 -40 71 0
-34 -38 -56 0
-33 -50 0
-24 -72 80 0
-20 -23 85 0
-13 -48 -81 0
-13 48 70 0
9 73 -87 0
25 45 50 0
-1 13 -26 0
-20 -29 30 0
24 -34 -82 0
-10 48 -64 0
26 -33 86 0
30 70 -71 0
-34 53 -59 0
-70 85 90 0
19 26 56 0
-21 36 48 0
12 -21 -68 0
-17 33 0
-21 77 -88 0
-40 -56 -79 0
-53 -68 -79 0
24 -56 -74 0
-14 57 85 0
-40 49 65 0
-6 27 31 0
32 -80 88 0
-39 -83 86 0
-8 -23 29 0
11 -25 -68 0
-54 77 -85 0
-19 -41 -51 0
-41 -88 0
4 11 88 0
9 27 -55 0
-22 23 52 0
5 64 71 0
32 46 0
-16 70 -73 0
-60 65 89 0
-15 57 77 0
-61 63 78 0
-10 51 74 0
-32 77 89 0
24 70 86 0
-16 17 -67 0
-10 -16 67 0
10 30 42 0
-35 43 -83 0
-58 -60 -81 0
22 26 90 0
-25 39 51 0
-39 57 -90 0
-31 -90 0
5 -72 -75 0
7 -21 77 0
21 -35 50 0
35 -40 49 0
-10 28 -62 0
1 5 64 0
-47 70 74 0
-1 -20 38 0
36 75 -77 0
-3 38 -56 0
37 -44 73 0
25 -41 58 0
2 63 66 0
-12 -13 45 0
8 -25 74 0
-19 60 -79 0
9 24 39 0
23 -24 45 0
19 45 57 0
36 49 -71 0
-40 -55 70 0
-8 -9 -85 0
34 -51 -63 0
-72 -87 89 0
39 41 -87 0
23 46 -90 0
-7 -8 -65 0
-16 25 -75 0
-53 64 72 0
-3 -42 57 0
19 -67 -77 0
-38 -48 74 0
30 40 -79 0
-32 59 85 0
23 31 0
41 81 -88 0
-73 74 87 0
-2 -44 47 0
5 -29 -50 0
-37 81 0
10 23 58 0
51 82 0
-11 24 71 0
41 68 74 0
4 -15 -62 0
-63 -75 -82 0
2 -7 20 0
30 57 85 0
-10 -48 -53 0
58 61 63 0
-38 73 0
-19 27 -39 0
4 -46 -85 0
-10 -70 -80 0
-78 82 89 0
-11 37 65 0
-9 55 -81 0
-9 -46 49 0
-14 -78 88 0
-10 38 76 0
34 -54 0
30 39 -49 0
24 43 -70 0
-22 -43 0
-19 -25 76 0
2 4 45 0
-11 -17 -40 0
8 31 -62 0
-31 50 -82 0
-5 20 -30 0
7 -30 -36 0
-50 -65 67 0
14 21 -49 0
3 -62 -84 0
-67 83 0
-33 -52 77 0
-40 -44 74 0
-25 48 57 0
-7 66 68 0
28 -34 -51 0
65 -70 0
50 -81 0
10 36 -55 0
21 -43 -65 0
-27 -44 -89 0
48 -64 0
-18 33 90 0
-31 41 0
37 -49 -60 0
10 -51 72 0
22 29 -44 0
3 -4 10 0
4 5 75 0
-31 33 -69 0
36 64 -76 0
-21 -59 -70 0
-15 -66 -90 0
20 29 36 0
18 -34 82 0
3 -53 -78 0
-2 16 82 0
-54 60 63 0
-8 18 78 0
33 48 -85 0
-12 -49 -64 0
29 39 -76 0
25 68 0
38 -39 60 0
-10 -45 86 0
-10 -58 73 0
-7 31 -46 0
33 59 -84 0
-23 -27 -31 0
15 -28 84 0
-44 -60 -73 0
13 20 37 0
9 73 -85 0
37 -42 -68 0
6 30 -57 0
3 4 -37 0
-43 52 0
-45 -63 -88 0
14 -63 85 0
28 50 -85 0
11 32 -79 0
-15 30 58 0
32 89 0
74 78 88 0
-2 -4 -17 0
-59 -67 78 0
42 55 -80 0
11 59 0
3 -67 78 0
-3 19 31 0
18 -48 -84 0
26 28 90 0
3 18 -20 0
-42 54 79 0
-15 83 0
5 -23 25 0
14 54 -74 0
30 66 -76 0
-35 -82 -84 0
8 -30 -73 0
23 43 0
-3 62 66 0
8 44 75 0
4 -8 -45 0
-52 77 -82 0
21 28 58 0
20 31 -70 0
-9 13 -28 0
19 75 0
10 12 88 0
24 30 -90 0
-13 22 -30 0
6 -48 56 0
-19 31 89 0
2 -21 -24 0
40 -51 -74 0
39 53 -74 0
-17 -63 65 0
5 -25 39 0
-7 17 -39 0
-7 26 37 0
41 82 0
-34 41 90 0
13 -23 76 0
-21 -25 87 0
9 -47 -56 0
-24 58 69 0
22 72 86 0
11 46 -63 0
15 71 83 0
-46 -59 90 0
56 -70 0
8 17 -31 0
16 -77 -88 0
50 51 69 0
13 -15 21 0
26 31 -77 0
-7 23 72 0
29 45 60 0
-65 -74 77 0
-15 33 -49 0
8 19 -88 0
-10 53 63 0
21 43 71 0
3 5 -34 0
65 -68 -70 0
-14 74 79 0
-2 42 -87 0
8 10 -73 0
-46 -75 -79 0
42 -46 76 0
-6 53 59 0
-34 46 87 0
34 42 57 0
39 66 0
-58 -87 0
53 -61 -81 0
-18 -66 0
44 75 -81 0
-14 -74 -88 0
-20 64 82 0
49 55 70 0
-18 21 -36 0
12 -20 -54 0
-4 28 54 0
17 24 -55 0
34 -54 65 0
-16 -19 88 0
20 -41 55 0
2 11 -47 0
-28 46 -77 0
63 78 0
-14 64 -77 0
27 -45 84 0
-23 76 87 0
-20 -55 -89 0
20 63 72 0
-67 78 -82 0
12 30 89 0
26 55 0
-3 22 42 0
51 52 74 0
7 72 86 0
-37 64 84 0
28 -48 81 0
42 -74 -82 0
-3 41 -60 0
-58 66 69 0
-50 57 63 0
