p cnf 94 360
32 -45 -51 0
33 35 -77 0
32 77 -94 0
2 33 0
-21 -24 35 0
14 -26 45 0
-13 33 -85 0
4 -26 -72 0
27 52 78 0
4 20 86 0
35 50 80 0
24 -62 73 0
24 -60 79 0
47 -60 -72 0
2 -20 49 0
-63 -87 0
4 27 -42 0
37 -60 84 0
5 -12 -53 0
-4 -60 -72 0
24 -65 70 0
-19 28 54 0
3 5 -15 0
5 -15 23 0
-35 48 -65 0
15 -20 -56 0
-13 -64 73 0
4 30 -68 0
-38 52 53 0
3 -59 -81 0
-36 -61 74 0
-29 63 69 0
24 -44 67 0
-6 21 -73 0
46 53 85 0
-7 -53 70 0
-9 23 -47 0
-2 -50 84 0
-50 59 72 0
-4 -7 39 0
-18 -35 -93 0
-13 18 38 0
-13 18 56 0
35 -55 72 0
37 -51 -84 0
30 51 -83 0
-3 10 41 0
13 60 93 0
-3 56 74 0
37 74 83 0
-7 -62 79 0
-7 -58 77 0
-1 -60 70 0
41 63 0
-19 74 -79 0
19 20 56 0
-30 47 -83 0
27 -59 87 0
-18 -25 46 0
6 -27 36 0
-6 -55 -73 0
14 51 -56 0
-55 -58 -74 0
18 45 -70 0
7 28 -48 0
-21 53 68 0
9 44 -53 0
48 -69 81 0
-17 -29 0
5 -6 64 0
-24 25 -26 0
8 -29 -67 0
41 -50 -72 0
-10 29 69 0
-48 78 92 0
29 72 78 0
-11 -73 -83 0
10 -28 -61 0
-5 65 88 0
-33 -36 -67 0
-21 -38 41 0
45 -54 65 0
6 7 -26 0
-43 62 78 0
-50 63 76 0
-14 -20 36 0
-1 82 -89 0
55 -71 72 0
-2 -55 -56 0
31 -61 -91 0
-72 76 88 0
-10 36 54 0
-14 71 -92 0
54 -60 -70 0
16 -56 -65 0
-57 84 88 0
-4 -29 -50 0
-17 -35 -61 0
30 66 0
-12 48 92 0
-9 -14 -79 0
2 -30 -41 0
-2 23 68 0
-5 -46 88 0
-14 -71 0
-14 40 90 0
-14 -23 81 0
-1 13 -62 0
-23 -56 85 0
-76 78 81 0
1 -5 -41 0
33 -39 47 0
50 -90 0
26 47 68 0
-49 -71 -80 0
22 31 -63 0
34 -65 -82 0
33 -54 85 0
9 -49 -92 0
-6 -53 -91 0
4 54 68 0
7 -33 -79 0
-45 -69 81 0
2 12 -86 0
-12 19 43 0
-42 -45 -71 0
-6 -26 71 0
34 -62 -77 0
20 44 -46 0
53 -71 0
-4 49 -67 0
-52 -88 91 0
-35 -67 -70 0
2 -9 60 0
-39 41 80 0
48 49 79 0
-6 -67 75 0
4 -20 -74 0
-2 -36 37 0
45 58 77 0
-9 -42 -74 0
53 62 -65 0
-4 38 -52 0
-38 -58 78 0
37 -49 -94 0
-5 -18 64 0
-31 35 0
-29 50 93 0
-34 -46 -61 0
7 -46 94 0
22 33 77 0
-25 51 60 0
-44 -58 -61 0
-23 -72 86 0
25 71 76 0
-35 -77 78 0
36 70 86 0
-2 -57 72 0
7 -12 -67 0
-56 -64 -87 0
-58 59 -61 0
-17 -52 -76 0
6 15 -23 0
-3 -31 81 0
-16 61 -70 0
12 -35 0
23 -52 -60 0
-34 49 69 0
15 74 76 0
-24 42 -54 0
-38 -41 -62 0
-48 -52 0
58 -78 84 0
-26 -27 54 0
-1 14 -21 0
5 -6 -38 0
15 -60 -80 0
-18 -23 -37 0
-27 58 -64 0
11 -80 84 0
19 -58 -75 0
-66 69 70 0
-5 -36 -60 0
9 15 -30 0
34 64 -86 0
-8 -10 -50 0
-34 -44 -76 0
19 71 93 0
-16 -59 66 0
22 -63 -66 0
-23 -33 -56 0
-80 88 -91 0
28 -49 90 0
26 72 -80 0
-2 42 -90 0
3 9 -39 0
-7 56 81 0
12 -43 -88 0
-11 -31 -76 0
14 21 90 0
-2 23 -85 0
-40 61 82 0
-4 -42 59 0
-5 26 87 0
-34 -38 -66 0
48 61 -64 0
10 57 -88 0
-19 -25 92 0
-31 74 91 0
51 -90 0
-6 -9 54 0
15 25 -50 0
-19 -43 -58 0
-41 72 87 0
-4 -20 -77 0
-21 28 76 0
19 78 -82 0
3 -65 77 0
-35 -44 56 0
-24 -67 -93 0
35 51 -84 0
-28 34 -37 0
56 63 92 0
12 -40 -51 0
-14 -23 57 0
14 35 50 0
17 -25 89 0
5 36 -53 0
-9 51 -79 0
-35 39 -63 0
-10 82 83 0
6 -22 76 0
-67 -75 -89 0
29 -57 58 0
-12 -32 -73 0
23 -25 30 0
69 81 86 0
52 61 -75 0
-9 -78 -91 0
5 16 52 0
9 45 84 0
-27 -83 0
-34 -48 -53 0
41 66 -92 0
-18 86 87 0
6 19 -49 0
-22 -64 0
50 -69 -84 0
2 -13 14 0
-35 40 62 0
-7 -14 30 0
49 -51 -56 0
-1 17 -26 0
54 -59 -61 0
-46 59 84 0
45 53 -60 0
14 -24 -79 0
2 -34 -75 0
14 21 44 0
-2 -14 -53 0
14 -73 -78 0
23 55 -81 0
29 -42 -82 0
57 59 -84 0
-37 -62 -87 0
-10 82 -87 0
15 21 -40 0
-11 -51 -68 0
4 -23 91 0
25 32 59 0
9 44 -58 0
48 59 89 0
-34 -45 51 0
-6 -35 -61 0
-5 40 -67 0
-14 -71 77 0
-30 40 90 0
-38 74 83 0
