p cnf 96 351
-36 -38 76 0
41 -74 -91 0
-4 16 37 0
-28 57 75 0
-16 23 -41 0
29 -47 -92 0
3 25 -54 0
-27 29 60 0
15 45 -58 0
-19 -24 -59 0
40 69 92 0
13 26 -66 0
-33 36 82 0
5 26 68 0
14 43 -81 0
4 64 -66 0
22 -76 82 0
8 44 -48 0
-52 -73 -93 0
24 -25 63 0
55 80 83 0
-14 89 -95 0
-9 23 -28 0
31 41 -73 0
14 37 91 0
2 -9 14 0
-18 -24 -75 0
-18 46 -61 0
34 -63 79 0
43 71 72 0
-2 -80 81 0
-34 -60 -71 0
6 -76 91 0
27 39 -40 0
55 57 79 0
12 -41 -49 0
65 -90 -94 0
19 -30 -33 0
2 -19 -96 0
-39 -69 0
-27 42 -89 0
12 -16 -96 0
17 -32 -68 0
19 67 -94 0
35 72 82 0
-37 -72 96 0
-59 87 93 0
-23 28 92 0
-12 -20 56 0
10 38 67 0
-24 -47 79 0
-1 -12 -66 0
-19 45 -76 0
29 30 -92 0
-13 59 61 0
64 -74 -75 0
-34 68 -77 0
58 -60 -66 0
4 53 71 0
11 -82 86 0
8 22 31 0
-10 -49 53 0
-10 45 -90 0
17 -41 57 0
-27 -56 88 0
-5 -39 -42 0
3 6 -24 0
42 71 -76 0
-6 57 63 0
-44 -61 81 0
-80 83 -90 0
16 -35 37 0
-20 -27 -73 0
1 -47 -58 0
-7 69 83 0
-10 26 46 0
-11 -17 -28 0
10 57 69 0
37 -54 -82 0
-41 53 0
-13 -20 78 0
5 28 72 0
-6 -41 -66 0
-5 10 89 0
51 -54 70 0
18 -22 0
-15 -22 72 0
-40 -59 96 0
24 -39 -45 0
13 33 59 0
-18 -80 -91 0
16 46 -91 0
-22 -35 -92 0
-64 -87 96 0
-3 42 -80 0
-5 -84 -95 0
35 -60 -69 0
-24 -77 -92 0
12 44 65 0
-70 77 -87 0
64 79 96 0
33 -45 50 0
-33 -37 51 0
-22 -92 96 0
23 85 0
-7 59 -79 0
13 -16 39 0
-14 -23 62 0
30 -57 -84 0
-26 -51 59 0
-42 44 55 0
-17 -69 -87 0
-68 82 -84 0
-29 -49 78 0
42 -48 56 0
-41 47 51 0
31 82 -87 0
