p cnf 96 369
2 33 -72 0
20 55 -56 0
6 28 -50 0
43 -51 -85 0
-1 -20 -80 0
-6 -31 -87 0
13 -60 61 0
-18 28 60 0
-1 -55 85 0
22 -45 91 0
24 38 -47 0
-53 79 82 0
25 -48 51 0
-48 -68 76 0
2 -36 -57 0
-25 82 91 0
70 -73 -80 0
-7 27 47 0
-18 35 -56 0
-56 -77 -79 0
-69 81 91 0
4 -33 66 0
-11 -76 -82 0
-36 -85 93 0
-30 32 93 0
7 16 45 0
19 -28 -93 0
-48 56 0
5 6 8 0
-18 62 79 0
-32 37 78 0
-11 -23 -48 0
-65 -67 95 0
-45 -47 -55 0
33 40 -55 0
-36 -71 96 0
56 64 -88 0
57 58 88 0
24 -44 -55 0
20 -49 -59 0
-10 -76 89 0
29 -55 -57 0
-23 53 -71 0
-41 44 -55 0
21 -23 93 0
5 -15 -24 0
-63 66 -91 0
10 -79 -82 0
-43 -53 -67 0
-27 32 85 0
-37 42 73 0
-43 -51 -81 0
17 -64 67 0
39 69 -96 0
11 -44 -95 0
-29 -53 68 0
-9 15 65 0
43 -63 -73 0
10 14 29 0
-37 -76 -94 0
-5 45 -67 0
-12 49 74 0
16 -22 91 0
22 43 69 0
25 -30 -91 0
-35 73 80 0
51 91 -93 0
-5 -22 58 0
-8 32 -65 0
54 63 -65 0
-24 -52 78 0
13 46 67 0
-12 -54 67 0
3 -4 -37 0
41 55 88 0
37 40 76 0
38 -52 -86 0
52 -55 -71 0
1 30 51 0
-52 -66 -85 0
-23 -53 -58 0
38 -91 -96 0
-22 61 82 0
-26 32 40 0
-1 -53 -92 0
4 21 89 0
6 69 82 0
11 -25 48 0
59 84 91 0
-11 -63 -66 0
28 52 -64 0
27 36 69 0
-54 -65 -88 0
8 -39 -52 0
-44 74 -87 0
25 -42 66 0
-32 -68 93 0
-50 -67 -81 0
14 -61 81 0
-14 41 -55 0
7 10 31 0
-29 -54 80 0
-12 35 -70 0
-6 -60 84 0
-20 90 92 0
16 77 89 0
-32 -41 -58 0
12 -46 -86 0
-22 25 79 0
-17 40 -91 0
77 -89 -90 0
-6 -28 -95 0
11 93 -96 0
-1 -39 96 0
13 34 71 0
-14 39 85 0
-20 -28 32 0
-30 -72 -90 0
-44 59 67 0
4 77 -89 0
20 42 92 0
17 -80 -96 0
67 -73 88 0
13 -18 -90 0
25 67 72 0
-8 63 -84 0
-20 -85 -93 0
-82 -85 -88 0
45 -49 96 0
-2 64 71 0
27 43 -52 0
35 -80 -82 0
-1 4 -70 0
14 -52 59 0
-37 -54 -59 0
72 81 95 0
-39 -48 74 0
-9 -57 -62 0
53 70 0
13 -50 -88 0
6 15 -74 0
-44 71 81 0
-25 49 -67 0
-60 75 -88 0
-32 39 -42 0
16 -44 -72 0
-7 73 0
5 -9 -32 0
34 -37 -87 0
-16 35 42 0
-36 -63 84 0
21 25 64 0
-19 40 95 0
23 -48 53 0
2 -51 -65 0
-2 -58 -90 0
-25 -82 0
-31 -46 71 0
-27 50 -53 0
25 -26 -90 0
16 43 -44 0
-23 30 46 0
19 57 70 0
30 57 0
-39 -53 66 0
26 34 68 0
9 -77 93 0
5 -43 -96 0
2 54 63 0
9 10 86 0
9 -25 90 0
13 -26 28 0
-23 67 -88 0
-38 -59 -80 0
16 -21 -61 0
4 -72 -83 0
28 -51 58 0
69 -76 -83 0
16 -37 -93 0
-40 -96 0
41 76 -89 0
-1 21 51 0
-21 -28 -95 0
27 -39 66 0
39 -46 80 0
51 -54 0
65 70 -86 0
13 34 62 0
-11 65 -82 0
-33 60 69 0
-47 57 0
-54 -60 79 0
-56 -63 -73 0
7 -11 66 0
17 -35 -75 0
34 -53 83 0
29 40 -62 0
56 74 89 0
47 76 -84 0
-6 33 -34 0
64 73 92 0
-73 78 -93 0
6 -8 -33 0
51 53 0
52 76 -77 0
4 -33 -88 0
8 -20 71 0
-65 86 -93 0
5 -87 96 0
-27 -55 -76 0
4 16 -59 0
-70 82 88 0
-23 -40 48 0
2 38 80 0
-22 -56 90 0
-36 87 88 0
27 75 88 0
-5 -59 -66 0
3 -21 83 0
66 92 94 0
30 48 -67 0
-31 -35 48 0
19 -36 94 0
-59 -65 -68 0
12 -40 58 0
-53 -80 91 0
-40 -46 -78 0
18 78 79 0
-9 -46 -54 0
30 -35 58 0
-32 -41 -89 0
-23 87 -88 0
-1 37 85 0
-2 22 -89 0
22 -27 87 0
-5 28 -69 0
-32 70 87 0
18 -24 53 0
15 -84 93 0
2 -9 -69 0
-30 54 95 0
10 64 -82 0
8 23 -90 0
-31 -42 0
11 -15 -18 0
7 39 91 0
-5 -55 76 0
16 -50 73 0
39 72 -84 0
45 -58 0
-21 54 76 0
17 -32 37 0
51 -58 86 0
20 26 -28 0
-8 59 -68 0
4 -41 54 0
-18 40 0
24 -39 -70 0
1 -9 -19 0
10 29 76 0
32 33 83 0
-1 7 15 0
-1 18 82 0
65 -70 -86 0
-75 -81 85 0
-8 -46 54 0
