p cnf 35 162
19 24 28 31 -35 0
1 8 -2 0
-1 -8 2 0
1 9 -3 0
-1 -9 3 0
1 10 -4 0
-1 -10 4 0
1 11 -5 0
-1 -11 5 0
1 12 -6 0
-1 -12 6 0
-1 -13 0
1 14 -7 0
-1 -14 7 0
2 15 -3 0
-2 -15 3 0
2 16 -4 0
-2 -16 4 0
2 17 -5 0
-2 -17 5 0
2 18 -6 0
-2 -18 6 0
-2 -19 0
2 20 -7 0
-2 -20 7 0
3 21 -4 0
-3 -21 4 0
3 22 -5 0
-3 -22 5 0
3 23 -6 0
-3 -23 6 0
-3 -24 0
3 25 -7 0
-3 -25 7 0
4 26 -5 0
-4 -26 5 0
4 27 -6 0
-4 -27 6 0
-4 -28 0
4 29 -7 0
-4 -29 7 0
5 30 -6 0
-5 -30 6 0
-5 -31 0
5 32 -7 0
-5 -32 7 0
-6 -33 0
6 34 -7 0
-6 -34 7 0
35 -7 0
8 15 -9 0
-8 -15 9 0
8 16 -10 0
-8 -16 10 0
8 17 -11 0
-8 -17 11 0
8 18 -12 0
-8 -18 12 0
8 19 -13 0
-8 -19 13 0
8 20 -14 0
-8 -20 14 0
9 21 -10 0
-9 -21 10 0
9 22 -11 0
-9 -22 11 0
9 23 -12 0
-9 -23 12 0
9 24 -13 0
-9 -24 13 0
9 25 -14 0
-9 -25 14 0
10 26 -11 0
-10 -26 11 0
10 27 -12 0
-10 -27 12 0
10 28 -13 0
-10 -28 13 0
10 29 -14 0
-10 -29 14 0
11 30 -12 0
-11 -30 12 0
11 31 -13 0
-11 -31 13 0
11 32 -14 0
-11 -32 14 0
12 33 -13 0
-12 -33 13 0
12 34 -14 0
-12 -34 14 0
13 35 -14 0
-13 -35 14 0
15 21 -16 0
-15 -21 16 0
15 22 -17 0
-15 -22 17 0
15 23 -18 0
-15 -23 18 0
15 24 -19 0
-15 -24 19 0
15 25 -20 0
-15 -25 20 0
16 26 -17 0
-16 -26 17 0
16 27 -18 0
-16 -27 18 0
16 28 -19 0
-16 -28 19 0
16 29 -20 0
-16 -29 20 0
17 30 -18 0
-17 -30 18 0
17 31 -19 0
-17 -31 19 0
17 32 -20 0
-17 -32 20 0
18 33 -19 0
-18 -33 19 0
18 34 -20 0
-18 -34 20 0
19 35 -20 0
-19 -35 20 0
21 26 -22 0
-21 -26 22 0
21 27 -23 0
-21 -27 23 0
21 28 -24 0
-21 -28 24 0
21 29 -25 0
-21 -29 25 0
22 30 -23 0
-22 -30 23 0
22 31 -24 0
-22 -31 24 0
22 32 -25 0
-22 -32 25 0
23 33 -24 0
-23 -33 24 0
23 34 -25 0
-23 -34 25 0
24 35 -25 0
-24 -35 25 0
26 30 -27 0
-26 -30 27 0
26 31 -28 0
-26 -31 28 0
26 32 -29 0
-26 -32 29 0
27 33 -28 0
-27 -33 28 0
27 34 -29 0
-27 -34 29 0
28 35 -29 0
-28 -35 29 0
30 33 -31 0
-30 -33 31 0
30 34 -32 0
-30 -34 32 0
31 35 -32 0
-31 -35 32 0
33 35 -34 0
-33 -35 34 0
