p cnf 35 162
12 22 -30 -32 0
1 9 -2 0
-1 -9 2 0
1 10 -3 0
-1 -10 3 0
1 11 -4 0
-1 -11 4 0
1 12 -5 0
-1 -12 5 0
1 13 -6 0
-1 -13 6 0
1 14 -7 0
-1 -14 7 0
1 15 -8 0
-1 -15 8 0
2 16 -3 0
-2 -16 3 0
2 17 -4 0
-2 -17 4 0
2 18 -5 0
-2 -18 5 0
2 19 -6 0
-2 -19 6 0
2 20 -7 0
-2 -20 7 0
2 -8 0
3 21 -4 0
-3 -21 4 0
3 22 -5 0
-3 -22 5 0
3 23 -6 0
-3 -23 6 0
3 24 -7 0
-3 -24 7 0
3 25 -8 0
-3 -25 8 0
4 26 -5 0
-4 -26 5 0
4 27 -6 0
-4 -27 6 0
4 28 -7 0
-4 -28 7 0
4 29 -8 0
-4 -29 8 0
5 30 -6 0
-5 -30 6 0
5 31 -7 0
-5 -31 7 0
5 32 -8 0
-5 -32 8 0
6 33 -7 0
-6 -33 7 0
6 34 -8 0
-6 -34 8 0
7 35 -8 0
-7 -35 8 0
9 16 -10 0
-9 -16 10 0
9 17 -11 0
-9 -17 11 0
9 18 -12 0
-9 -18 12 0
9 19 -13 0
-9 -19 13 0
9 20 -14 0
-9 -20 14 0
9 -15 0
10 21 -11 0
-10 -21 11 0
10 22 -12 0
-10 -22 12 0
10 23 -13 0
-10 -23 13 0
10 24 -14 0
-10 -24 14 0
10 25 -15 0
-10 -25 15 0
11 26 -12 0
-11 -26 12 0
11 27 -13 0
-11 -27 13 0
11 28 -14 0
-11 -28 14 0
11 29 -15 0
-11 -29 15 0
12 30 -13 0
-12 -30 13 0
12 31 -14 0
-12 -31 14 0
12 32 -15 0
-12 -32 15 0
13 33 -14 0
-13 -33 14 0
13 34 -15 0
-13 -34 15 0
14 35 -15 0
-14 -35 15 0
16 21 -17 0
-16 -21 17 0
16 22 -18 0
-16 -22 18 0
16 23 -19 0
-16 -23 19 0
16 24 -20 0
-16 -24 20 0
-16 -25 0
17 26 -18 0
-17 -26 18 0
17 27 -19 0
-17 -27 19 0
17 28 -20 0
-17 -28 20 0
-17 -29 0
18 30 -19 0
-18 -30 19 0
18 31 -20 0
-18 -31 20 0
-18 -32 0
19 33 -20 0
-19 -33 20 0
-19 -34 0
-20 -35 0
21 26 -22 0
-21 -26 22 0
21 27 -23 0
-21 -27 23 0
21 28 -24 0
-21 -28 24 0
21 29 -25 0
-21 -29 25 0
22 30 -23 0
-22 -30 23 0
22 31 -24 0
-22 -31 24 0
22 32 -25 0
-22 -32 25 0
23 33 -24 0
-23 -33 24 0
23 34 -25 0
-23 -34 25 0
24 35 -25 0
-24 -35 25 0
26 30 -27 0
-26 -30 27 0
26 31 -28 0
-26 -31 28 0
26 32 -29 0
-26 -32 29 0
27 33 -28 0
-27 -33 28 0
27 34 -29 0
-27 -34 29 0
28 35 -29 0
-28 -35 29 0
30 33 -31 0
-30 -33 31 0
30 34 -32 0
-30 -34 32 0
31 35 -32 0
-31 -35 32 0
33 35 -34 0
-33 -35 34 0
