p cnf 96 380
36 -86 -92 0
-31 -71 -78 0
-33 35 -46 0
22 33 42 0
-26 42 50 0
13 -43 -71 0
-2 45 84 0
-12 -15 -94 0
-31 48 95 0
-39 -82 95 0
-14 -36 73 0
-30 63 -94 0
25 -74 -78 0
-11 64 95 0
-5 43 85 0
-40 -62 -84 0
16 39 41 0
9 13 -65 0
18 -43 -51 0
27 44 61 0
21 60 92 0
-18 65 90 0
27 -47 51 0
46 -53 -65 0
-27 -53 77 0
2 -10 -76 0
43 -61 74 0
17 -40 80 0
38 -56 -89 0
6 -78 83 0
25 39 -92 0
55 -82 96 0
16 -54 -72 0
37 57 92 0
17 56 -63 0
38 65 80 0
-16 63 -86 0
28 51 -94 0
83 -87 0
2 57 90 0
-28 -60 -72 0
17 -53 -83 0
9 31 96 0
67 -80 -91 0
6 32 66 0
-6 -36 43 0
7 20 -55 0
-28 39 -93 0
-17 -67 95 0
-4 -23 -35 0
-9 -52 -58 0
26 31 -55 0
-4 -28 58 0
-9 39 63 0
35 -56 57 0
-39 79 -91 0
-83 90 -91 0
33 -46 96 0
7 28 56 0
66 -73 -78 0
9 -15 36 0
37 -82 87 0
-19 41 -87 0
18 66 74 0
5 -68 -83 0
37 40 93 0
-5 26 91 0
19 -32 -75 0
12 65 -78 0
-12 53 -63 0
2 13 -48 0
-17 -43 93 0
-11 66 -71 0
-10 57 66 0
10 -11 -92 0
69 -80 -86 0
-22 -23 46 0
-15 -16 51 0
7 10 -67 0
-24 53 86 0
-8 -25 38 0
21 57 -83 0
37 40 75 0
46 -74 -80 0
-17 -27 -61 0
-40 -51 -71 0
-20 36 -41 0
28 -51 95 0
55 84 90 0
-23 -67 72 0
-25 -46 89 0
-27 -70 90 0
-35 41 61 0
-62 67 74 0
-11 -57 62 0
-26 -31 62 0
7 -47 -57 0
9 -51 89 0
-1 16 35 0
-25 52 -82 0
-2 86 -93 0
-70 92 -93 0
-56 79 -85 0
3 14 61 0
-19 -27 33 0
19 -89 -96 0
-6 37 -52 0
7 -71 0
-36 62 -92 0
-6 48 -71 0
20 33 -63 0
41 54 64 0
14 64 69 0
-33 37 56 0
36 -63 -69 0
-5 41 -63 0
-30 -59 -87 0
-22 57 75 0
43 72 -89 0
69 72 -84 0
27 -45 -62 0
-1 -44 -76 0
-57 -74 -82 0
-16 -46 -87 0
33 47 -68 0
15 -21 58 0
3 16 -46 0
22 42 43 0
-69 87 -91 0
-6 -59 -85 0
-2 55 -94 0
69 70 71 0
11 -19 -55 0
19 -21 -66 0
-12 21 -69 0
5 -15 96 0
-35 -84 -85 0
-51 74 78 0
-38 -42 85 0
-45 53 61 0
-1 35 40 0
68 86 0
3 -51 -88 0
1 -14 -24 0
-3 -30 96 0
3 -13 -63 0
1 17 -88 0
-7 -41 -79 0
-35 -42 71 0
-22 -36 90 0
-1 -24 -87 0
-9 18 55 0
-16 -38 89 0
30 48 -55 0
-4 -11 -38 0
42 -58 -92 0
14 19 -74 0
-17 28 -80 0
-28 46 -65 0
61 72 80 0
24 56 -93 0
-44 81 -93 0
-34 55 -84 0
71 -74 -76 0
-13 -41 86 0
-2 -69 -93 0
34 54 -60 0
2 20 64 0
50 -77 80 0
-37 55 -89 0
30 -71 -89 0
-4 74 -89 0
12 -63 -66 0
15 56 77 0
8 20 -64 0
-40 47 78 0
61 -77 88 0
15 25 34 0
-28 -64 -75 0
3 6 94 0
11 -53 59 0
-26 -48 78 0
29 -42 -61 0
-28 -33 -74 0
-40 70 -82 0
62 75 82 0
-25 -31 79 0
-12 -35 39 0
-7 86 -96 0
36 -53 -55 0
20 -31 0
-47 60 -73 0
1 -44 -86 0
44 58 65 0
-12 -33 -63 0
-9 94 0
-21 60 79 0
-32 -77 86 0
-55 79 -92 0
53 65 -85 0
27 -44 -86 0
-7 25 35 0
-36 63 68 0
-19 -65 -78 0
-11 -66 -94 0
68 -72 93 0
14 -73 -94 0
-28 -87 -95 0
14 -54 -79 0
-42 51 76 0
1 -31 51 0
-5 -21 37 0
-20 48 83 0
-1 -29 -95 0
-83 92 95 0
-17 -38 76 0
-44 89 94 0
24 -58 -73 0
-3 6 0
-39 -54 -79 0
1 20 -65 0
1 -62 92 0
52 -58 74 0
-67 82 0
8 61 66 0
14 -15 -16 0
-24 -45 -66 0
-28 -37 -73 0
-58 -67 -91 0
51 60 61 0
9 -65 90 0
51 56 -78 0
12 17 -94 0
24 39 70 0
21 -51 0
46 -48 87 0
35 50 89 0
-16 26 79 0
6 31 34 0
-3 9 92 0
25 -83 -94 0
45 -75 -76 0
6 -18 91 0
48 -57 -79 0
5 -35 83 0
-4 60 92 0
3 -5 91 0
21 -37 57 0
-31 -85 -95 0
-4 -14 -94 0
21 -22 -48 0
-15 -62 87 0
-4 -9 -58 0
-17 67 -96 0
42 -47 -80 0
10 75 82 0
-9 25 -67 0
32 44 -79 0
-27 53 91 0
3 10 -63 0
-34 63 81 0
53 -75 84 0
-19 32 49 0
-2 29 89 0
-5 35 86 0
16 -40 72 0
-42 -44 -74 0
27 43 -76 0
-32 -58 89 0
52 -58 -74 0
-40 57 -77 0
-18 21 -25 0
46 60 -77 0
-5 34 48 0
-24 31 52 0
-1 31 75 0
-50 76 85 0
-1 11 24 0
-63 68 -72 0
-31 -42 82 0
-10 -14 -72 0
-64 -65 96 0
-6 67 74 0
6 44 -63 0
-2 -81 -90 0
-20 -58 59 0
-59 78 -93 0
25 30 70 0
-11 -50 -71 0
36 -37 92 0
-28 -37 -84 0
-24 -74 0
32 41 -67 0
54 78 83 0
44 47 80 0
-13 37 -95 0
6 62 -77 0
-10 34 39 0
-48 59 80 0
-25 -55 94 0
5 48 77 0
-71 83 -84 0
74 -78 91 0
23 -74 94 0
42 -45 -49 0
13 -77 0
-17 -50 69 0
20 74 88 0
19 66 80 0
-55 80 83 0
-30 35 54 0
23 32 -81 0
-1 38 -50 0
-10 -34 -73 0
41 54 82 0
-34 -47 -70 0
87 93 -96 0
10 -20 -47 0
-61 -73 84 0
-29 43 45 0
45 68 76 0
9 -11 -63 0
-8 -43 -52 0
-5 19 -75 0
-24 56 92 0
-42 -43 83 0
-19 -62 -83 0
-15 45 51 0
60 -77 -85 0
-41 63 72 0
-49 62 -95 0
-13 57 -95 0
-8 -76 -86 0
-38 -41 56 0
-16 -57 75 0
8 -35 57 0
-1 -3 0
11 -75 82 0
11 -64 -81 0
9 12 85 0
-40 -61 69 0
-8 22 0
-69 -77 93 0
-35 82 96 0
-11 -35 37 0
45 59 -72 0
58 -68 78 0
27 -29 -47 0
35 -55 -89 0
-24 62 -82 0
20 -28 78 0
15 -23 44 0
3 -67 72 0
-31 -81 94 0
-33 -65 0
-47 61 -94 0
-15 -25 59 0
4 70 -84 0
58 -71 -96 0
-54 -59 80 0
7 -19 -25 0
13 -26 65 0
-23 -75 -79 0
29 75 88 0
-58 82 -89 0
20 -40 83 0
46 -61 -76 0
8 -24 92 0
7 40 0
-30 81 85 0
-32 -42 66 0
-2 10 91 0
-13 -71 85 0
-7 41 48 0
-28 46 -57 0
-15 -22 -80 0
14 33 95 0
25 -27 62 0
41 -74 0
28 50 -88 0
