p cnf 98 383
5 -60 0
14 18 69 0
63 68 0
-6 73 -90 0
-55 83 89 0
-46 -47 -81 0
15 -47 89 0
6 -40 -47 0
40 -44 -83 0
32 83 -94 0
5 -28 -82 0
-6 11 -25 0
23 68 -76 0
-56 -92 -98 0
1 72 74 0
4 6 76 0
-5 58 69 0
-58 63 98 0
12 44 -70 0
-4 -45 63 0
-18 -45 96 0
-28 38 -96 0
2 33 80 0
-21 -24 -77 0
-41 -42 -69 0
6 -30 45 0
38 -42 -71 0
-48 -49 98 0
14 -73 -94 0
-20 -67 -87 0
56 -62 -67 0
29 -31 -91 0
-1 -7 -66 0
12 66 73 0
18 -25 -30 0
-50 56 -97 0
30 38 42 0
-46 -63 66 0
-4 51 74 0
64 91 -97 0
16 -34 -53 0
-32 66 -70 0
-8 -17 -45 0
-50 -60 89 0
60 -65 98 0
25 58 93 0
2 23 -77 0
7 -52 -56 0
16 36 -59 0
7 -20 91 0
61 93 96 0
-6 55 88 0
-42 -70 -80 0
-37 77 -92 0
-52 69 -90 0
-2 -7 -41 0
28 79 0
56 57 -60 0
-18 26 33 0
9 70 -79 0
4 41 57 0
3 -77 -83 0
-57 71 78 0
-4 -6 97 0
4 -36 -83 0
7 13 -54 0
1 -4 82 0
7 -61 67 0
18 43 48 0
2 3 -30 0
-15 44 -67 0
15 -25 -88 0
4 64 -82 0
-1 -2 -17 0
41 91 93 0
58 76 87 0
-34 -40 67 0
43 44 66 0
13 -81 -82 0
3 -37 64 0
18 -53 -86 0
-10 -30 68 0
-41 -68 78 0
25 -88 -94 0
-7 19 -26 0
-23 -47 75 0
-73 -85 -91 0
-29 33 -48 0
55 61 74 0
1 71 -76 0
-53 -57 0
-50 -68 -70 0
-10 15 80 0
31 -75 98 0
-9 33 98 0
-49 -78 -89 0
-4 71 -82 0
-4 41 -55 0
-15 -35 59 0
42 73 -83 0
14 74 94 0
-11 26 59 0
-8 -11 94 0
21 -38 98 0
-8 30 -96 0
35 36 90 0
57 -60 81 0
-52 -90 -92 0
16 42 77 0
-4 58 71 0
26 -60 -93 0
-11 -30 -38 0
-19 83 -90 0
-3 7 85 0
72 94 0
48 71 -84 0
-1 34 -57 0
-15 27 86 0
82 -90 0
56 86 -93 0
