p cnf 94 377
28 62 82 0
-58 81 0
-6 10 -62 0
-46 -74 -78 0
-19 -41 55 0
1 -33 50 0
28 -55 -84 0
17 37 -94 0
13 -40 -69 0
50 -51 -89 0
56 -61 -73 0
14 22 -61 0
-47 -68 90 0
71 -72 89 0
21 -79 -85 0
-49 64 -84 0
25 31 32 0
-50 56 87 0
17 49 -80 0
-29 -48 0
10 16 79 0
-16 40 -56 0
-1 -6 81 0
29 31 58 0
31 56 -68 0
-45 -73 -83 0
-6 -10 -62 0
-10 -62 94 0
-22 44 71 0
7 -21 -57 0
-7 -53 0
-3 -26 -62 0
12 21 -36 0
-50 57 -69 0
25 -48 -52 0
-11 -76 84 0
6 -50 -72 0
17 -44 65 0
-1 -46 -82 0
15 -29 -91 0
-2 17 -52 0
-37 -41 -94 0
11 -43 -79 0
28 -78 83 0
44 71 -79 0
-4 23 62 0
7 -12 -41 0
28 -66 -77 0
34 -78 -82 0
20 68 87 0
-11 41 70 0
17 -22 -73 0
15 46 57 0
4 86 89 0
2 -69 -82 0
-13 -47 -55 0
23 51 0
-7 -32 0
18 -73 78 0
-49 -56 58 0
-22 56 -71 0
38 56 91 0
-16 -53 79 0
-3 -39 -44 0
23 -51 -63 0
33 -43 -81 0
-8 -67 0
7 -10 -13 0
17 35 -88 0
-21 24 -73 0
73 -76 88 0
5 88 94 0
36 47 -49 0
-15 76 0
-67 71 -90 0
48 64 66 0
-1 -41 63 0
-25 44 -53 0
-7 48 77 0
-12 -33 -40 0
13 69 -92 0
34 -37 -84 0
8 -24 -39 0
10 -61 -91 0
11 -69 73 0
13 -42 -89 0
4 -21 88 0
18 49 53 0
-18 40 -41 0
41 59 86 0
-22 60 -70 0
70 -82 -88 0
40 47 -93 0
85 89 -92 0
-29 -64 0
-29 60 -67 0
-23 -32 -74 0
25 28 -45 0
2 5 -57 0
-52 84 0
81 -87 0
-17 43 -50 0
19 20 -26 0
-11 34 77 0
-17 25 64 0
-33 -34 -56 0
38 -60 84 0
-45 70 0
-32 -37 63 0
-1 22 46 0
25 -40 -76 0
18 25 80 0
39 -71 87 0
3 4 -55 0
-42 92 -94 0
-31 -48 71 0
10 -11 -34 0
-22 -81 90 0
-2 13 -22 0
23 -62 0
7 -23 30 0
26 -54 -72 0
-2 4 -47 0
38 -43 88 0
-6 56 68 0
33 -64 71 0
39 -66 -92 0
4 20 58 0
24 -80 0
-1 29 52 0
44 -53 58 0
61 -86 92 0
-22 27 -56 0
-50 -61 87 0
-4 46 -89 0
-30 -66 -79 0
30 47 -75 0
-6 30 -60 0
-66 -69 -82 0
-24 -61 63 0
21 -46 -69 0
9 -10 68 0
34 -35 -37 0
26 40 69 0
-10 -63 -68 0
36 66 0
-67 83 86 0
31 -34 88 0
28 47 70 0
-59 60 -88 0
16 22 -24 0
-13 -37 -93 0
34 48 -80 0
82 -86 88 0
-6 24 94 0
12 34 73 0
8 -27 -67 0
-71 -73 -74 0
6 36 0
18 -20 -67 0
14 -35 83 0
-20 61 0
-2 79 -94 0
6 28 -73 0
-18 -47 88 0
3 -7 -36 0
59 76 -77 0
-6 26 -71 0
7 -24 0
-44 47 -53 0
-6 45 61 0
-28 41 86 0
-55 -74 89 0
-14 -32 -77 0
4 -19 -94 0
-30 36 79 0
9 27 84 0
17 28 -76 0
15 28 -45 0
29 -37 84 0
-4 -67 87 0
-1 38 -45 0
8 -63 -64 0
24 51 62 0
54 -62 84 0
-11 47 89 0
29 61 67 0
-31 45 -84 0
-46 -59 89 0
-28 40 -89 0
-17 32 -81 0
60 76 79 0
17 -47 91 0
28 -30 36 0
-30 -64 85 0
-4 -7 28 0
-33 -55 -92 0
14 -52 62 0
-24 48 86 0
-32 73 0
-71 79 83 0
4 20 -51 0
21 -37 -75 0
-1 6 46 0
3 -64 -81 0
-15 -78 0
-9 -62 -77 0
7 -35 -77 0
14 59 84 0
9 -17 -25 0
34 49 -81 0
-32 -51 59 0
2 23 62 0
3 20 62 0
-9 48 -76 0
1 -25 -81 0
5 85 -89 0
-41 46 50 0
-33 -60 -75 0
19 45 55 0
-13 32 -71 0
-36 -38 -59 0
3 -58 -90 0
-27 60 -83 0
7 17 23 0
-32 -36 60 0
-45 51 84 0
23 25 68 0
-15 40 92 0
46 50 -58 0
16 61 89 0
13 -80 -86 0
10 19 89 0
-35 -45 89 0
26 38 -41 0
36 72 0
-4 -17 -71 0
-5 -9 -29 0
-6 76 -91 0
55 -63 -64 0
-35 41 -57 0
30 42 -53 0
-14 20 60 0
40 -57 0
-76 -83 -90 0
7 -28 47 0
-30 -44 60 0
33 -64 82 0
-6 -12 -82 0
-16 -38 74 0
16 86 -92 0
64 -81 -91 0
27 -51 -60 0
-2 26 -51 0
-32 33 76 0
5 75 -86 0
13 74 93 0
5 -20 -88 0
-5 65 -84 0
-39 -58 0
-3 -10 -23 0
