p cnf 98 394
-36 -38 78 0
41 -76 -93 0
-18 32 74 0
-4 17 37 0
-28 58 77 0
-17 23 -41 0
29 -48 -94 0
3 25 -55 0
-27 29 61 0
16 46 -59 0
-20 -24 -60 0
40 70 94 0
14 26 -67 0
-33 36 83 0
5 26 69 0
15 44 -82 0
4 65 -67 0
22 -78 83 0
8 45 -49 0
-13 -26 -90 0
-53 -75 -95 0
24 -25 64 0
56 81 84 0
-15 90 -97 0
-9 23 -28 0
31 41 -75 0
15 37 93 0
2 -9 15 0
-19 -24 -77 0
-19 47 -62 0
34 -64 0
59 -68 74 0
44 72 73 0
-2 -81 82 0
-34 -61 -72 0
6 -78 93 0
27 39 -40 0
56 58 0
12 -41 -50 0
66 -92 -96 0
20 -30 -33 0
2 -20 -98 0
-39 -70 -74 0
-27 43 -90 0
12 -17 -98 0
18 -32 -69 0
20 68 -96 0
35 73 83 0
-37 -73 98 0
-60 88 95 0
-23 28 94 0
-12 -21 57 0
10 38 68 0
-24 -48 0
-1 -12 -67 0
-20 46 -78 0
29 30 -94 0
-14 60 62 0
65 -76 -77 0
-34 69 -79 0
-13 -58 -63 0
59 -61 -67 0
4 54 72 0
11 -83 87 0
-27 30 91 0
8 22 31 0
-10 -50 54 0
-10 46 -92 0
40 60 91 0
18 -41 58 0
-42 -52 -63 0
-27 -57 89 0
-5 -39 -43 0
3 6 -24 0
43 72 -78 0
22 -42 87 0
-6 58 64 0
-45 -62 82 0
-81 84 -92 0
17 -35 37 0
-21 -27 -75 0
1 -48 -59 0
-13 -48 81 0
-7 70 84 0
-10 26 47 0
-11 -18 -28 0
10 58 70 0
37 -55 -83 0
-41 54 -74 0
-14 -21 80 0
5 28 73 0
-6 -41 -67 0
-5 10 90 0
52 -55 71 0
19 -22 -74 0
-16 -22 73 0
-40 -60 98 0
24 -39 -46 0
4 -33 74 0
14 33 60 0
-19 -81 -93 0
17 47 -93 0
-22 -35 -94 0
-65 -88 98 0
-3 43 -81 0
-5 -85 -97 0
35 -61 -70 0
-24 -79 -94 0
12 45 66 0
-71 79 -88 0
65 98 0
33 -46 51 0
-33 -37 52 0
-22 -94 98 0
23 -74 86 0
14 -17 39 0
-13 -38 -44 0
-15 -23 63 0
30 -58 -85 0
-26 -52 60 0
-43 45 56 0
-18 -70 -88 0
-69 83 -85 0
-29 -50 80 0
43 -49 57 0
50 -57 74 0
-41 48 52 0
31 83 -88 0
17 -38 -72 0
-55 74 85 0
2 -76 78 0
-46 63 93 0
30 54 64 0
-33 -63 64 0
2 -73 92 0
61 74 96 0
19 -62 80 0
5 -70 91 0
58 82 -96 0
-3 -69 90 0
-13 23 31 0
23 -35 36 0
33 -37 46 0
15 -87 -90 0
9 72 89 0
63 66 91 0
55 71 -97 0
10 33 67 0
-57 -70 -91 0
-12 33 -66 0
-7 74 84 0
21 26 79 0
-31 33 85 0
2 71 94 0
-72 91 95 0
-26 -27 -73 0
29 38 -87 0
37 -75 96 0
-9 21 72 0
32 -53 83 0
-32 -65 -70 0
-32 -55 -98 0
7 21 74 0
4 -17 -91 0
16 -22 58 0
25 51 -95 0
53 65 93 0
-26 -72 95 0
38 40 76 0
-18 68 70 0
6 30 46 0
8 -38 58 0
57 -77 83 0
4 -81 -97 0
21 46 81 0
-31 60 -82 0
-22 -82 89 0
-17 29 -56 0
8 -54 -85 0
2 17 -37 0
-37 76 77 0
-10 -13 -72 0
-12 -15 40 0
-10 41 81 0
-16 47 85 0
-15 90 97 0
-29 -54 61 0
37 -47 -80 0
38 -42 49 0
41 -52 89 0
2 58 91 0
2 10 -79 0
14 -34 -87 0
-17 28 48 0
-6 29 -59 0
-50 -60 -88 0
-28 -30 46 0
-49 -58 -72 0
11 -68 -84 0
-35 66 84 0
26 -80 94 0
-43 -68 88 0
4 11 -31 0
-5 18 61 0
10 65 98 0
9 30 -71 0
-4 5 12 0
-16 -17 -55 0
36 37 -48 0
26 -55 -76 0
15 22 -28 0
55 79 -97 0
5 74 90 0
41 -58 74 0
50 -58 64 0
-21 -73 -80 0
-9 -58 -68 0
-48 88 0
-40 -67 97 0
-5 38 -83 0
-10 65 74 0
-14 43 65 0
4 -18 -57 0
1 8 45 0
21 89 91 0
10 -53 -54 0
7 -36 -98 0
15 -59 -77 0
-14 60 -73 0
7 -28 66 0
26 75 -78 0
19 -27 30 0
22 50 -67 0
-9 -41 -96 0
20 41 -54 0
-13 -49 -65 0
14 -27 -47 0
-47 48 -89 0
13 31 -51 0
-29 -33 86 0
-22 56 79 0
-4 27 -96 0
39 -56 -91 0
23 66 77 0
9 -31 -60 0
42 54 -71 0
8 21 -76 0
34 69 77 0
-39 -40 77 0
-2 13 77 0
-6 -21 80 0
-32 -38 92 0
-6 -45 58 0
-4 -32 -68 0
37 63 95 0
-29 -72 91 0
-17 -57 -77 0
57 59 -68 0
-6 14 -34 0
-41 56 -77 0
6 -65 -72 0
17 19 -86 0
-3 27 50 0
4 74 78 0
10 25 -32 0
35 42 -97 0
-72 -89 -94 0
37 -56 88 0
5 -44 74 0
46 -50 -64 0
-13 23 70 0
62 63 93 0
-22 -79 -93 0
-13 47 86 0
4 -74 91 0
14 27 -50 0
-2 -55 82 0
21 -50 67 0
-13 -36 43 0
-14 63 69 0
9 -46 -53 0
30 33 -63 0
