p cnf 95 377
85 -87 0
15 -17 -72 0
7 -10 -90 0
13 67 -78 0
-15 -30 -34 0
-51 -52 -68 0
-7 35 44 0
-22 -42 54 0
-28 61 -71 0
3 55 -63 0
-91 -93 0
-20 68 -71 0
-10 -15 -86 0
-48 60 70 0
33 -63 -70 0
-13 54 88 0
67 85 86 0
-16 47 81 0
11 45 -50 0
-4 60 -87 0
-25 -27 -76 0
24 -83 89 0
27 77 91 0
31 33 85 0
3 -68 -75 0
20 35 39 0
14 -33 77 0
29 -43 61 0
34 44 -77 0
-33 62 -95 0
-66 -72 78 0
-66 -82 -94 0
-18 69 80 0
-1 10 56 0
-37 -53 -73 0
-75 -85 92 0
-8 -58 71 0
37 40 -61 0
18 60 71 0
27 49 -71 0
-2 -64 82 0
-28 -39 60 0
24 -36 42 0
-21 -24 93 0
53 54 66 0
13 -77 90 0
8 51 -72 0
25 54 -75 0
24 50 87 0
-19 -32 -68 0
-23 -61 71 0
63 64 68 0
32 -47 -62 0
64 65 82 0
-40 -42 78 0
7 -25 0
-22 24 39 0
-68 73 0
7 -37 70 0
-17 31 89 0
-16 30 -84 0
16 41 90 0
-18 75 77 0
-11 -22 88 0
8 42 48 0
54 59 62 0
-16 -44 -70 0
-54 -57 73 0
55 -68 -91 0
-25 -47 -70 0
-7 -77 79 0
5 -11 92 0
50 72 94 0
43 -55 -75 0
-37 43 58 0
26 42 53 0
-34 -69 87 0
-44 -50 -66 0
-37 52 -88 0
39 -85 0
-13 -15 63 0
44 57 0
-2 -20 -74 0
39 -51 72 0
-55 -94 95 0
-9 39 65 0
-51 -87 -94 0
15 19 -25 0
-4 -10 73 0
-16 -58 -71 0
53 -79 80 0
64 65 -76 0
17 26 84 0
-4 -30 -54 0
-27 81 -89 0
-1 18 21 0
-48 -64 80 0
23 66 78 0
13 -43 -66 0
4 10 48 0
-45 -74 0
22 -38 95 0
8 21 -23 0
-18 -60 86 0
-27 71 -78 0
34 -55 0
-2 23 91 0
32 60 65 0
-12 -32 -57 0
19 20 -55 0
52 74 91 0
9 -11 0
-13 20 -58 0
36 75 0
-11 -72 88 0
17 35 38 0
14 -48 -88 0
19 -22 25 0
8 -29 -30 0
-31 37 92 0
27 -31 -65 0
-5 -30 -61 0
9 -13 -69 0
18 -48 -76 0
-1 56 -89 0
9 -18 -90 0
-23 -73 -88 0
-50 -64 82 0
-10 -39 59 0
-5 67 73 0
-25 -76 87 0
3 61 84 0
18 -66 -69 0
6 -17 31 0
31 49 -92 0
3 6 85 0
24 48 -85 0
27 -74 0
-29 30 -51 0
-16 -76 -83 0
-45 -62 91 0
26 -58 76 0
-67 -74 76 0
-31 37 47 0
-43 -69 -72 0
22 34 -48 0
-1 82 -94 0
17 36 -79 0
-64 -80 -86 0
-33 45 -61 0
-10 13 -75 0
-4 65 -81 0
28 -46 64 0
-13 -41 59 0
30 45 51 0
27 -61 -78 0
-38 73 82 0
-45 -60 88 0
-45 47 73 0
-18 70 -92 0
8 39 55 0
2 18 19 0
2 30 35 0
-2 69 87 0
-37 64 -73 0
31 -41 -59 0
-5 89 -90 0
1 18 -84 0
