p cnf 96 373
-9 38 -66 0
11 13 -80 0
-53 -54 -78 0
-2 71 86 0
25 36 -52 0
49 61 82 0
28 41 -50 0
-8 -9 79 0
10 17 -51 0
-8 12 26 0
-21 -27 -92 0
-21 42 -70 0
-45 -65 86 0
6 88 93 0
10 -25 -65 0
32 66 76 0
23 26 -40 0
25 -26 -95 0
-4 41 -55 0
31 72 76 0
38 -54 56 0
-3 28 -32 0
-2 8 -55 0
7 20 87 0
-13 -31 -64 0
-24 -45 55 0
32 79 0
8 76 79 0
-37 -45 -62 0
61 82 85 0
11 34 68 0
11 41 -55 0
-29 -69 75 0
23 28 67 0
8 16 -78 0
-13 58 71 0
30 -64 90 0
-51 -68 -79 0
-18 23 96 0
-16 91 92 0
-33 34 -59 0
31 -35 -95 0
-8 27 48 0
-47 -52 76 0
8 -61 79 0
17 -64 -72 0
-11 -48 -94 0
-1 -16 56 0
2 -44 61 0
-6 -61 -87 0
-39 67 -91 0
-5 -9 -91 0
2 67 -85 0
-4 66 -74 0
8 25 87 0
10 24 -91 0
-50 63 0
4 -47 -62 0
49 51 93 0
-9 -48 58 0
56 -65 86 0
-45 -54 94 0
13 32 -40 0
-14 -67 0
15 95 0
8 -15 -30 0
44 -73 -94 0
22 80 -89 0
-2 -37 -62 0
14 27 80 0
20 -52 -72 0
27 -46 77 0
7 41 58 0
14 53 -68 0
7 -43 46 0
25 -57 -69 0
-1 -30 50 0
-36 -56 67 0
4 69 -92 0
12 15 69 0
-12 -45 88 0
71 73 -80 0
-4 -7 19 0
4 87 93 0
8 41 85 0
-26 -35 67 0
-16 -49 -95 0
-39 -75 -87 0
-39 -80 -82 0
-31 -53 -69 0
-2 -9 -24 0
-4 -9 78 0
15 -38 78 0
-62 92 94 0
14 29 -48 0
23 -87 0
39 42 74 0
-14 -71 -81 0
-11 35 -85 0
18 -83 0
10 42 80 0
-1 73 74 0
72 -85 -94 0
-11 25 -88 0
14 24 68 0
29 61 -75 0
-25 -36 -94 0
24 59 -60 0
22 -29 -36 0
-32 48 -65 0
73 -74 76 0
-7 21 74 0
-17 57 -90 0
-12 31 -78 0
-2 48 58 0
-34 41 -90 0
19 -39 48 0
-7 33 -49 0
57 -73 -94 0
-34 -59 76 0
56 -61 66 0
31 -46 81 0
26 -68 91 0
-38 68 89 0
-51 -55 74 0
29 -33 81 0
24 81 -85 0
23 -32 65 0
56 76 -86 0
15 -85 95 0
55 -65 83 0
-28 41 78 0
-32 -89 91 0
-15 -49 52 0
-36 -48 -49 0
19 23 -61 0
-19 -26 -27 0
-11 -18 -26 0
-24 -38 -89 0
-46 -55 95 0
3 30 -87 0
-30 53 55 0
-14 37 -69 0
-3 31 -50 0
-32 -47 -87 0
29 -83 -91 0
-39 73 94 0
-15 21 -92 0
-54 86 94 0
28 -34 54 0
28 -58 86 0
-45 -58 -92 0
2 -19 79 0
-82 86 90 0
-1 42 -67 0
-18 22 51 0
46 58 -82 0
-13 -66 -84 0
-1 -12 -46 0
25 -37 -60 0
84 -89 95 0
-28 60 -86 0
-9 19 87 0
-4 34 -37 0
-37 52 74 0
-22 -28 -64 0
-32 -51 95 0
30 -73 80 0
-15 43 86 0
-31 -71 77 0
-10 22 -96 0
-16 -67 -87 0
33 -93 0
-19 -65 89 0
11 81 94 0
-40 -45 80 0
16 -17 -82 0
19 53 -89 0
79 -80 0
-13 40 -96 0
20 68 -89 0
-32 -40 -67 0
11 63 -82 0
21 -76 0
35 -39 -94 0
43 -66 -82 0
27 35 -50 0
32 71 88 0
-40 -53 91 0
14 -69 -89 0
-11 64 85 0
29 50 -63 0
-7 36 -64 0
37 51 -86 0
-52 65 -82 0
37 70 89 0
25 85 -86 0
20 23 94 0
-12 25 53 0
14 23 55 0
9 73 -91 0
-3 -42 84 0
-20 -24 -69 0
-21 38 -73 0
22 27 67 0
-1 59 -67 0
9 24 33 0
-37 -64 84 0
46 -86 -94 0
-12 21 -36 0
6 -55 -65 0
17 23 26 0
2 83 91 0
-32 -55 -70 0
-25 26 -45 0
-4 39 -47 0
-15 50 -95 0
-22 86 -92 0
33 -42 -67 0
-12 27 -72 0
1 16 -58 0
-22 -25 -79 0
52 -79 93 0
26 55 67 0
-5 -39 -81 0
-21 22 -64 0
-7 69 81 0
-54 -60 67 0
-42 66 -79 0
-35 58 -76 0
-2 82 -85 0
13 27 51 0
4 29 -96 0
12 31 -61 0
27 50 -66 0
20 41 42 0
-9 -48 -70 0
-1 -11 24 0
20 55 89 0
5 -34 46 0
-20 -25 -34 0
42 49 62 0
7 13 -92 0
-24 -69 -84 0
-8 -55 0
-10 -47 -82 0
64 -73 76 0
29 -45 47 0
-34 -39 -53 0
4 -33 -39 0
1 10 13 0
30 45 -63 0
8 -14 91 0
30 32 -95 0
-34 -47 84 0
-19 28 -83 0
-51 -79 -94 0
-19 -51 67 0
21 22 -51 0
22 76 -85 0
61 -75 0
-67 70 -92 0
2 -26 52 0
-51 57 86 0
-84 89 92 0
-75 89 -94 0
-73 83 -87 0
-1 34 70 0
-14 -43 76 0
5 20 96 0
5 33 39 0
-19 -22 93 0
28 74 -85 0
6 -35 -42 0
-22 -30 85 0
-15 32 85 0
-3 58 93 0
-43 62 71 0
5 -73 78 0
-16 73 87 0
14 40 69 0
23 -34 -36 0
1 -5 -36 0
-11 13 -61 0
-46 82 84 0
29 -70 -76 0
-10 -65 -69 0
17 29 -52 0
5 16 57 0
21 40 -92 0
-15 16 87 0
-5 22 -41 0
44 71 -85 0
-21 -57 93 0
-23 -26 79 0
45 71 84 0
13 26 33 0
-12 -46 80 0
37 41 46 0
-16 -17 95 0
-21 -33 -78 0
49 55 -89 0
8 -37 57 0
-6 -17 -20 0
-4 15 -31 0
35 -62 68 0
-6 93 94 0
20 32 -76 0
-2 -14 -51 0
74 -82 85 0
20 -83 -85 0
-3 -46 85 0
23 -31 -33 0
6 -45 92 0
1 8 -23 0
29 46 92 0
-12 -50 53 0
-86 -92 96 0
-22 79 93 0
50 -92 0
-21 48 -82 0
10 25 59 0
-3 -6 -15 0
-5 -7 30 0
-81 83 96 0
25 40 -53 0
39 -71 95 0
-12 26 -95 0
1 -38 72 0
-23 29 -74 0
2 14 -45 0
-44 -62 95 0
-18 -60 -90 0
14 39 -70 0
-13 37 -66 0
-35 37 43 0
2 59 -89 0
40 54 -65 0
7 -64 -94 0
-22 65 -80 0
9 -56 0
42 -43 -48 0
47 -65 67 0
-2 34 69 0
44 51 75 0
-2 27 31 0
-15 -49 -96 0
-3 48 54 0
29 -33 -84 0
-26 -47 70 0
32 -77 0
-38 -47 82 0
-41 -70 85 0
-47 63 -89 0
-33 62 69 0
-20 -27 93 0
-14 27 -76 0
-6 25 87 0
-37 -78 -82 0
-42 -44 64 0
42 52 58 0
-22 88 -96 0
-57 -64 83 0
19 27 -95 0
57 -75 -80 0
47 52 -58 0
-12 61 66 0
-8 48 87 0
-28 -43 51 0
-54 69 0
-7 -19 50 0
-2 31 84 0
47 54 -72 0
