p cnf 99 398
-69 78 80 0
-9 -64 91 0
-51 91 96 0
17 37 -54 0
2 41 -87 0
13 -73 76 0
-10 -81 0
-34 63 -88 0
15 60 -64 0
-17 33 -44 0
-10 17 42 0
28 49 56 0
86 -93 -96 0
23 24 90 0
-25 66 -93 0
51 -80 -97 0
-45 -54 -99 0
8 -29 -34 0
7 -34 36 0
-36 65 77 0
-21 -55 79 0
62 -80 -82 0
-57 -62 78 0
38 79 -80 0
3 9 76 0
-9 -84 -94 0
-26 -46 -51 0
-31 -58 74 0
-68 -73 -86 0
9 -37 76 0
-40 -78 -83 0
-9 -54 68 0
6 -53 -72 0
-4 21 -27 0
-22 -73 74 0
16 -48 -54 0
32 91 93 0
11 52 53 0
17 25 -80 0
16 35 -56 0
1 34 -96 0
-13 -61 -99 0
-8 -78 -89 0
20 25 -76 0
-36 -38 -98 0
-1 -33 96 0
-34 37 63 0
-68 -86 91 0
-31 71 -95 0
-24 -46 85 0
80 82 94 0
-17 -25 73 0
-22 -35 -85 0
-18 -39 68 0
-26 46 -99 0
46 58 -78 0
14 45 -69 0
22 -40 81 0
-21 70 0
14 -42 -80 0
-11 68 -81 0
-14 56 84 0
-7 8 -62 0
-13 30 52 0
-8 45 96 0
25 64 -91 0
6 55 -72 0
6 -78 -96 0
7 -42 -76 0
67 70 -72 0
-19 51 -56 0
-40 48 76 0
7 38 85 0
14 -31 40 0
26 32 50 0
10 -90 -92 0
-5 -11 98 0
4 -14 -15 0
2 57 -93 0
-3 43 73 0
-4 -40 -94 0
4 -50 -59 0
39 -42 95 0
10 59 72 0
17 26 -87 0
10 78 81 0
-10 -12 64 0
-21 -27 -74 0
27 48 97 0
-34 -77 -92 0
46 -51 -53 0
-6 92 94 0
-4 -54 -95 0
-45 -57 -87 0
28 -59 61 0
-41 -45 -88 0
-61 70 91 0
-6 -65 -84 0
62 -65 -99 0
-50 -59 -70 0
-5 48 81 0
-13 25 89 0
25 38 -49 0
7 28 81 0
-13 44 86 0
-39 -43 -81 0
-69 -77 -93 0
-1 -20 60 0
74 -83 -99 0
34 44 93 0
47 52 -99 0
-16 -50 72 0
25 64 -79 0
35 -46 -89 0
-15 -47 95 0
-3 -93 96 0
-18 66 -88 0
17 -56 77 0
48 58 67 0
16 69 -83 0
-47 49 -61 0
-45 50 83 0
-2 7 46 0
12 -23 -77 0
2 -57 95 0
9 -33 -68 0
-44 -52 -83 0
22 -28 50 0
-8 -28 48 0
-20 -25 60 0
-16 18 87 0
17 56 81 0
-35 -80 -98 0
1 -24 -90 0
-28 65 -73 0
-77 -79 -88 0
-67 74 95 0
45 -85 89 0
39 40 50 0
45 -71 73 0
45 62 85 0
39 69 -74 0
-47 79 96 0
-3 69 92 0
46 55 89 0
-10 32 55 0
8 -30 64 0
-29 37 -98 0
4 -11 -51 0
6 -40 -94 0
-21 28 -99 0
5 60 61 0
47 -71 76 0
-18 27 45 0
48 -56 84 0
-12 19 -41 0
-18 72 -89 0
-24 35 -49 0
-9 -63 80 0
-6 -39 57 0
-20 39 45 0
1 -2 58 0
-29 -44 64 0
-1 -46 -88 0
-33 67 -70 0
-77 91 -92 0
46 -67 -86 0
-17 35 -65 0
-63 68 -90 0
38 40 79 0
48 51 -61 0
1 -56 78 0
29 71 98 0
8 61 97 0
58 -90 93 0
25 31 -86 0
9 10 44 0
11 21 35 0
33 41 54 0
-20 -60 -75 0
70 -74 -75 0
9 22 75 0
-28 49 97 0
-38 57 -79 0
18 77 -92 0
2 31 84 0
-7 22 -56 0
-23 60 61 0
16 67 -81 0
4 57 -82 0
29 -33 -76 0
6 -14 -75 0
-27 -89 -99 0
24 67 92 0
-17 -75 78 0
28 -38 98 0
34 -63 96 0
-5 36 74 0
57 68 -89 0
-44 -52 61 0
25 47 -65 0
36 57 90 0
-66 -81 -87 0
-39 -70 86 0
-5 57 -76 0
11 -15 97 0
-35 -43 -68 0
-33 37 -60 0
-16 35 71 0
