p cnf 95 378
-9 39 -64 0
11 14 -77 0
-53 -75 0
-2 84 0
26 37 -52 0
49 60 79 0
-32 92 0
30 42 -50 0
-8 -9 76 0
10 18 -51 0
-8 12 27 0
-22 -28 -90 0
-22 43 -68 0
-45 -63 84 0
6 86 91 0
10 -26 -63 0
34 64 73 0
24 27 -41 0
26 -27 -94 0
21 -29 -88 0
-4 42 -54 0
33 69 73 0
39 55 0
-13 15 77 0
-3 30 -34 0
-2 8 -54 0
7 21 85 0
-14 -33 -62 0
-25 -45 54 0
34 76 -81 0
8 73 76 0
60 79 83 0
11 36 66 0
11 42 -54 0
-31 -67 72 0
-29 67 79 0
24 30 65 0
8 17 -75 0
-14 57 0
32 -62 88 0
-51 -66 -76 0
-19 24 95 0
-17 89 90 0
-35 36 -58 0
-8 28 48 0
-47 -52 73 0
8 -60 76 0
18 -62 -69 0
-11 -48 -93 0
-1 -17 55 0
2 -44 60 0
-6 -60 -85 0
-40 65 -89 0
-5 -9 -89 0
2 65 -83 0
-4 64 -71 0
8 26 85 0
10 25 -89 0
-50 61 -81 0
49 51 91 0
-9 -48 57 0
-29 48 -95 0
55 -63 84 0
-45 93 0
14 34 -41 0
-13 21 27 0
-15 -65 -92 0
16 -81 94 0
50 65 92 0
8 -16 -32 0
44 -70 -93 0
23 77 -87 0
15 28 77 0
21 -52 -69 0
28 -46 74 0
7 42 57 0
15 53 -66 0
26 -56 -67 0
-1 -32 50 0
-37 -55 65 0
4 67 -90 0
12 16 67 0
-12 -45 86 0
70 -77 0
-4 -7 20 0
4 85 91 0
8 42 83 0
-17 -49 -94 0
-40 -72 -85 0
-40 -77 -79 0
-33 -53 -67 0
-2 -9 -25 0
-4 -9 75 0
16 -39 75 0
15 31 -48 0
13 24 -85 0
40 43 71 0
-11 -83 0
19 -80 -92 0
10 43 77 0
-13 -24 -64 0
-1 70 71 0
69 -83 -93 0
-11 26 -86 0
15 25 66 0
31 60 -72 0
-26 -37 -93 0
25 58 -59 0
23 -31 -37 0
-34 48 -63 0
70 -71 73 0
-7 22 71 0
-18 56 -88 0
-12 33 -75 0
-2 48 57 0
-36 42 -88 0
20 -40 48 0
-7 35 -49 0
56 -70 -93 0
-36 -58 73 0
55 -60 64 0
33 -46 78 0
27 -66 89 0
-39 66 87 0
-51 -54 71 0
31 -35 78 0
25 78 -83 0
24 -34 63 0
55 73 -84 0
16 -83 94 0
54 -63 80 0
-30 42 75 0
-34 -87 89 0
-2 -7 -29 0
-16 -49 52 0
-37 -48 -49 0
20 24 -60 0
-11 81 92 0
-20 -27 -28 0
-11 -19 -27 0
-25 -39 -87 0
-46 -54 94 0
3 32 -85 0
-32 53 54 0
-15 38 -67 0
-3 33 -50 0
-34 -47 -85 0
31 -80 -89 0
-40 70 93 0
2 -21 92 0
-16 22 -90 0
84 93 0
30 -57 84 0
-45 -57 -90 0
2 -20 76 0
-79 84 88 0
-1 43 -65 0
-29 -59 -93 0
-19 23 51 0
46 57 -79 0
-14 -64 -82 0
-1 -12 -46 0
