p cnf 96 382
39 53 0
-41 -73 83 0
-16 17 -39 0
-12 24 -96 0
35 -70 90 0
23 -28 -64 0
-6 44 73 0
43 -76 82 0
25 36 -60 0
-26 47 -67 0
-6 -28 58 0
-27 36 -45 0
-3 53 91 0
-15 43 88 0
-14 -56 82 0
13 -66 81 0
-25 -32 -38 0
-22 -27 -75 0
14 -16 -18 0
26 78 89 0
-8 41 94 0
-16 40 69 0
-10 -38 -54 0
17 -52 76 0
-66 86 0
-20 38 49 0
19 90 0
-12 -48 77 0
-32 -56 89 0
2 16 -44 0
-77 87 0
53 -54 -90 0
42 64 -80 0
9 -38 66 0
12 24 -62 0
9 -30 72 0
-13 -19 -23 0
22 52 87 0
26 -40 -41 0
12 -86 -89 0
-19 -41 -68 0
15 23 95 0
-22 54 66 0
3 11 34 0
17 -79 -86 0
7 -18 -68 0
-26 -56 92 0
-63 66 -87 0
10 -19 37 0
17 -21 -57 0
-17 39 -85 0
-40 -69 -78 0
-36 53 69 0
2 -26 49 0
11 -14 -53 0
-68 82 0
12 70 74 0
-30 -36 -77 0
-30 85 -89 0
-46 -63 -92 0
-30 47 87 0
29 34 45 0
5 59 62 0
9 -75 -85 0
24 45 96 0
-32 -63 -86 0
-9 -51 75 0
42 -51 83 0
4 21 -56 0
-55 -79 -90 0
-45 50 83 0
-26 60 70 0
21 23 -49 0
-7 75 89 0
-24 -69 -90 0
24 53 61 0
-29 -36 74 0
6 -23 -43 0
3 62 78 0
26 -50 -76 0
9 -45 -63 0
-24 29 -85 0
-12 -49 90 0
-11 -20 -92 0
32 63 96 0
-31 -33 77 0
-8 -16 -27 0
-22 -46 0
-83 85 0
8 -10 -26 0
-11 65 73 0
-31 52 -72 0
41 77 -85 0
2 21 86 0
20 32 39 0
56 -74 79 0
21 22 88 0
32 50 -53 0
19 40 0
-31 93 0
-15 54 -79 0
-13 43 77 0
-49 81 -91 0
-65 -73 90 0
30 -52 63 0
39 50 66 0
-14 42 78 0
52 58 -60 0
50 76 95 0
-4 -62 -87 0
-7 29 70 0
23 -52 79 0
-45 -50 -85 0
10 30 -38 0
-25 -27 -83 0
-31 82 89 0
7 40 48 0
-1 30 -66 0
41 75 -96 0
-31 68 -80 0
3 36 0
20 -48 -58 0
-6 40 42 0
-11 45 94 0
-32 -86 93 0
26 -66 78 0
53 55 -76 0
-24 -35 48 0
42 64 -81 0
-35 -45 0
-42 -83 90 0
-4 45 47 0
-7 61 0
-29 -55 -85 0
8 56 67 0
8 -46 -84 0
32 65 91 0
32 49 81 0
-1 -72 96 0
-10 23 41 0
19 -37 74 0
-38 69 77 0
13 23 95 0
47 -60 75 0
29 -55 90 0
27 60 96 0
-29 46 72 0
-42 -48 -78 0
18 -28 61 0
17 24 68 0
-4 36 -56 0
53 -61 69 0
1 11 39 0
50 88 -95 0
-2 21 -46 0
54 -82 95 0
-5 -59 -90 0
-47 73 0
-63 -86 -93 0
51 -64 -91 0
-21 -26 -83 0
-12 53 0
3 -49 -89 0
-51 -65 0
-15 -22 -85 0
25 -48 -56 0
7 22 57 0
-31 -35 69 0
49 69 -86 0
32 56 71 0
-29 -38 73 0
-53 56 57 0
-31 40 46 0
-9 -15 -43 0
-17 -59 92 0
-60 86 0
20 58 79 0
34 -60 -71 0
-36 54 -77 0
-71 -81 -90 0
34 74 87 0
33 57 -59 0
46 50 -82 0
41 -49 -77 0
-14 18 67 0
-15 17 65 0
-51 64 0
30 36 -69 0
31 -71 96 0
-32 41 -77 0
-31 44 -51 0
15 29 -49 0
-33 77 83 0
38 -71 0
-15 -43 -52 0
-66 83 90 0
-20 -47 -90 0
31 40 92 0
-7 -19 36 0
11 24 -26 0
15 -81 83 0
8 -11 -81 0
36 61 62 0
-46 -73 82 0
-51 -55 70 0
-12 -47 81 0
-6 -26 -78 0
20 -41 -64 0
-7 35 40 0
-26 -42 -73 0
-10 -58 65 0
-14 28 -52 0
21 -46 -89 0
-36 -57 -62 0
-47 -89 90 0
27 41 65 0
46 -67 94 0
54 90 93 0
5 -29 53 0
-28 50 -71 0
19 20 -22 0
18 69 0
-39 54 -82 0
21 46 88 0
35 42 -44 0
12 63 71 0
31 78 -92 0
-14 -28 82 0
39 -50 70 0
78 -82 -90 0
-14 48 -58 0
-6 8 -46 0
-9 -16 66 0
33 58 59 0
-4 7 52 0
-36 88 91 0
11 49 -91 0
-12 -21 37 0
2 49 57 0
8 24 -81 0
14 -77 -87 0
14 -70 -88 0
-19 -78 0
-30 -73 90 0
28 82 -96 0
46 -65 84 0
-2 21 -37 0
80 85 0
-11 41 -60 0
-47 55 -68 0
-30 -39 66 0
-33 34 -68 0
3 -60 76 0
-36 -46 58 0
-32 -81 96 0
-6 26 -70 0
