filename,c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,sat
../instances/shadow/CBS_k3_n100_m403_b10_0_n100_m403_841.txt,397,99,4.01010101010101,0.24937027707808565,0.029997710098465767,0.27400693386202146,0.007556675062972292,0.04785894206549118,2.5517406428642304,0.029997710098465767,0.05765104484466981,0.020202020202020204,0.030303030303030304,0.13552931973441218,0.052667735287382646,0.2531714403282045,0.015113350125944584,0.08564231738035265,0.5012594458438288,0.5888052155529967,0.0,1.0,0.6231567463134384,0.23503108449163426,0.761090930578911,0.0,0.75,3.182829282002302,0.17888002681070858,0.030226700251889168,0.9697732997481109,1.0,0.5012594458438288,0.015011576724423072,0.36941376883593974,0.0025188916876574307,0.030226700251889168,2.1449853528864757,0.0,0.010101010101010102,0.13131313131313133,0.13131313131313133,0.13131313131313133,0.4276314701846617,0.8257173232098816,False
../instances/shadow/CBS_k3_n100_m403_b10_0_n100_m403_84-1.txt,391,99,3.9494949494949494,0.2531969309462916,0.030148027590482834,0.28284645076399517,0.0076726342710997444,0.04859335038363171,2.55760323528677,0.030148027590482834,0.041184626703334754,0.020202020202020204,0.030303030303030304,0.0793233131409534,0.05326926554548038,0.256247544740757,0.015345268542199489,0.08695652173913043,0.49872122762148335,0.5832492660377315,0.0,1.0,0.5936431660781016,0.2489515159207438,0.7442939295141408,0.0,0.75,3.1734124366851577,0.18529310204315258,0.015345268542199489,0.9846547314578005,1.0,0.5012787723785166,0.015086930687953706,0.3720997183724215,0.0025575447570332483,0.030690537084398978,2.144368866337355,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.43584459201587666,0.8967911810569659,True
../instances/shadow/CBS_k3_n100_m403_b10_0_n99_m391_521.txt,384,98,3.9183673469387754,0.2552083333333333,0.030319940476190476,0.28624743919725654,0.0078125,0.049479166666666664,2.563625530999924,0.030319940476190476,0.05613905710335073,0.02040816326530612,0.030612244897959183,0.1300029730879215,0.05346513605442177,0.2607445110492088,0.015625,0.08854166666666667,0.5008680555555556,0.5921404517271012,0.0,1.0,0.6363062410958393,0.24258257617153806,0.774424984759933,0.0,0.75,3.107871429562767,0.18786200785466867,0.028645833333333332,0.9713541666666666,1.0,0.5,0.015120110544217687,0.3761025244918166,0.0026041666666666665,0.03125,2.1512887203684485,0.0,0.0,0.17346938775510204,0.17346938775510204,0.17346938775510204,0.4333436487124778,0.8958822929335257,True
../instances/shadow/CBS_k3_n100_m403_b10_0_n99_m391_52-1.txt,386,98,3.938775510204082,0.2538860103626943,0.030268584117584856,0.29027314727443115,0.007772020725388601,0.04922279792746114,2.5812093642595713,0.030268584117584856,0.06081638553206528,0.02040816326530612,0.030612244897959183,0.1473060425888123,0.05324098551337633,0.2618656322660006,0.015544041450777202,0.08808290155440414,0.5060449050086355,0.5887545132736892,0.0,1.0,0.6319164024004136,0.24911807748495055,0.7482833229808942,0.0,0.7142857142857143,3.0956169160835243,0.18641090283505066,0.03367875647668394,0.966321243523316,1.0,0.5051813471502591,0.015200380670402875,0.3761228934828222,0.0025906735751295338,0.031088082901554404,2.135965383288516,0.0,0.01020408163265306,0.41836734693877553,0.41836734693877553,0.41836734693877553,0.43956299010262107,0.911424638192808,True
../instances/shadow/CBS_k3_n100_m403_b10_0_n98_m386_381.txt,384,97,3.9587628865979383,0.2526041666666667,0.030390893470790378,0.29005682990908555,0.0078125,0.049479166666666664,2.584603224322266,0.030390893470790378,0.07537360073392772,0.020618556701030927,0.030927835051546393,0.20460439297612945,0.05310352233676976,0.2605941044934938,0.015625,0.08854166666666667,0.5026041666666666,0.6035101846205664,0.0,1.0,0.6826528436384675,0.2454933285340869,0.7491595750297221,0.0,0.7142857142857143,3.0623911880187773,0.1839136776772285,0.052083333333333336,0.9479166666666666,1.0,0.5052083333333334,0.015168599656357388,0.376304996911968,0.0026041666666666665,0.03125,2.133177040009187,0.0,0.010309278350515464,0.44329896907216493,0.44329896907216493,0.44329896907216493,0.41583361340596986,0.719065693189763,False
../instances/shadow/CBS_k3_n100_m403_b10_0_n98_m386_38-1.txt,379,97,3.9072164948453607,0.2559366754617414,0.030519816119467944,0.28871503183919683,0.0079155672823219,0.05013192612137203,2.5734014342271303,0.030519816119467944,0.06585723066634999,0.020618556701030927,0.030927835051546393,0.1666001606594534,0.05347768136441531,0.2602593160774849,0.0158311345646438,0.08970976253298153,0.5065963060686016,0.5918127509406382,0.0,1.0,0.6458207384633452,0.24994152486093377,0.7571417241177875,0.0,0.8461538461538463,3.0323115660590956,0.18924115706183622,0.0395778364116095,0.9604221635883905,1.0,0.49868073878627966,0.015096700486902592,0.37201862495952565,0.002638522427440633,0.029023746701846966,2.125327206281452,0.0,0.020618556701030927,0.25773195876288657,0.25773195876288657,0.25773195876288657,0.4320928804576156,0.8938870749634074,True
../instances/shadow/CBS_k3_n100_m403_b10_0_n97_m379_851.txt,350,94,3.723404255319149,0.26857142857142857,0.03088145896656535,0.27830496744993577,0.008571428571428572,0.05142857142857143,2.493033543019585,0.030881458966565346,0.10202093322716488,0.02127659574468085,0.031914893617021274,0.31875944782513455,0.053069908814589666,0.2471494184862812,0.017142857142857144,0.08571428571428572,0.4971428571428571,0.6345480004215887,0.0,1.0,0.7705752979314353,0.24023193813556767,0.8084366879624998,0.0,0.8461538461538463,2.9345313968678055,0.19421231240913048,0.09714285714285714,0.9028571428571428,1.0,0.52,0.015775075987841947,0.3789300371013404,0.002857142857142857,0.03142857142857143,2.1192848621357108,0.0,0.4787234042553192,0.4787234042553192,0.4787234042553192,0.4787234042553192,0.43971120240358086,0.9014245859652656,True
../instances/shadow/CBS_k3_n100_m403_b10_0_n97_m379_85-1.txt,362,95,3.8105263157894735,0.26243093922651933,0.030851991858098282,0.2941528171857798,0.008287292817679558,0.04696132596685083,2.5453105090509487,0.030851991858098286,0.0865106491549756,0.021052631578947368,0.031578947368421054,0.251202656161542,0.053736551323059024,0.26495044943023993,0.016574585635359115,0.08287292817679558,0.5184162062615101,0.6020685611395822,0.0,1.0,0.7099558499156011,0.2558227891819223,0.7334179049942869,0.0,0.8333333333333333,3.0705402839308045,0.1876250140916006,0.06906077348066299,0.930939226519337,1.0,0.5193370165745856,0.015847630125036347,0.3744648005863954,0.0027624309392265192,0.03038674033149171,2.124930080022405,0.0,0.010526315789473684,0.5578947368421052,0.5578947368421052,0.5578947368421052,0.44484056857472143,0.9009647517927265,True
../instances/shadow/CBS_k3_n100_m403_b10_0_n94_m350_261.txt,324,91,3.5604395604395602,0.2808641975308642,0.031508614841948175,0.2913478482558185,0.009259259259259259,0.05555555555555555,2.4338186846549723,0.031508614841948175,0.11832368149881288,0.02197802197802198,0.03296703296703297,0.3915173828984846,0.054063220729887396,0.2607734933262551,0.018518518518518517,0.08950617283950617,0.49897119341563784,0.6481544226461055,0.0,1.0,0.8115476006204408,0.24604888396097188,0.8425534890431045,0.0,1.0,2.8430567270965508,0.2073093456564788,0.13271604938271606,0.8672839506172839,1.0,0.5308641975308642,0.016313932980599646,0.3838335594789172,0.0030864197530864196,0.033950617283950615,2.0783594941114565,0.0,0.054945054945054944,0.4725274725274725,0.4725274725274725,0.4725274725274725,0.43989956202694214,0.7763687584534618,False
../instances/shadow/CBS_k3_n100_m403_b10_0_n94_m350_26-1.txt,344,93,3.6989247311827955,0.2703488372093023,0.030945236309077268,0.27848028705555267,0.00872093023255814,0.05232558139534884,2.4755892470503325,0.030945236309077268,0.11376087454788755,0.021505376344086023,0.03225806451612903,0.3710745550038864,0.05295073768442111,0.2490375726766241,0.01744186046511628,0.08430232558139535,0.49612403100775193,0.6479666965544989,0.0,1.0,0.8055111555006869,0.2415273566127456,0.819218703932548,0.0,0.8461538461538463,2.917297152451799,0.1978637280485478,0.12209302325581395,0.877906976744186,1.0,0.5261627906976745,0.015941485371342837,0.37305435284018656,0.0029069767441860465,0.03197674418604651,2.0999472177024665,0.0,0.26881720430107525,0.26881720430107525,0.26881720430107525,0.26881720430107525,0.42654463218979344,0.9116117734021207,True
