p cnf 95 347
1 -66 -69 0
3 -75 -83 0
20 22 -62 0
-23 -45 67 0
20 28 82 0
46 -87 0
-3 72 -90 0
-42 -89 -91 0
-21 25 -78 0
2 39 78 0
-51 94 0
5 -69 -70 0
54 -62 71 0
-2 32 37 0
-57 -70 84 0
-5 87 -93 0
-61 -73 75 0
-25 -55 85 0
-48 88 -91 0
-14 -30 65 0
-17 -43 -47 0
7 86 88 0
-5 28 59 0
-11 53 81 0
-57 90 -91 0
72 -74 0
31 77 0
22 -69 70 0
22 -60 -87 0
11 -14 91 0
5 62 93 0
2 -13 23 0
-34 53 58 0
-22 43 71 0
58 77 0
-3 -62 -85 0
49 62 80 0
-25 -48 52 0
-82 -83 94 0
-15 19 -77 0
-19 68 -84 0
45 71 73 0
25 33 75 0
11 24 -44 0
25 -51 -92 0
6 30 -44 0
-3 -22 -61 0
-3 11 47 0
-21 -35 -53 0
39 -88 89 0
-24 54 81 0
-31 -32 75 0
14 -22 88 0
26 78 88 0
-33 -39 43 0
27 38 -93 0
48 -50 70 0
24 -26 89 0
50 63 -88 0
-4 -26 -83 0
-13 38 -50 0
-77 86 0
21 42 0
-38 43 -53 0
-37 42 54 0
-3 -75 83 0
46 -66 77 0
50 77 80 0
-54 -57 -58 0
38 -80 0
-45 -57 -95 0
-5 23 95 0
9 -58 92 0
-11 62 -72 0
-41 -45 -94 0
-64 -79 -83 0
78 79 -87 0
26 -68 81 0
-5 74 76 0
-20 -50 -93 0
-3 -51 67 0
7 77 0
-13 48 -60 0
57 -65 -70 0
14 73 85 0
-23 31 77 0
-31 61 91 0
57 69 -91 0
20 33 -47 0
-25 -51 57 0
-36 39 42 0
10 -23 -77 0
-19 31 57 0
24 49 0
-19 83 84 0
-18 23 -28 0
39 -51 -80 0
-47 70 -92 0
-23 36 57 0
1 21 83 0
10 18 -74 0
22 -23 63 0
-20 67 87 0
-18 -32 -48 0
-62 77 -81 0
-7 26 94 0
32 -56 74 0
-17 51 -61 0
4 12 -22 0
20 52 -59 0
-18 34 -49 0
50 56 94 0
-33 34 36 0
55 66 82 0
21 42 91 0
23 70 73 0
17 -21 -51 0
-5 29 -86 0
-21 60 -89 0
-2 60 63 0
-1 -19 -89 0
1 -54 60 0
-23 56 -61 0
48 64 85 0
21 -42 52 0
20 -65 92 0
16 48 -76 0
-16 -29 33 0
28 63 74 0
-13 24 -69 0
-11 -34 -79 0
39 -51 -77 0
5 -70 -89 0
-4 -34 -53 0
-9 -64 81 0
-52 58 -75 0
-22 -50 0
-21 36 -56 0
-12 19 81 0
-13 56 -90 0
-49 -55 -88 0
1 -8 -89 0
-9 32 -45 0
13 71 83 0
-41 -48 67 0
17 44 73 0
-10 28 -65 0
23 84 90 0
14 -36 39 0
29 -40 77 0
-2 50 -92 0
19 -28 -86 0
-33 40 -85 0
7 15 -77 0
5 13 67 0
21 -29 81 0
46 -69 71 0
-5 13 -45 0
-19 33 -90 0
-1 41 58 0
-18 54 -67 0
-4 63 90 0
24 62 -93 0
45 -80 89 0
