p cnf 95 350
25 -48 -52 0
-14 38 -76 0
-5 -15 -50 0
-3 16 -76 0
13 -25 87 0
6 -42 -55 0
77 -90 95 0
32 -84 93 0
-9 28 66 0
-11 27 -47 0
-13 19 80 0
-56 89 -92 0
50 -72 82 0
37 -43 -46 0
35 -55 -57 0
18 24 77 0
2 16 41 0
-23 37 86 0
11 -15 -53 0
-3 -39 93 0
29 72 95 0
1 30 -94 0
44 68 81 0
-23 -24 -75 0
37 39 -42 0
-12 33 44 0
-11 20 -49 0
32 -45 80 0
16 70 89 0
15 18 -80 0
7 43 67 0
24 28 43 0
8 -14 -94 0
-4 -26 0
-55 79 -88 0
-24 41 -63 0
16 59 93 0
-11 -58 95 0
25 39 93 0
-42 -47 -49 0
30 -49 87 0
-27 -51 -70 0
38 43 81 0
-6 34 93 0
60 62 -94 0
-8 -23 -39 0
-41 -47 84 0
45 -48 92 0
12 -29 -87 0
-27 -37 -61 0
18 -76 0
23 -35 71 0
-4 -49 -91 0
-5 -37 95 0
16 -21 95 0
-12 25 95 0
-26 64 69 0
16 -28 95 0
-42 -60 -63 0
33 83 95 0
-30 45 61 0
11 -35 -65 0
57 -69 70 0
2 16 24 0
-18 44 -46 0
-9 79 -86 0
-4 -49 -76 0
-10 23 44 0
-3 -50 84 0
5 -19 69 0
-21 43 79 0
21 70 -82 0
10 -11 -34 0
5 -23 -73 0
44 -68 75 0
-16 86 -91 0
-12 34 64 0
-36 49 -51 0
-33 -43 -85 0
-5 48 -76 0
2 57 -83 0
40 44 -72 0
22 40 -88 0
11 20 35 0
44 -78 -82 0
-3 -18 -43 0
27 59 -70 0
-51 -66 -73 0
46 57 -94 0
28 -63 72 0
11 49 81 0
-45 70 73 0
5 -14 -52 0
40 83 86 0
46 53 91 0
8 65 74 0
33 -44 0
9 -26 -61 0
-6 29 -35 0
-33 -54 -66 0
4 46 -47 0
-41 51 -80 0
-7 56 -92 0
20 74 79 0
27 38 47 0
31 61 72 0
5 24 -94 0
3 -7 14 0
46 87 -91 0
-17 -22 -74 0
-9 -18 -31 0
16 -42 0
33 37 -90 0
-35 81 91 0
31 71 79 0
-27 40 -70 0
24 -46 -91 0
27 -52 94 0
5 80 -86 0
-38 -48 -71 0
-14 -40 51 0
-62 89 -95 0
-12 52 82 0
-7 25 -38 0
18 30 54 0
7 60 84 0
22 47 73 0
28 31 0
-5 -58 59 0
3 60 70 0
5 -67 -71 0
-35 -88 -93 0
77 -88 0
-13 64 89 0
32 -69 74 0
21 57 69 0
21 -44 -86 0
21 62 68 0
-19 -61 92 0
3 22 -73 0
2 -12 42 0
-26 -38 -46 0
-6 -11 -92 0
-24 48 91 0
-24 -33 -74 0
-36 48 -92 0
31 49 -81 0
-46 64 0
6 10 90 0
20 -54 -59 0
-38 43 -82 0
-40 55 -80 0
10 -32 67 0
-11 -58 77 0
-29 -50 -77 0
22 -33 44 0
25 64 71 0
67 -74 -94 0
6 27 76 0
4 -14 -91 0
-38 45 -94 0
19 -32 33 0
-7 16 -76 0
-40 -59 91 0
-23 54 -83 0
-5 -82 85 0
-7 -48 74 0
19 -68 75 0
-1 74 87 0
-6 -42 -82 0
-7 27 -50 0
-24 -35 -82 0
-50 72 -74 0
13 23 -75 0
3 15 -37 0
2 -5 -63 0
-3 -67 72 0
-36 71 74 0
-42 -73 -74 0
9 -49 68 0
57 -88 92 0
4 -12 -53 0
-39 -40 56 0
-5 -11 -44 0
19 -40 74 0
22 27 46 0
-40 73 76 0
16 46 -52 0
-23 37 45 0
24 40 -44 0
-38 52 84 0
82 85 -93 0
21 73 -76 0
40 -73 75 0
14 -69 -84 0
33 -69 -70 0
-49 -72 0
-3 -60 77 0
28 44 74 0
29 -63 -77 0
-8 26 -40 0
2 -40 -92 0
-4 11 60 0
45 -51 -71 0
-21 46 -51 0
-46 73 -85 0
28 -33 40 0
42 -66 83 0
19 64 -72 0
14 21 40 0
62 -69 -90 0
-16 -66 -79 0
